@TA [keV]  vs r@
X,TA_1,TA_2,TA_3,TA_4,TA_5,TA_6,TA_7,TA_8,TA_9,TA_10,TA_11,TA_12,TA_13,TA_14,TA_15,TA_16,TA_17,TA_18,TA_19,TA_20,TA_21,TA_22,TA_23,TA_24,TA_25,TA_26,TA_27,TA_28,TA_29,TA_30,TA_31,TA_32,TA_33,TA_34,TA_35,TA_36,TA_37,TA_38,TA_39,TA_40,TA_41,TA_42,TA_43,TA_44,TA_45,TA_46,TA_47,TA_48,TA_49,TA_50,TA_51,TA_52,TA_53,TA_54,TA_55,TA_56,TA_57,TA_58,TA_59,TA_60,TA_61,TA_62,TA_63,TA_64,TA_65,TA_66,TA_67,TA_68,TA_69,TA_70,TA_71,TA_72,TA_73,TA_74,TA_75,TA_76,TA_77,TA_78,TA_79,TA_80,TA_81,TA_82,TA_83,TA_84,TA_85,TA_86,TA_87,TA_88,TA_89,TA_90,TA_91,TA_92,TA_93,TA_94,TA_95,TA_96,TA_97,TA_98,TA_99,TA_100,TA_101,TA_102,TA_103
 0.6900000E+00, 0.5715100E+00, 0.5327716E+00, 0.5563382E+00, 0.5916888E+00, 0.6181428E+00, 0.6356485E+00, 0.6465813E+00, 0.6532873E+00, 0.6576349E+00, 0.6605606E+00, 0.6625648E+00, 0.6640320E+00, 0.6651966E+00, 0.6661561E+00, 0.6669422E+00, 0.6676006E+00, 0.6676006E+00, 0.1133461E+01, 0.1378845E+01, 0.1523934E+01, 0.1675013E+01, 0.1806032E+01, 0.1903666E+01, 0.1971000E+01, 0.2015633E+01, 0.2044595E+01, 0.2063166E+01, 0.2074992E+01, 0.2082494E+01, 0.2087240E+01, 0.2090238E+01, 0.2092130E+01, 0.2093324E+01, 0.2094077E+01, 0.2094551E+01, 0.2094850E+01, 0.2095039E+01, 0.2095039E+01, 0.2095158E+01, 0.2095233E+01, 0.2095280E+01, 0.2095310E+01, 0.2095328E+01, 0.2095340E+01, 0.2095348E+01, 0.2095352E+01, 0.2095355E+01, 0.2095357E+01, 0.2095358E+01, 0.2095359E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01, 0.2095360E+01,
 0.7100000E+00, 0.5463100E+00, 0.4995325E+00, 0.5171757E+00, 0.5472209E+00, 0.5701706E+00, 0.5854556E+00, 0.5950380E+00, 0.6009163E+00, 0.6047210E+00, 0.6072807E+00, 0.6090325E+00, 0.6103116E+00, 0.6113245E+00, 0.6121589E+00, 0.6128426E+00, 0.6134146E+00, 0.6134146E+00, 0.1020890E+01, 0.1243732E+01, 0.1373921E+01, 0.1509786E+01, 0.1627951E+01, 0.1716137E+01, 0.1777000E+01, 0.1817361E+01, 0.1843557E+01, 0.1860357E+01, 0.1871057E+01, 0.1877844E+01, 0.1882138E+01, 0.1884851E+01, 0.1886563E+01, 0.1887643E+01, 0.1888325E+01, 0.1888754E+01, 0.1889025E+01, 0.1889195E+01, 0.1889195E+01, 0.1889303E+01, 0.1889371E+01, 0.1889413E+01, 0.1889440E+01, 0.1889457E+01, 0.1889468E+01, 0.1889475E+01, 0.1889479E+01, 0.1889482E+01, 0.1889483E+01, 0.1889484E+01, 0.1889485E+01, 0.1889485E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01, 0.1889486E+01,
 0.7300000E+00, 0.5203900E+00, 0.4671810E+00, 0.4802713E+00, 0.5055039E+00, 0.5251728E+00, 0.5383616E+00, 0.5466626E+00, 0.5517575E+00, 0.5550511E+00, 0.5572668E+00, 0.5587819E+00, 0.5598859E+00, 0.5607582E+00, 0.5614769E+00, 0.5620657E+00, 0.5625581E+00, 0.5625581E+00, 0.9163527E+00, 0.1116973E+01, 0.1233001E+01, 0.1354372E+01, 0.1460240E+01, 0.1539375E+01, 0.1594038E+01, 0.1630306E+01, 0.1653852E+01, 0.1668956E+01, 0.1678576E+01, 0.1684679E+01, 0.1688540E+01, 0.1690979E+01, 0.1692519E+01, 0.1693491E+01, 0.1694103E+01, 0.1694489E+01, 0.1694733E+01, 0.1694886E+01, 0.1694886E+01, 0.1694983E+01, 0.1695044E+01, 0.1695082E+01, 0.1695106E+01, 0.1695122E+01, 0.1695131E+01, 0.1695137E+01, 0.1695141E+01, 0.1695144E+01, 0.1695145E+01, 0.1695146E+01, 0.1695147E+01, 0.1695147E+01, 0.1695147E+01, 0.1695147E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01, 0.1695148E+01,
 0.7500000E+00, 0.4937500E+00, 0.4356868E+00, 0.4453228E+00, 0.4662390E+00, 0.4828685E+00, 0.4940981E+00, 0.5011950E+00, 0.5055546E+00, 0.5083706E+00, 0.5102650E+00, 0.5115598E+00, 0.5125017E+00, 0.5132445E+00, 0.5138565E+00, 0.5143579E+00, 0.5147769E+00, 0.5147769E+00, 0.8193454E+00, 0.9982403E+00, 0.1100856E+01, 0.1208462E+01, 0.1302603E+01, 0.1373090E+01, 0.1421827E+01, 0.1454182E+01, 0.1475194E+01, 0.1488675E+01, 0.1497264E+01, 0.1502712E+01, 0.1506159E+01, 0.1508337E+01, 0.1509712E+01, 0.1510579E+01, 0.1511126E+01, 0.1511471E+01, 0.1511688E+01, 0.1511825E+01, 0.1511825E+01, 0.1511912E+01, 0.1511966E+01, 0.1512000E+01, 0.1512022E+01, 0.1512036E+01, 0.1512044E+01, 0.1512050E+01, 0.1512053E+01, 0.1512055E+01, 0.1512056E+01, 0.1512057E+01, 0.1512058E+01, 0.1512058E+01, 0.1512058E+01, 0.1512058E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01, 0.1512059E+01,
 0.7700000E+00, 0.4663900E+00, 0.4050152E+00, 0.4120558E+00, 0.4291405E+00, 0.4429837E+00, 0.4524001E+00, 0.4583761E+00, 0.4620518E+00, 0.4644250E+00, 0.4660217E+00, 0.4671128E+00, 0.4679053E+00, 0.4685295E+00, 0.4690436E+00, 0.4694650E+00, 0.4698170E+00, 0.4698170E+00, 0.7293460E+00, 0.8871526E+00, 0.9771053E+00, 0.1071681E+01, 0.1154672E+01, 0.1216922E+01, 0.1260009E+01, 0.1288630E+01, 0.1307226E+01, 0.1319159E+01, 0.1326763E+01, 0.1331586E+01, 0.1334639E+01, 0.1336568E+01, 0.1337785E+01, 0.1338553E+01, 0.1339037E+01, 0.1339342E+01, 0.1339535E+01, 0.1339656E+01, 0.1339656E+01, 0.1339733E+01, 0.1339781E+01, 0.1339811E+01, 0.1339831E+01, 0.1339843E+01, 0.1339850E+01, 0.1339855E+01, 0.1339858E+01, 0.1339860E+01, 0.1339861E+01, 0.1339862E+01, 0.1339862E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01, 0.1339863E+01,
 0.7900000E+00, 0.4383100E+00, 0.3750937E+00, 0.3801990E+00, 0.3939192E+00, 0.4052375E+00, 0.4129938E+00, 0.4179378E+00, 0.4209833E+00, 0.4229494E+00, 0.4242727E+00, 0.4251768E+00, 0.4258328E+00, 0.4263489E+00, 0.4267739E+00, 0.4271224E+00, 0.4274134E+00, 0.4274134E+00, 0.6458204E+00, 0.7832855E+00, 0.8613136E+00, 0.9435859E+00, 0.1016006E+01, 0.1070429E+01, 0.1108142E+01, 0.1133212E+01, 0.1149507E+01, 0.1159967E+01, 0.1166632E+01, 0.1170861E+01, 0.1173538E+01, 0.1175229E+01, 0.1176297E+01, 0.1176970E+01, 0.1177395E+01, 0.1177663E+01, 0.1177831E+01, 0.1177938E+01, 0.1177938E+01, 0.1178005E+01, 0.1178047E+01, 0.1178074E+01, 0.1178090E+01, 0.1178101E+01, 0.1178108E+01, 0.1178112E+01, 0.1178115E+01, 0.1178116E+01, 0.1178117E+01, 0.1178118E+01, 0.1178118E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01, 0.1178119E+01,
 0.8100000E+00, 0.4095100E+00, 0.3458255E+00, 0.3494980E+00, 0.3603028E+00, 0.3693653E+00, 0.3756222E+00, 0.3796279E+00, 0.3820999E+00, 0.3836960E+00, 0.3847709E+00, 0.3855052E+00, 0.3860377E+00, 0.3864561E+00, 0.3868008E+00, 0.3870835E+00, 0.3873194E+00, 0.3873194E+00, 0.5682902E+00, 0.6862482E+00, 0.7530719E+00, 0.8237565E+00, 0.8861794E+00, 0.9331874E+00, 0.9658031E+00, 0.9875011E+00, 0.1001612E+01, 0.1010672E+01, 0.1016447E+01, 0.1020111E+01, 0.1022431E+01, 0.1023896E+01, 0.1024821E+01, 0.1025405E+01, 0.1025773E+01, 0.1026005E+01, 0.1026151E+01, 0.1026244E+01, 0.1026244E+01, 0.1026302E+01, 0.1026338E+01, 0.1026361E+01, 0.1026376E+01, 0.1026385E+01, 0.1026391E+01, 0.1026394E+01, 0.1026397E+01, 0.1026398E+01, 0.1026399E+01, 0.1026400E+01, 0.1026400E+01, 0.1026400E+01, 0.1026400E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01, 0.1026401E+01,
 0.8300000E+00, 0.3799900E+00, 0.3172288E+00, 0.3198497E+00, 0.3281727E+00, 0.3352571E+00, 0.3401833E+00, 0.3433507E+00, 0.3453091E+00, 0.3465743E+00, 0.3474267E+00, 0.3480092E+00, 0.3484313E+00, 0.3487628E+00, 0.3490359E+00, 0.3492599E+00, 0.3494468E+00, 0.3494468E+00, 0.4965315E+00, 0.5959389E+00, 0.6522893E+00, 0.7121215E+00, 0.7651501E+00, 0.8051758E+00, 0.8329868E+00, 0.8515050E+00, 0.8635546E+00, 0.8712942E+00, 0.8762283E+00, 0.8793598E+00, 0.8813419E+00, 0.8825945E+00, 0.8833852E+00, 0.8838840E+00, 0.8841986E+00, 0.8843969E+00, 0.8845220E+00, 0.8846008E+00, 0.8846008E+00, 0.8846504E+00, 0.8846817E+00, 0.8847014E+00, 0.8847139E+00, 0.8847217E+00, 0.8847266E+00, 0.8847297E+00, 0.8847317E+00, 0.8847330E+00, 0.8847337E+00, 0.8847342E+00, 0.8847346E+00, 0.8847347E+00, 0.8847349E+00, 0.8847349E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00, 0.8847350E+00,
 0.8500000E+00, 0.3497500E+00, 0.2893569E+00, 0.2911909E+00, 0.2973899E+00, 0.3027379E+00, 0.3064834E+00, 0.3089021E+00, 0.3104009E+00, 0.3113699E+00, 0.3120232E+00, 0.3124698E+00, 0.3127933E+00, 0.3130472E+00, 0.3132565E+00, 0.3134282E+00, 0.3135714E+00, 0.3135714E+00, 0.4298912E+00, 0.5116950E+00, 0.5582487E+00, 0.6079150E+00, 0.6521185E+00, 0.6855741E+00, 0.7088597E+00, 0.7243810E+00, 0.7344872E+00, 0.7409813E+00, 0.7451224E+00, 0.7477511E+00, 0.7494152E+00, 0.7504668E+00, 0.7511306E+00, 0.7515494E+00, 0.7518136E+00, 0.7519801E+00, 0.7520851E+00, 0.7521513E+00, 0.7521513E+00, 0.7521930E+00, 0.7522193E+00, 0.7522358E+00, 0.7522463E+00, 0.7522528E+00, 0.7522570E+00, 0.7522596E+00, 0.7522612E+00, 0.7522622E+00, 0.7522629E+00, 0.7522633E+00, 0.7522636E+00, 0.7522637E+00, 0.7522638E+00, 0.7522639E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00, 0.7522640E+00,
 0.8700000E+00, 0.3187900E+00, 0.2620321E+00, 0.2632489E+00, 0.2675810E+00, 0.2713734E+00, 0.2740523E+00, 0.2757916E+00, 0.2768725E+00, 0.2775722E+00, 0.2780445E+00, 0.2783675E+00, 0.2786015E+00, 0.2787851E+00, 0.2789365E+00, 0.2790607E+00, 0.2791643E+00, 0.2791643E+00, 0.3671950E+00, 0.4321980E+00, 0.4695045E+00, 0.5095604E+00, 0.5453974E+00, 0.5726128E+00, 0.5915949E+00, 0.6042641E+00, 0.6125199E+00, 0.6178276E+00, 0.6212133E+00, 0.6233628E+00, 0.6247237E+00, 0.6255838E+00, 0.6261268E+00, 0.6264693E+00, 0.6266854E+00, 0.6268216E+00, 0.6269075E+00, 0.6269616E+00, 0.6269616E+00, 0.6269957E+00, 0.6270172E+00, 0.6270307E+00, 0.6270393E+00, 0.6270447E+00, 0.6270481E+00, 0.6270502E+00, 0.6270515E+00, 0.6270524E+00, 0.6270530E+00, 0.6270533E+00, 0.6270535E+00, 0.6270536E+00, 0.6270537E+00, 0.6270537E+00, 0.6270538E+00, 0.6270538E+00, 0.6270538E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00, 0.6270539E+00,
 0.8900000E+00, 0.2871100E+00, 0.2351312E+00, 0.2358750E+00, 0.2386397E+00, 0.2411020E+00, 0.2428609E+00, 0.2440110E+00, 0.2447286E+00, 0.2451941E+00, 0.2455088E+00, 0.2457242E+00, 0.2458803E+00, 0.2460029E+00, 0.2461039E+00, 0.2461869E+00, 0.2462561E+00, 0.2462561E+00, 0.3091236E+00, 0.3586405E+00, 0.3874846E+00, 0.4187292E+00, 0.4468732E+00, 0.4683392E+00, 0.4833507E+00, 0.4933858E+00, 0.4999315E+00, 0.5041423E+00, 0.5068293E+00, 0.5085357E+00, 0.5096161E+00, 0.5102991E+00, 0.5107303E+00, 0.5110023E+00, 0.5111739E+00, 0.5112821E+00, 0.5113503E+00, 0.5113932E+00, 0.5113932E+00, 0.5114203E+00, 0.5114374E+00, 0.5114481E+00, 0.5114549E+00, 0.5114592E+00, 0.5114619E+00, 0.5114636E+00, 0.5114647E+00, 0.5114654E+00, 0.5114658E+00, 0.5114660E+00, 0.5114662E+00, 0.5114663E+00, 0.5114664E+00, 0.5114664E+00, 0.5114664E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00, 0.5114665E+00,
 0.9100000E+00, 0.2547100E+00, 0.2077371E+00, 0.2081638E+00, 0.2098021E+00, 0.2112857E+00, 0.2123578E+00, 0.2130641E+00, 0.2135068E+00, 0.2137948E+00, 0.2139897E+00, 0.2141233E+00, 0.2142202E+00, 0.2142963E+00, 0.2143590E+00, 0.2144105E+00, 0.2144535E+00, 0.2144535E+00, 0.2569776E+00, 0.2932621E+00, 0.3148705E+00, 0.3385538E+00, 0.3600725E+00, 0.3765748E+00, 0.3881527E+00, 0.3959076E+00, 0.4009720E+00, 0.4042324E+00, 0.4063137E+00, 0.4076359E+00, 0.4084733E+00, 0.4090026E+00, 0.4093368E+00, 0.4095477E+00, 0.4096806E+00, 0.4097645E+00, 0.4098174E+00, 0.4098507E+00, 0.4098507E+00, 0.4098717E+00, 0.4098849E+00, 0.4098933E+00, 0.4098985E+00, 0.4099018E+00, 0.4099039E+00, 0.4099052E+00, 0.4099061E+00, 0.4099066E+00, 0.4099069E+00, 0.4099071E+00, 0.4099073E+00, 0.4099073E+00, 0.4099074E+00, 0.4099074E+00, 0.4099074E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00, 0.4099075E+00,
