@WF,WB,WI,WE [MJ]  vs t@
X,WF,WB,WI,WE
 0.3484000E+02, 0.2601350E+03, 0.2408843E+03, 0.2234502E+03, 0.1221193E+03,
 0.3486000E+02, 0.2601355E+03, 0.2408847E+03, 0.2234506E+03, 0.1221195E+03,
 0.3488000E+02, 0.2601361E+03, 0.2408851E+03, 0.2234509E+03, 0.1221197E+03,
 0.3490000E+02, 0.2601366E+03, 0.2408855E+03, 0.2234513E+03, 0.1221199E+03,
 0.3492000E+02, 0.2601371E+03, 0.2408859E+03, 0.2234517E+03, 0.1221201E+03,
 0.3494000E+02, 0.2601376E+03, 0.2408863E+03, 0.2234520E+03, 0.1221203E+03,
 0.3496000E+02, 0.2601382E+03, 0.2408867E+03, 0.2234524E+03, 0.1221205E+03,
 0.3498000E+02, 0.2601387E+03, 0.2408871E+03, 0.2234527E+03, 0.1221207E+03,
 0.3500000E+02, 0.2601392E+03, 0.2408875E+03, 0.2234531E+03, 0.1221209E+03,
 0.3500000E+02, 0.2601392E+03, 0.2408875E+03, 0.2234531E+03, 0.1221209E+03,
 0.3502000E+02, 0.2601397E+03, 0.2408879E+03, 0.2234534E+03, 0.1221211E+03,
 0.3504000E+02, 0.2601402E+03, 0.2408883E+03, 0.2234538E+03, 0.1221213E+03,
 0.3506000E+02, 0.2601407E+03, 0.2408887E+03, 0.2234541E+03, 0.1221215E+03,
 0.3508000E+02, 0.2601411E+03, 0.2408891E+03, 0.2234544E+03, 0.1221217E+03,
 0.3510000E+02, 0.2601416E+03, 0.2408894E+03, 0.2234548E+03, 0.1221219E+03,
 0.3512000E+02, 0.2601421E+03, 0.2408898E+03, 0.2234551E+03, 0.1221221E+03,
 0.3514000E+02, 0.2601426E+03, 0.2408902E+03, 0.2234554E+03, 0.1221223E+03,
 0.3516000E+02, 0.2601430E+03, 0.2408905E+03, 0.2234557E+03, 0.1221225E+03,
 0.3518000E+02, 0.2601435E+03, 0.2408909E+03, 0.2234561E+03, 0.1221226E+03,
 0.3520000E+02, 0.2601440E+03, 0.2408912E+03, 0.2234564E+03, 0.1221228E+03,
 0.3522000E+02, 0.2601444E+03, 0.2408916E+03, 0.2234567E+03, 0.1221230E+03,
 0.3524000E+02, 0.2601449E+03, 0.2408919E+03, 0.2234570E+03, 0.1221232E+03,
 0.3526000E+02, 0.2601453E+03, 0.2408923E+03, 0.2234573E+03, 0.1221234E+03,
 0.3528000E+02, 0.2601458E+03, 0.2408926E+03, 0.2234576E+03, 0.1221235E+03,
 0.3530000E+02, 0.2601462E+03, 0.2408929E+03, 0.2234579E+03, 0.1221237E+03,
 0.3532000E+02, 0.2601467E+03, 0.2408933E+03, 0.2234582E+03, 0.1221239E+03,
 0.3534000E+02, 0.2601471E+03, 0.2408936E+03, 0.2234585E+03, 0.1221241E+03,
 0.3536000E+02, 0.2601475E+03, 0.2408939E+03, 0.2234588E+03, 0.1221242E+03,
 0.3538000E+02, 0.2601479E+03, 0.2408943E+03, 0.2234591E+03, 0.1221244E+03,
 0.3540000E+02, 0.2601483E+03, 0.2408946E+03, 0.2234594E+03, 0.1221246E+03,
 0.3542000E+02, 0.2601488E+03, 0.2408949E+03, 0.2234597E+03, 0.1221247E+03,
 0.3544000E+02, 0.2601492E+03, 0.2408952E+03, 0.2234599E+03, 0.1221249E+03,
 0.3546000E+02, 0.2601496E+03, 0.2408956E+03, 0.2234602E+03, 0.1221250E+03,
 0.3548000E+02, 0.2601500E+03, 0.2408959E+03, 0.2234605E+03, 0.1221252E+03,
 0.3550000E+02, 0.2601504E+03, 0.2408962E+03, 0.2234608E+03, 0.1221254E+03,
 0.3552000E+02, 0.2601508E+03, 0.2408965E+03, 0.2234610E+03, 0.1221255E+03,
 0.3554000E+02, 0.2601512E+03, 0.2408968E+03, 0.2234613E+03, 0.1221257E+03,
 0.3556000E+02, 0.2601516E+03, 0.2408971E+03, 0.2234616E+03, 0.1221258E+03,
 0.3558000E+02, 0.2601520E+03, 0.2408974E+03, 0.2234619E+03, 0.1221260E+03,
 0.3560000E+02, 0.2601523E+03, 0.2408977E+03, 0.2234621E+03, 0.1221261E+03,
 0.3562000E+02, 0.2601527E+03, 0.2408980E+03, 0.2234624E+03, 0.1221263E+03,
 0.3564000E+02, 0.2601531E+03, 0.2408983E+03, 0.2234626E+03, 0.1221264E+03,
 0.3566000E+02, 0.2601535E+03, 0.2408986E+03, 0.2234629E+03, 0.1221266E+03,
 0.3568000E+02, 0.2601538E+03, 0.2408988E+03, 0.2234631E+03, 0.1221267E+03,
 0.3570000E+02, 0.2601542E+03, 0.2408991E+03, 0.2234634E+03, 0.1221269E+03,
 0.3572000E+02, 0.2601546E+03, 0.2408994E+03, 0.2234636E+03, 0.1221270E+03,
 0.3574000E+02, 0.2601549E+03, 0.2408997E+03, 0.2234639E+03, 0.1221272E+03,
 0.3576000E+02, 0.2601553E+03, 0.2408999E+03, 0.2234641E+03, 0.1221273E+03,
 0.3578000E+02, 0.2601556E+03, 0.2409002E+03, 0.2234644E+03, 0.1221274E+03,
 0.3580000E+02, 0.2601560E+03, 0.2409005E+03, 0.2234646E+03, 0.1221276E+03,
 0.3582000E+02, 0.2601563E+03, 0.2409008E+03, 0.2234648E+03, 0.1221277E+03,
 0.3584000E+02, 0.2601567E+03, 0.2409010E+03, 0.2234651E+03, 0.1221279E+03,
 0.3586000E+02, 0.2601570E+03, 0.2409013E+03, 0.2234653E+03, 0.1221280E+03,
 0.3588000E+02, 0.2601573E+03, 0.2409015E+03, 0.2234655E+03, 0.1221281E+03,
 0.3590000E+02, 0.2601577E+03, 0.2409018E+03, 0.2234658E+03, 0.1221283E+03,
 0.3592000E+02, 0.2601580E+03, 0.2409021E+03, 0.2234660E+03, 0.1221284E+03,
 0.3594000E+02, 0.2601584E+03, 0.2409023E+03, 0.2234662E+03, 0.1221285E+03,
 0.3596000E+02, 0.2601587E+03, 0.2409026E+03, 0.2234664E+03, 0.1221287E+03,
 0.3598000E+02, 0.2601590E+03, 0.2409028E+03, 0.2234667E+03, 0.1221288E+03,
 0.3600000E+02, 0.2601593E+03, 0.2409030E+03, 0.2234669E+03, 0.1221289E+03,
 0.3602000E+02, 0.2601596E+03, 0.2409033E+03, 0.2234671E+03, 0.1221290E+03,
 0.3604000E+02, 0.2601599E+03, 0.2409035E+03, 0.2234673E+03, 0.1221292E+03,
 0.3606000E+02, 0.2601602E+03, 0.2409038E+03, 0.2234675E+03, 0.1221293E+03,
 0.3608000E+02, 0.2601606E+03, 0.2409040E+03, 0.2234677E+03, 0.1221294E+03,
 0.3610000E+02, 0.2601609E+03, 0.2409042E+03, 0.2234679E+03, 0.1221295E+03,
 0.3612000E+02, 0.2601612E+03, 0.2409045E+03, 0.2234682E+03, 0.1221296E+03,
 0.3614000E+02, 0.2601615E+03, 0.2409047E+03, 0.2234684E+03, 0.1221298E+03,
 0.3616000E+02, 0.2601618E+03, 0.2409049E+03, 0.2234686E+03, 0.1221299E+03,
 0.3618000E+02, 0.2601620E+03, 0.2409052E+03, 0.2234688E+03, 0.1221300E+03,
 0.3620000E+02, 0.2601624E+03, 0.2409054E+03, 0.2234690E+03, 0.1221301E+03,
 0.3622000E+02, 0.2601626E+03, 0.2409056E+03, 0.2234692E+03, 0.1221302E+03,
 0.3624000E+02, 0.2601629E+03, 0.2409058E+03, 0.2234693E+03, 0.1221303E+03,
 0.3626000E+02, 0.2601632E+03, 0.2409060E+03, 0.2234695E+03, 0.1221304E+03,
 0.3628000E+02, 0.2601635E+03, 0.2409062E+03, 0.2234697E+03, 0.1221306E+03,
 0.3630000E+02, 0.2601638E+03, 0.2409065E+03, 0.2234699E+03, 0.1221307E+03,
 0.3632000E+02, 0.2601640E+03, 0.2409067E+03, 0.2234701E+03, 0.1221308E+03,
 0.3634000E+02, 0.2601643E+03, 0.2409069E+03, 0.2234703E+03, 0.1221309E+03,
 0.3636000E+02, 0.2601646E+03, 0.2409071E+03, 0.2234705E+03, 0.1221310E+03,
 0.3638000E+02, 0.2601648E+03, 0.2409073E+03, 0.2234707E+03, 0.1221311E+03,
 0.3640000E+02, 0.2601651E+03, 0.2409075E+03, 0.2234709E+03, 0.1221312E+03,
 0.3642000E+02, 0.2601654E+03, 0.2409077E+03, 0.2234710E+03, 0.1221313E+03,
 0.3644000E+02, 0.2601656E+03, 0.2409079E+03, 0.2234712E+03, 0.1221314E+03,
 0.3646000E+02, 0.2601659E+03, 0.2409081E+03, 0.2234714E+03, 0.1221315E+03,
 0.3648000E+02, 0.2601661E+03, 0.2409083E+03, 0.2234716E+03, 0.1221316E+03,
 0.3650000E+02, 0.2601664E+03, 0.2409085E+03, 0.2234717E+03, 0.1221317E+03,
 0.3652000E+02, 0.2601667E+03, 0.2409087E+03, 0.2234719E+03, 0.1221318E+03,
 0.3654000E+02, 0.2601669E+03, 0.2409089E+03, 0.2234721E+03, 0.1221319E+03,
 0.3656000E+02, 0.2601671E+03, 0.2409091E+03, 0.2234722E+03, 0.1221320E+03,
 0.3658000E+02, 0.2601674E+03, 0.2409093E+03, 0.2234724E+03, 0.1221321E+03,
 0.3660000E+02, 0.2601676E+03, 0.2409095E+03, 0.2234726E+03, 0.1221322E+03,
 0.3662000E+02, 0.2601678E+03, 0.2409096E+03, 0.2234727E+03, 0.1221323E+03,
 0.3664000E+02, 0.2601681E+03, 0.2409098E+03, 0.2234729E+03, 0.1221324E+03,
 0.3666000E+02, 0.2601683E+03, 0.2409100E+03, 0.2234731E+03, 0.1221325E+03,
 0.3668000E+02, 0.2601686E+03, 0.2409102E+03, 0.2234732E+03, 0.1221326E+03,
 0.3670000E+02, 0.2601688E+03, 0.2409104E+03, 0.2234734E+03, 0.1221327E+03,
 0.3672000E+02, 0.2601690E+03, 0.2409105E+03, 0.2234735E+03, 0.1221328E+03,
 0.3674000E+02, 0.2601693E+03, 0.2409107E+03, 0.2234737E+03, 0.1221329E+03,
 0.3676000E+02, 0.2601695E+03, 0.2409109E+03, 0.2234738E+03, 0.1221329E+03,
 0.3678000E+02, 0.2601697E+03, 0.2409110E+03, 0.2234740E+03, 0.1221330E+03,
 0.3680000E+02, 0.2601699E+03, 0.2409112E+03, 0.2234742E+03, 0.1221331E+03,
 0.3682000E+02, 0.2601701E+03, 0.2409114E+03, 0.2234743E+03, 0.1221332E+03,
 0.3684000E+02, 0.2601703E+03, 0.2409115E+03, 0.2234744E+03, 0.1221333E+03,
 0.3686000E+02, 0.2601706E+03, 0.2409117E+03, 0.2234746E+03, 0.1221334E+03,
 0.3688000E+02, 0.2601708E+03, 0.2409119E+03, 0.2234747E+03, 0.1221335E+03,
 0.3690000E+02, 0.2601710E+03, 0.2409120E+03, 0.2234749E+03, 0.1221335E+03,
 0.3692000E+02, 0.2601712E+03, 0.2409122E+03, 0.2234750E+03, 0.1221336E+03,
 0.3694000E+02, 0.2601714E+03, 0.2409124E+03, 0.2234752E+03, 0.1221337E+03,
 0.3696000E+02, 0.2601716E+03, 0.2409125E+03, 0.2234753E+03, 0.1221338E+03,
 0.3698000E+02, 0.2601718E+03, 0.2409127E+03, 0.2234754E+03, 0.1221339E+03,
 0.3700000E+02, 0.2601720E+03, 0.2409128E+03, 0.2234756E+03, 0.1221339E+03,
 0.3702000E+02, 0.2601722E+03, 0.2409130E+03, 0.2234757E+03, 0.1221340E+03,
 0.3704000E+02, 0.2601724E+03, 0.2409131E+03, 0.2234759E+03, 0.1221341E+03,
 0.3706000E+02, 0.2601726E+03, 0.2409133E+03, 0.2234760E+03, 0.1221342E+03,
 0.3708000E+02, 0.2601728E+03, 0.2409134E+03, 0.2234761E+03, 0.1221343E+03,
 0.3710000E+02, 0.2601730E+03, 0.2409136E+03, 0.2234763E+03, 0.1221343E+03,
 0.3712000E+02, 0.2601732E+03, 0.2409137E+03, 0.2234764E+03, 0.1221344E+03,
 0.3714000E+02, 0.2601734E+03, 0.2409139E+03, 0.2234765E+03, 0.1221345E+03,
 0.3716000E+02, 0.2601736E+03, 0.2409140E+03, 0.2234766E+03, 0.1221346E+03,
 0.3718000E+02, 0.2601737E+03, 0.2409142E+03, 0.2234768E+03, 0.1221346E+03,
 0.3720000E+02, 0.2601739E+03, 0.2409143E+03, 0.2234769E+03, 0.1221347E+03,
 0.3722000E+02, 0.2601741E+03, 0.2409144E+03, 0.2234770E+03, 0.1221348E+03,
 0.3724000E+02, 0.2601743E+03, 0.2409146E+03, 0.2234771E+03, 0.1221348E+03,
 0.3726000E+02, 0.2601745E+03, 0.2409147E+03, 0.2234773E+03, 0.1221349E+03,
 0.3728000E+02, 0.2601746E+03, 0.2409149E+03, 0.2234774E+03, 0.1221350E+03,
 0.3730000E+02, 0.2601748E+03, 0.2409150E+03, 0.2234775E+03, 0.1221351E+03,
 0.3732000E+02, 0.2601750E+03, 0.2409151E+03, 0.2234776E+03, 0.1221351E+03,
 0.3734000E+02, 0.2601751E+03, 0.2409153E+03, 0.2234777E+03, 0.1221352E+03,
 0.3736000E+02, 0.2601753E+03, 0.2409154E+03, 0.2234779E+03, 0.1221353E+03,
 0.3738000E+02, 0.2601755E+03, 0.2409155E+03, 0.2234780E+03, 0.1221353E+03,
 0.3740000E+02, 0.2601757E+03, 0.2409156E+03, 0.2234781E+03, 0.1221354E+03,
 0.3742000E+02, 0.2601758E+03, 0.2409158E+03, 0.2234782E+03, 0.1221355E+03,
 0.3744000E+02, 0.2601760E+03, 0.2409159E+03, 0.2234783E+03, 0.1221355E+03,
 0.3746000E+02, 0.2601761E+03, 0.2409160E+03, 0.2234784E+03, 0.1221356E+03,
 0.3748000E+02, 0.2601763E+03, 0.2409161E+03, 0.2234785E+03, 0.1221357E+03,
 0.3750000E+02, 0.2601765E+03, 0.2409163E+03, 0.2234786E+03, 0.1221357E+03,
 0.3752000E+02, 0.2601766E+03, 0.2409164E+03, 0.2234787E+03, 0.1221358E+03,
 0.3754000E+02, 0.2601768E+03, 0.2409165E+03, 0.2234789E+03, 0.1221358E+03,
 0.3756000E+02, 0.2601769E+03, 0.2409166E+03, 0.2234790E+03, 0.1221359E+03,
 0.3758000E+02, 0.2601771E+03, 0.2409167E+03, 0.2234791E+03, 0.1221360E+03,
 0.3760000E+02, 0.2601772E+03, 0.2409169E+03, 0.2234792E+03, 0.1221360E+03,
 0.3762000E+02, 0.2601774E+03, 0.2409170E+03, 0.2234793E+03, 0.1221361E+03,
 0.3764000E+02, 0.2601776E+03, 0.2409171E+03, 0.2234794E+03, 0.1221361E+03,
 0.3766000E+02, 0.2601777E+03, 0.2409172E+03, 0.2234795E+03, 0.1221362E+03,
 0.3768000E+02, 0.2601778E+03, 0.2409173E+03, 0.2234796E+03, 0.1221363E+03,
 0.3770000E+02, 0.2601780E+03, 0.2409174E+03, 0.2234797E+03, 0.1221363E+03,
 0.3772000E+02, 0.2601781E+03, 0.2409175E+03, 0.2234798E+03, 0.1221364E+03,
 0.3774000E+02, 0.2601783E+03, 0.2409176E+03, 0.2234799E+03, 0.1221364E+03,
 0.3776000E+02, 0.2601784E+03, 0.2409178E+03, 0.2234800E+03, 0.1221365E+03,
 0.3778000E+02, 0.2601786E+03, 0.2409179E+03, 0.2234801E+03, 0.1221365E+03,
 0.3780000E+02, 0.2601787E+03, 0.2409180E+03, 0.2234802E+03, 0.1221366E+03,
 0.3782000E+02, 0.2601788E+03, 0.2409181E+03, 0.2234803E+03, 0.1221367E+03,
 0.3784000E+02, 0.2601790E+03, 0.2409182E+03, 0.2234803E+03, 0.1221367E+03,
 0.3786000E+02, 0.2601791E+03, 0.2409183E+03, 0.2234804E+03, 0.1221368E+03,
 0.3788000E+02, 0.2601792E+03, 0.2409184E+03, 0.2234805E+03, 0.1221368E+03,
 0.3790000E+02, 0.2601794E+03, 0.2409185E+03, 0.2234806E+03, 0.1221369E+03,
 0.3792000E+02, 0.2601795E+03, 0.2409186E+03, 0.2234807E+03, 0.1221369E+03,
 0.3794000E+02, 0.2601796E+03, 0.2409187E+03, 0.2234808E+03, 0.1221370E+03,
 0.3796000E+02, 0.2601797E+03, 0.2409188E+03, 0.2234809E+03, 0.1221370E+03,
 0.3798000E+02, 0.2601799E+03, 0.2409189E+03, 0.2234810E+03, 0.1221371E+03,
 0.3800000E+02, 0.2601800E+03, 0.2409190E+03, 0.2234811E+03, 0.1221371E+03,
 0.3802000E+02, 0.2601801E+03, 0.2409191E+03, 0.2234812E+03, 0.1221372E+03,
 0.3804000E+02, 0.2601803E+03, 0.2409192E+03, 0.2234812E+03, 0.1221372E+03,
 0.3806000E+02, 0.2601804E+03, 0.2409193E+03, 0.2234813E+03, 0.1221373E+03,
 0.3808000E+02, 0.2601805E+03, 0.2409194E+03, 0.2234814E+03, 0.1221373E+03,
 0.3810000E+02, 0.2601806E+03, 0.2409195E+03, 0.2234815E+03, 0.1221374E+03,
 0.3812000E+02, 0.2601808E+03, 0.2409196E+03, 0.2234816E+03, 0.1221374E+03,
 0.3814000E+02, 0.2601809E+03, 0.2409197E+03, 0.2234817E+03, 0.1221375E+03,
 0.3816000E+02, 0.2601810E+03, 0.2409197E+03, 0.2234817E+03, 0.1221375E+03,
 0.3818000E+02, 0.2601811E+03, 0.2409198E+03, 0.2234818E+03, 0.1221376E+03,
 0.3820000E+02, 0.2601812E+03, 0.2409199E+03, 0.2234819E+03, 0.1221376E+03,
 0.3822000E+02, 0.2601813E+03, 0.2409200E+03, 0.2234820E+03, 0.1221376E+03,
 0.3824000E+02, 0.2601815E+03, 0.2409201E+03, 0.2234821E+03, 0.1221377E+03,
 0.3826000E+02, 0.2601815E+03, 0.2409202E+03, 0.2234821E+03, 0.1221377E+03,
 0.3828000E+02, 0.2601817E+03, 0.2409203E+03, 0.2234822E+03, 0.1221378E+03,
 0.3830000E+02, 0.2601818E+03, 0.2409204E+03, 0.2234823E+03, 0.1221378E+03,
 0.3832000E+02, 0.2601819E+03, 0.2409204E+03, 0.2234824E+03, 0.1221379E+03,
 0.3834000E+02, 0.2601820E+03, 0.2409205E+03, 0.2234824E+03, 0.1221379E+03,
 0.3836000E+02, 0.2601821E+03, 0.2409206E+03, 0.2234825E+03, 0.1221379E+03,
 0.3838000E+02, 0.2601822E+03, 0.2409207E+03, 0.2234826E+03, 0.1221380E+03,
 0.3840000E+02, 0.2601823E+03, 0.2409208E+03, 0.2234827E+03, 0.1221380E+03,
 0.3842000E+02, 0.2601824E+03, 0.2409208E+03, 0.2234827E+03, 0.1221381E+03,
 0.3844000E+02, 0.2601825E+03, 0.2409209E+03, 0.2234828E+03, 0.1221381E+03,
 0.3846000E+02, 0.2601826E+03, 0.2409210E+03, 0.2234829E+03, 0.1221382E+03,
 0.3848000E+02, 0.2601827E+03, 0.2409211E+03, 0.2234829E+03, 0.1221382E+03,
 0.3850000E+02, 0.2601828E+03, 0.2409212E+03, 0.2234830E+03, 0.1221382E+03,
 0.3852000E+02, 0.2601829E+03, 0.2409212E+03, 0.2234831E+03, 0.1221383E+03,
 0.3854000E+02, 0.2601830E+03, 0.2409213E+03, 0.2234831E+03, 0.1221383E+03,
 0.3856000E+02, 0.2601831E+03, 0.2409214E+03, 0.2234832E+03, 0.1221384E+03,
 0.3858000E+02, 0.2601832E+03, 0.2409215E+03, 0.2234833E+03, 0.1221384E+03,
 0.3860000E+02, 0.2601833E+03, 0.2409215E+03, 0.2234833E+03, 0.1221384E+03,
 0.3862000E+02, 0.2601834E+03, 0.2409216E+03, 0.2234834E+03, 0.1221385E+03,
 0.3864000E+02, 0.2601835E+03, 0.2409217E+03, 0.2234835E+03, 0.1221385E+03,
 0.3866000E+02, 0.2601836E+03, 0.2409218E+03, 0.2234835E+03, 0.1221385E+03,
 0.3868000E+02, 0.2601837E+03, 0.2409218E+03, 0.2234836E+03, 0.1221386E+03,
 0.3870000E+02, 0.2601838E+03, 0.2409219E+03, 0.2234837E+03, 0.1221386E+03,
 0.3872000E+02, 0.2601839E+03, 0.2409220E+03, 0.2234837E+03, 0.1221386E+03,
 0.3874000E+02, 0.2601840E+03, 0.2409220E+03, 0.2234838E+03, 0.1221387E+03,
 0.3876000E+02, 0.2601841E+03, 0.2409221E+03, 0.2234838E+03, 0.1221387E+03,
 0.3878000E+02, 0.2601841E+03, 0.2409222E+03, 0.2234839E+03, 0.1221388E+03,
 0.3880000E+02, 0.2601842E+03, 0.2409222E+03, 0.2234840E+03, 0.1221388E+03,
 0.3882000E+02, 0.2601843E+03, 0.2409223E+03, 0.2234840E+03, 0.1221388E+03,
 0.3884000E+02, 0.2601844E+03, 0.2409224E+03, 0.2234841E+03, 0.1221389E+03,
 0.3886000E+02, 0.2601845E+03, 0.2409224E+03, 0.2234841E+03, 0.1221389E+03,
 0.3888000E+02, 0.2601846E+03, 0.2409225E+03, 0.2234842E+03, 0.1221389E+03,
 0.3890000E+02, 0.2601847E+03, 0.2409226E+03, 0.2234843E+03, 0.1221390E+03,
 0.3892000E+02, 0.2601847E+03, 0.2409226E+03, 0.2234843E+03, 0.1221390E+03,
 0.3894000E+02, 0.2601848E+03, 0.2409227E+03, 0.2234844E+03, 0.1221390E+03,
 0.3896000E+02, 0.2601849E+03, 0.2409228E+03, 0.2234844E+03, 0.1221391E+03,
 0.3898000E+02, 0.2601850E+03, 0.2409228E+03, 0.2234845E+03, 0.1221391E+03,
 0.3900000E+02, 0.2601851E+03, 0.2409229E+03, 0.2234845E+03, 0.1221391E+03,
 0.3902000E+02, 0.2601851E+03, 0.2409229E+03, 0.2234846E+03, 0.1221392E+03,
 0.3904000E+02, 0.2601852E+03, 0.2409230E+03, 0.2234846E+03, 0.1221392E+03,
 0.3906000E+02, 0.2601853E+03, 0.2409230E+03, 0.2234847E+03, 0.1221392E+03,
 0.3908000E+02, 0.2601854E+03, 0.2409231E+03, 0.2234847E+03, 0.1221392E+03,
 0.3910000E+02, 0.2601855E+03, 0.2409232E+03, 0.2234848E+03, 0.1221393E+03,
 0.3912000E+02, 0.2601855E+03, 0.2409232E+03, 0.2234848E+03, 0.1221393E+03,
 0.3914000E+02, 0.2601856E+03, 0.2409233E+03, 0.2234849E+03, 0.1221393E+03,
 0.3916000E+02, 0.2601857E+03, 0.2409233E+03, 0.2234849E+03, 0.1221394E+03,
 0.3918000E+02, 0.2601857E+03, 0.2409234E+03, 0.2234850E+03, 0.1221394E+03,
 0.3920000E+02, 0.2601858E+03, 0.2409235E+03, 0.2234850E+03, 0.1221394E+03,
 0.3922000E+02, 0.2601859E+03, 0.2409235E+03, 0.2234851E+03, 0.1221395E+03,
 0.3924000E+02, 0.2601859E+03, 0.2409236E+03, 0.2234851E+03, 0.1221395E+03,
 0.3926000E+02, 0.2601860E+03, 0.2409236E+03, 0.2234852E+03, 0.1221395E+03,
 0.3928000E+02, 0.2601861E+03, 0.2409237E+03, 0.2234852E+03, 0.1221395E+03,
 0.3930000E+02, 0.2601862E+03, 0.2409237E+03, 0.2234853E+03, 0.1221396E+03,
 0.3932000E+02, 0.2601862E+03, 0.2409238E+03, 0.2234853E+03, 0.1221396E+03,
 0.3934000E+02, 0.2601863E+03, 0.2409238E+03, 0.2234854E+03, 0.1221396E+03,
 0.3936000E+02, 0.2601864E+03, 0.2409239E+03, 0.2234854E+03, 0.1221396E+03,
 0.3938000E+02, 0.2601864E+03, 0.2409240E+03, 0.2234855E+03, 0.1221397E+03,
 0.3940000E+02, 0.2601865E+03, 0.2409240E+03, 0.2234855E+03, 0.1221397E+03,
 0.3942000E+02, 0.2601866E+03, 0.2409240E+03, 0.2234856E+03, 0.1221397E+03,
 0.3944000E+02, 0.2601866E+03, 0.2409241E+03, 0.2234856E+03, 0.1221397E+03,
 0.3946000E+02, 0.2601867E+03, 0.2409241E+03, 0.2234857E+03, 0.1221398E+03,
 0.3948000E+02, 0.2601868E+03, 0.2409242E+03, 0.2234857E+03, 0.1221398E+03,
 0.3950000E+02, 0.2601868E+03, 0.2409242E+03, 0.2234857E+03, 0.1221398E+03,
 0.3952000E+02, 0.2601869E+03, 0.2409243E+03, 0.2234858E+03, 0.1221399E+03,
 0.3954000E+02, 0.2601870E+03, 0.2409243E+03, 0.2234858E+03, 0.1221399E+03,
 0.3956000E+02, 0.2601870E+03, 0.2409244E+03, 0.2234859E+03, 0.1221399E+03,
 0.3958000E+02, 0.2601871E+03, 0.2409244E+03, 0.2234859E+03, 0.1221399E+03,
 0.3960000E+02, 0.2601871E+03, 0.2409245E+03, 0.2234859E+03, 0.1221399E+03,
 0.3962000E+02, 0.2601872E+03, 0.2409245E+03, 0.2234860E+03, 0.1221400E+03,
 0.3964000E+02, 0.2601873E+03, 0.2409246E+03, 0.2234860E+03, 0.1221400E+03,
 0.3966000E+02, 0.2601873E+03, 0.2409246E+03, 0.2234861E+03, 0.1221400E+03,
 0.3968000E+02, 0.2601874E+03, 0.2409247E+03, 0.2234861E+03, 0.1221400E+03,
 0.3970000E+02, 0.2601874E+03, 0.2409247E+03, 0.2234861E+03, 0.1221401E+03,
 0.3972000E+02, 0.2601875E+03, 0.2409247E+03, 0.2234862E+03, 0.1221401E+03,
 0.3974000E+02, 0.2601875E+03, 0.2409248E+03, 0.2234862E+03, 0.1221401E+03,
 0.3976000E+02, 0.2601876E+03, 0.2409248E+03, 0.2234863E+03, 0.1221401E+03,
 0.3978000E+02, 0.2601877E+03, 0.2409249E+03, 0.2234863E+03, 0.1221402E+03,
 0.3980000E+02, 0.2601877E+03, 0.2409249E+03, 0.2234863E+03, 0.1221402E+03,
 0.3982000E+02, 0.2601878E+03, 0.2409250E+03, 0.2234864E+03, 0.1221402E+03,
 0.3984000E+02, 0.2601878E+03, 0.2409250E+03, 0.2234864E+03, 0.1221402E+03,
 0.3986000E+02, 0.2601879E+03, 0.2409250E+03, 0.2234865E+03, 0.1221402E+03,
 0.3988000E+02, 0.2601879E+03, 0.2409251E+03, 0.2234865E+03, 0.1221403E+03,
 0.3990000E+02, 0.2601880E+03, 0.2409251E+03, 0.2234865E+03, 0.1221403E+03,
 0.3992000E+02, 0.2601880E+03, 0.2409252E+03, 0.2234866E+03, 0.1221403E+03,
 0.3994000E+02, 0.2601881E+03, 0.2409252E+03, 0.2234866E+03, 0.1221403E+03,
 0.3996000E+02, 0.2601881E+03, 0.2409252E+03, 0.2234866E+03, 0.1221403E+03,
 0.3998000E+02, 0.2601882E+03, 0.2409253E+03, 0.2234867E+03, 0.1221404E+03,
 0.4000000E+02, 0.2601882E+03, 0.2409253E+03, 0.2234867E+03, 0.1221404E+03,
 0.4002000E+02, 0.2601883E+03, 0.2409254E+03, 0.2234867E+03, 0.1221404E+03,
 0.4004000E+02, 0.2601883E+03, 0.2409254E+03, 0.2234868E+03, 0.1221404E+03,
 0.4006000E+02, 0.2601884E+03, 0.2409254E+03, 0.2234868E+03, 0.1221404E+03,
 0.4008000E+02, 0.2601884E+03, 0.2409255E+03, 0.2234868E+03, 0.1221405E+03,
 0.4010000E+02, 0.2601885E+03, 0.2409255E+03, 0.2234869E+03, 0.1221405E+03,
 0.4012000E+02, 0.2601885E+03, 0.2409256E+03, 0.2234869E+03, 0.1221405E+03,
 0.4014000E+02, 0.2601886E+03, 0.2409256E+03, 0.2234869E+03, 0.1221405E+03,
 0.4016000E+02, 0.2601886E+03, 0.2409256E+03, 0.2234870E+03, 0.1221405E+03,
 0.4018000E+02, 0.2601887E+03, 0.2409257E+03, 0.2234870E+03, 0.1221406E+03,
 0.4020000E+02, 0.2601887E+03, 0.2409257E+03, 0.2234870E+03, 0.1221406E+03,
 0.4022000E+02, 0.2601888E+03, 0.2409257E+03, 0.2234871E+03, 0.1221406E+03,
 0.4024000E+02, 0.2601888E+03, 0.2409258E+03, 0.2234871E+03, 0.1221406E+03,
 0.4026000E+02, 0.2601888E+03, 0.2409258E+03, 0.2234871E+03, 0.1221406E+03,
