@TT [keV]  vs r@
X,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,TT_20,TT_21,TT_22,TT_23,TT_24,TT_25,TT_26,TT_27,TT_28,TT_29,TT_30,TT_31,TT_32,TT_33,TT_34,TT_35,TT_36,TT_37,TT_38,TT_39,TT_40,TT_41,TT_42,TT_43,TT_44,TT_45,TT_46,TT_47,TT_48,TT_49,TT_50,TT_51,TT_52,TT_53,TT_54,TT_55,TT_56,TT_57,TT_58,TT_59,TT_60,TT_61,TT_62,TT_63,TT_64,TT_65,TT_66,TT_67,TT_68,TT_69,TT_70,TT_71,TT_72,TT_73,TT_74,TT_75,TT_76,TT_77,TT_78,TT_79,TT_80,TT_81,TT_82,TT_83,TT_84,TT_85,TT_86,TT_87,TT_88,TT_89,TT_90,TT_91,TT_92,TT_93,TT_94,TT_95,TT_96,TT_97,TT_98,TT_99,TT_100,TT_101,TT_102,TT_103
 0.6900000E+00, 0.2643305E+01, 0.2144848E+01, 0.1808480E+01, 0.1636599E+01, 0.1552434E+01, 0.1512808E+01, 0.1496664E+01, 0.1494616E+01, 0.1502071E+01, 0.1515974E+01, 0.1534029E+01, 0.1554534E+01, 0.1576262E+01, 0.1598362E+01, 0.1620262E+01, 0.1641593E+01, 0.1641593E+01, 0.1662128E+01, 0.1681722E+01, 0.1700319E+01, 0.1717927E+01, 0.1734581E+01, 0.1750329E+01, 0.1765221E+01, 0.1779297E+01, 0.1792588E+01, 0.1805098E+01, 0.1816727E+01, 0.1827160E+01, 0.1837188E+01, 0.1847278E+01, 0.1857271E+01, 0.1867483E+01, 0.1878070E+01, 0.1888865E+01, 0.1900026E+01, 0.1911686E+01, 0.1911686E+01, 0.1923759E+01, 0.1936387E+01, 0.1949670E+01, 0.1963617E+01, 0.1978367E+01, 0.1993962E+01, 0.2010483E+01, 0.2027968E+01, 0.2046453E+01, 0.2065961E+01, 0.2086510E+01, 0.2108114E+01, 0.2130771E+01, 0.2154482E+01, 0.2179256E+01, 0.2205115E+01, 0.2232081E+01, 0.2260148E+01, 0.2289281E+01, 0.2319432E+01, 0.2350542E+01, 0.2382544E+01, 0.2415360E+01, 0.2448902E+01, 0.2483077E+01, 0.2517785E+01, 0.2552928E+01, 0.2588413E+01, 0.2624152E+01, 0.2660067E+01, 0.2696087E+01, 0.2732157E+01, 0.2768232E+01, 0.2804287E+01, 0.2840330E+01, 0.2876439E+01, 0.2912981E+01, 0.3097795E+01, 0.3364467E+01, 0.3554099E+01, 0.3707347E+01, 0.3838552E+01, 0.3954772E+01, 0.4060282E+01, 0.4157907E+01, 0.4249583E+01, 0.4336654E+01, 0.4420066E+01, 0.4500485E+01, 0.4578378E+01, 0.4654072E+01, 0.4727795E+01, 0.4799701E+01, 0.4869895E+01, 0.4938442E+01, 0.5005385E+01, 0.5070747E+01, 0.5134541E+01, 0.5196772E+01, 0.5257443E+01, 0.5316559E+01, 0.5374126E+01, 0.5430161E+01, 0.5484693E+01, 0.5537798E+01,
 0.7100000E+00, 0.2504705E+01, 0.1992894E+01, 0.1655496E+01, 0.1492916E+01, 0.1412874E+01, 0.1374707E+01, 0.1358747E+01, 0.1356013E+01, 0.1362164E+01, 0.1374363E+01, 0.1390486E+01, 0.1408944E+01, 0.1428594E+01, 0.1448634E+01, 0.1468527E+01, 0.1487927E+01, 0.1487927E+01, 0.1506617E+01, 0.1524461E+01, 0.1541402E+01, 0.1557446E+01, 0.1572623E+01, 0.1586976E+01, 0.1600551E+01, 0.1613386E+01, 0.1625511E+01, 0.1636932E+01, 0.1647571E+01, 0.1657099E+01, 0.1666176E+01, 0.1675326E+01, 0.1684401E+01, 0.1693646E+01, 0.1703238E+01, 0.1713034E+01, 0.1723146E+01, 0.1733713E+01, 0.1733713E+01, 0.1744663E+01, 0.1756108E+01, 0.1768149E+01, 0.1780795E+01, 0.1794167E+01, 0.1808310E+01, 0.1823293E+01, 0.1839158E+01, 0.1855936E+01, 0.1873647E+01, 0.1892311E+01, 0.1911941E+01, 0.1932537E+01, 0.1954098E+01, 0.1976634E+01, 0.2000165E+01, 0.2024712E+01, 0.2050270E+01, 0.2076811E+01, 0.2104290E+01, 0.2132655E+01, 0.2161845E+01, 0.2191788E+01, 0.2222406E+01, 0.2253611E+01, 0.2285314E+01, 0.2317425E+01, 0.2349857E+01, 0.2382530E+01, 0.2415372E+01, 0.2448319E+01, 0.2481320E+01, 0.2514337E+01, 0.2547350E+01, 0.2580375E+01, 0.2613503E+01, 0.2647152E+01, 0.2852201E+01, 0.3122853E+01, 0.3310273E+01, 0.3460850E+01, 0.3589539E+01, 0.3703433E+01, 0.3806773E+01, 0.3902355E+01, 0.3992087E+01, 0.4077301E+01, 0.4158928E+01, 0.4237627E+01, 0.4313859E+01, 0.4387950E+01, 0.4460123E+01, 0.4530531E+01, 0.4599277E+01, 0.4666425E+01, 0.4732018E+01, 0.4796079E+01, 0.4858619E+01, 0.4919645E+01, 0.4979158E+01, 0.5037163E+01, 0.5093666E+01, 0.5148683E+01, 0.5202248E+01, 0.5254437E+01,
 0.7300000E+00, 0.2362145E+01, 0.1843585E+01, 0.1506586E+01, 0.1354643E+01, 0.1279528E+01, 0.1243321E+01, 0.1227864E+01, 0.1224692E+01, 0.1229741E+01, 0.1240405E+01, 0.1254732E+01, 0.1271259E+01, 0.1288925E+01, 0.1306988E+01, 0.1324947E+01, 0.1342478E+01, 0.1342478E+01, 0.1359381E+01, 0.1375526E+01, 0.1390860E+01, 0.1405384E+01, 0.1419124E+01, 0.1432121E+01, 0.1444414E+01, 0.1456040E+01, 0.1467026E+01, 0.1477382E+01, 0.1487043E+01, 0.1495692E+01, 0.1503868E+01, 0.1512117E+01, 0.1520312E+01, 0.1528637E+01, 0.1537279E+01, 0.1546116E+01, 0.1555228E+01, 0.1564751E+01, 0.1564751E+01, 0.1574624E+01, 0.1584939E+01, 0.1595793E+01, 0.1607193E+01, 0.1619248E+01, 0.1632000E+01, 0.1645513E+01, 0.1659825E+01, 0.1674965E+01, 0.1690952E+01, 0.1707806E+01, 0.1725537E+01, 0.1744148E+01, 0.1763639E+01, 0.1784018E+01, 0.1805303E+01, 0.1827515E+01, 0.1850652E+01, 0.1874687E+01, 0.1899582E+01, 0.1925290E+01, 0.1951755E+01, 0.1978915E+01, 0.2006697E+01, 0.2035022E+01, 0.2063811E+01, 0.2092979E+01, 0.2122449E+01, 0.2152148E+01, 0.2182010E+01, 0.2211977E+01, 0.2242005E+01, 0.2272060E+01, 0.2302130E+01, 0.2332238E+01, 0.2362490E+01, 0.2393359E+01, 0.2620766E+01, 0.2894576E+01, 0.3079656E+01, 0.3227590E+01, 0.3353841E+01, 0.3465508E+01, 0.3566793E+01, 0.3660452E+01, 0.3748370E+01, 0.3831856E+01, 0.3911833E+01, 0.3988947E+01, 0.4063655E+01, 0.4136277E+01, 0.4207034E+01, 0.4276076E+01, 0.4343505E+01, 0.4409385E+01, 0.4473755E+01, 0.4536639E+01, 0.4598048E+01, 0.4657987E+01, 0.4716458E+01, 0.4773465E+01, 0.4829014E+01, 0.4883121E+01, 0.4935822E+01, 0.4987196E+01,
 0.7500000E+00, 0.2215625E+01, 0.1697532E+01, 0.1362202E+01, 0.1221875E+01, 0.1152289E+01, 0.1118439E+01, 0.1103748E+01, 0.1100344E+01, 0.1104470E+01, 0.1113751E+01, 0.1126413E+01, 0.1141119E+01, 0.1156899E+01, 0.1173070E+01, 0.1189171E+01, 0.1204904E+01, 0.1204904E+01, 0.1220083E+01, 0.1234588E+01, 0.1248368E+01, 0.1261422E+01, 0.1273773E+01, 0.1285457E+01, 0.1296510E+01, 0.1306965E+01, 0.1316847E+01, 0.1326166E+01, 0.1334871E+01, 0.1342668E+01, 0.1349990E+01, 0.1357378E+01, 0.1364729E+01, 0.1372180E+01, 0.1379918E+01, 0.1387837E+01, 0.1395996E+01, 0.1404523E+01, 0.1404523E+01, 0.1413370E+01, 0.1422607E+01, 0.1432328E+01, 0.1442540E+01, 0.1453338E+01, 0.1464763E+01, 0.1476872E+01, 0.1489699E+01, 0.1503273E+01, 0.1517611E+01, 0.1532730E+01, 0.1548642E+01, 0.1565350E+01, 0.1582853E+01, 0.1601159E+01, 0.1620287E+01, 0.1640253E+01, 0.1661057E+01, 0.1682679E+01, 0.1705083E+01, 0.1728227E+01, 0.1752063E+01, 0.1776534E+01, 0.1801576E+01, 0.1827118E+01, 0.1853087E+01, 0.1879410E+01, 0.1906015E+01, 0.1932836E+01, 0.1959816E+01, 0.1986902E+01, 0.2014055E+01, 0.2041249E+01, 0.2068478E+01, 0.2095772E+01, 0.2123255E+01, 0.2151458E+01, 0.2403347E+01, 0.2679509E+01, 0.2862175E+01, 0.3007534E+01, 0.3131454E+01, 0.3241019E+01, 0.3340381E+01, 0.3432257E+01, 0.3518501E+01, 0.3600405E+01, 0.3678874E+01, 0.3754549E+01, 0.3827877E+01, 0.3899174E+01, 0.3968657E+01, 0.4036475E+01, 0.4102726E+01, 0.4167473E+01, 0.4230756E+01, 0.4292595E+01, 0.4353002E+01, 0.4411981E+01, 0.4469533E+01, 0.4525661E+01, 0.4580373E+01, 0.4633684E+01, 0.4685630E+01, 0.4736298E+01,
 0.7700000E+00, 0.2065145E+01, 0.1555001E+01, 0.1222512E+01, 0.1094493E+01, 0.1030872E+01, 0.9996859E+00, 0.9859706E+00, 0.9825073E+00, 0.9858642E+00, 0.9938990E+00, 0.1005015E+01, 0.1018007E+01, 0.1031993E+01, 0.1046357E+01, 0.1060677E+01, 0.1074682E+01, 0.1074682E+01, 0.1088201E+01, 0.1101126E+01, 0.1113409E+01, 0.1125046E+01, 0.1136058E+01, 0.1146475E+01, 0.1156331E+01, 0.1165655E+01, 0.1174471E+01, 0.1182787E+01, 0.1190563E+01, 0.1197534E+01, 0.1204043E+01, 0.1210611E+01, 0.1217155E+01, 0.1223775E+01, 0.1230650E+01, 0.1237694E+01, 0.1244946E+01, 0.1252524E+01, 0.1252524E+01, 0.1260391E+01, 0.1268601E+01, 0.1277243E+01, 0.1286322E+01, 0.1295922E+01, 0.1306082E+01, 0.1316850E+01, 0.1328261E+01, 0.1340339E+01, 0.1353100E+01, 0.1366561E+01, 0.1380732E+01, 0.1395617E+01, 0.1411215E+01, 0.1427533E+01, 0.1444589E+01, 0.1462398E+01, 0.1480963E+01, 0.1500263E+01, 0.1520269E+01, 0.1540945E+01, 0.1562248E+01, 0.1584127E+01, 0.1606526E+01, 0.1629382E+01, 0.1652629E+01, 0.1676203E+01, 0.1700040E+01, 0.1724082E+01, 0.1748276E+01, 0.1772579E+01, 0.1796957E+01, 0.1821390E+01, 0.1845877E+01, 0.1870460E+01, 0.1895276E+01, 0.1920925E+01, 0.2199388E+01, 0.2477103E+01, 0.2657312E+01, 0.2800188E+01, 0.2921899E+01, 0.3029497E+01, 0.3127077E+01, 0.3217313E+01, 0.3302029E+01, 0.3382496E+01, 0.3459605E+01, 0.3533986E+01, 0.3606080E+01, 0.3676196E+01, 0.3744548E+01, 0.3811282E+01, 0.3876494E+01, 0.3940246E+01, 0.4002575E+01, 0.4063501E+01, 0.4123035E+01, 0.4181180E+01, 0.4237936E+01, 0.4293307E+01, 0.4347298E+01, 0.4399926E+01, 0.4451228E+01, 0.4501297E+01,
 0.7900000E+00, 0.1910705E+01, 0.1416075E+01, 0.1087537E+01, 0.9722834E+00, 0.9149263E+00, 0.8866353E+00, 0.8740599E+00, 0.8706773E+00, 0.8733942E+00, 0.8803020E+00, 0.8899805E+00, 0.9013546E+00, 0.9136375E+00, 0.9262743E+00, 0.9388882E+00, 0.9512338E+00, 0.9512338E+00, 0.9631583E+00, 0.9745638E+00, 0.9854046E+00, 0.9956774E+00, 0.1005400E+01, 0.1014598E+01, 0.1023301E+01, 0.1031536E+01, 0.1039323E+01, 0.1046671E+01, 0.1053548E+01, 0.1059718E+01, 0.1065454E+01, 0.1071239E+01, 0.1077010E+01, 0.1082839E+01, 0.1088893E+01, 0.1095101E+01, 0.1101488E+01, 0.1108163E+01, 0.1108163E+01, 0.1115094E+01, 0.1122326E+01, 0.1129939E+01, 0.1137938E+01, 0.1146395E+01, 0.1155348E+01, 0.1164839E+01, 0.1174898E+01, 0.1185547E+01, 0.1196802E+01, 0.1208677E+01, 0.1221182E+01, 0.1234321E+01, 0.1248094E+01, 0.1262508E+01, 0.1277576E+01, 0.1293316E+01, 0.1309729E+01, 0.1326799E+01, 0.1344500E+01, 0.1362801E+01, 0.1381664E+01, 0.1401046E+01, 0.1420897E+01, 0.1441162E+01, 0.1461783E+01, 0.1482704E+01, 0.1503869E+01, 0.1525226E+01, 0.1546732E+01, 0.1568347E+01, 0.1590045E+01, 0.1611812E+01, 0.1633655E+01, 0.1655623E+01, 0.1677873E+01, 0.1701075E+01, 0.2008153E+01, 0.2286636E+01, 0.2464371E+01, 0.2604867E+01, 0.2724501E+01, 0.2830270E+01, 0.2926211E+01, 0.3014951E+01, 0.3098283E+01, 0.3177457E+01, 0.3253350E+01, 0.3326581E+01, 0.3397582E+01, 0.3466658E+01, 0.3534019E+01, 0.3599806E+01, 0.3664115E+01, 0.3727005E+01, 0.3788512E+01, 0.3848654E+01, 0.3907440E+01, 0.3964874E+01, 0.4020955E+01, 0.4075685E+01, 0.4129070E+01, 0.4181127E+01, 0.4231894E+01, 0.4281469E+01,
 0.8100000E+00, 0.1752305E+01, 0.1280840E+01, 0.9572972E+00, 0.8550711E+00, 0.8041638E+00, 0.7789293E+00, 0.7676167E+00, 0.7644261E+00, 0.7666115E+00, 0.7724958E+00, 0.7808338E+00, 0.7906807E+00, 0.8013429E+00, 0.8123306E+00, 0.8233103E+00, 0.8340645E+00, 0.8340645E+00, 0.8444573E+00, 0.8544019E+00, 0.8638567E+00, 0.8728177E+00, 0.8812996E+00, 0.8893253E+00, 0.8969197E+00, 0.9041063E+00, 0.9109030E+00, 0.9173184E+00, 0.9233270E+00, 0.9287232E+00, 0.9337220E+00, 0.9387605E+00, 0.9437911E+00, 0.9488670E+00, 0.9541385E+00, 0.9595476E+00, 0.9651102E+00, 0.9709230E+00, 0.9709230E+00, 0.9769617E+00, 0.9832609E+00, 0.9898928E+00, 0.9968622E+00, 0.1004231E+01, 0.1012032E+01, 0.1020303E+01, 0.1029072E+01, 0.1038356E+01, 0.1048172E+01, 0.1058531E+01, 0.1069443E+01, 0.1080911E+01, 0.1092937E+01, 0.1105525E+01, 0.1118689E+01, 0.1132444E+01, 0.1146792E+01, 0.1161720E+01, 0.1177206E+01, 0.1193223E+01, 0.1209739E+01, 0.1226717E+01, 0.1244113E+01, 0.1261881E+01, 0.1279970E+01, 0.1298332E+01, 0.1316918E+01, 0.1335685E+01, 0.1354594E+01, 0.1373615E+01, 0.1392726E+01, 0.1411920E+01, 0.1431212E+01, 0.1450659E+01, 0.1470437E+01, 0.1491296E+01, 0.1828984E+01, 0.2107488E+01, 0.2282762E+01, 0.2420999E+01, 0.2538696E+01, 0.2642783E+01, 0.2737231E+01, 0.2824621E+01, 0.2906716E+01, 0.2984743E+01, 0.3059563E+01, 0.3131785E+01, 0.3201835E+01, 0.3270011E+01, 0.3336518E+01, 0.3401496E+01, 0.3465036E+01, 0.3527196E+01, 0.3588010E+01, 0.3647495E+01, 0.3705659E+01, 0.3762504E+01, 0.3818029E+01, 0.3872235E+01, 0.3925127E+01, 0.3976723E+01, 0.4027062E+01, 0.4076249E+01,
 0.8300000E+00, 0.1589945E+01, 0.1149964E+01, 0.8323345E+00, 0.7431698E+00, 0.6987713E+00, 0.6766810E+00, 0.6667123E+00, 0.6637979E+00, 0.6655429E+00, 0.6704975E+00, 0.6775876E+00, 0.6859963E+00, 0.6951230E+00, 0.7045426E+00, 0.7139648E+00, 0.7232000E+00, 0.7232000E+00, 0.7321297E+00, 0.7406778E+00, 0.7488073E+00, 0.7565138E+00, 0.7638094E+00, 0.7707137E+00, 0.7772478E+00, 0.7834318E+00, 0.7892814E+00, 0.7948042E+00, 0.7999797E+00, 0.8046324E+00, 0.8089300E+00, 0.8132591E+00, 0.8175853E+00, 0.8219463E+00, 0.8264751E+00, 0.8311250E+00, 0.8359051E+00, 0.8409003E+00, 0.8409003E+00, 0.8460913E+00, 0.8515054E+00, 0.8572060E+00, 0.8631976E+00, 0.8695323E+00, 0.8762407E+00, 0.8833535E+00, 0.8908960E+00, 0.8988845E+00, 0.9073320E+00, 0.9162493E+00, 0.9256450E+00, 0.9355224E+00, 0.9458828E+00, 0.9567316E+00, 0.9680803E+00, 0.9799418E+00, 0.9923190E+00, 0.1005202E+01, 0.1018571E+01, 0.1032405E+01, 0.1046677E+01, 0.1061354E+01, 0.1076400E+01, 0.1091776E+01, 0.1107439E+01, 0.1123347E+01, 0.1139459E+01, 0.1155741E+01, 0.1172159E+01, 0.1188690E+01, 0.1205319E+01, 0.1222045E+01, 0.1238889E+01, 0.1255920E+01, 0.1273332E+01, 0.1291961E+01, 0.1662114E+01, 0.1939994E+01, 0.2112888E+01, 0.2249038E+01, 0.2364979E+01, 0.2467563E+01, 0.2560693E+01, 0.2646904E+01, 0.2727930E+01, 0.2804974E+01, 0.2878886E+01, 0.2950260E+01, 0.3019516E+01, 0.3086948E+01, 0.3152755E+01, 0.3217075E+01, 0.3279995E+01, 0.3341571E+01, 0.3401835E+01, 0.3460805E+01, 0.3518485E+01, 0.3574876E+01, 0.3629976E+01, 0.3683786E+01, 0.3736311E+01, 0.3787568E+01, 0.3837599E+01, 0.3886514E+01,
 0.8500000E+00, 0.1423625E+01, 0.1023302E+01, 0.7124118E+00, 0.6362208E+00, 0.5983188E+00, 0.5794138E+00, 0.5708399E+00, 0.5682639E+00, 0.5696419E+00, 0.5737463E+00, 0.5796692E+00, 0.5867200E+00, 0.5943891E+00, 0.6023153E+00, 0.6102515E+00, 0.6180359E+00, 0.6180359E+00, 0.6255670E+00, 0.6327795E+00, 0.6396413E+00, 0.6461477E+00, 0.6523086E+00, 0.6581401E+00, 0.6636599E+00, 0.6688849E+00, 0.6738284E+00, 0.6784967E+00, 0.6828739E+00, 0.6868125E+00, 0.6904421E+00, 0.6940966E+00, 0.6977513E+00, 0.7014327E+00, 0.7052557E+00, 0.7091831E+00, 0.7132195E+00, 0.7174374E+00, 0.7174374E+00, 0.7218223E+00, 0.7263951E+00, 0.7312105E+00, 0.7362726E+00, 0.7416248E+00, 0.7472939E+00, 0.7533058E+00, 0.7596823E+00, 0.7664374E+00, 0.7735826E+00, 0.7811272E+00, 0.7890788E+00, 0.7974406E+00, 0.8062142E+00, 0.8154041E+00, 0.8250207E+00, 0.8350753E+00, 0.8455711E+00, 0.8564999E+00, 0.8678468E+00, 0.8795933E+00, 0.8917169E+00, 0.9041917E+00, 0.9169873E+00, 0.9300708E+00, 0.9434072E+00, 0.9569620E+00, 0.9707023E+00, 0.9845985E+00, 0.9986261E+00, 0.1012767E+01, 0.1027013E+01, 0.1041369E+01, 0.1055864E+01, 0.1070578E+01, 0.1085724E+01, 0.1102231E+01, 0.1506721E+01, 0.1783433E+01, 0.1954077E+01, 0.2088338E+01, 0.2202725E+01, 0.2304000E+01, 0.2395999E+01, 0.2481215E+01, 0.2561348E+01, 0.2637584E+01, 0.2710756E+01, 0.2781450E+01, 0.2850078E+01, 0.2916927E+01, 0.2982194E+01, 0.3046012E+01, 0.3108466E+01, 0.3169610E+01, 0.3229474E+01, 0.3288073E+01, 0.3345412E+01, 0.3401489E+01, 0.3456301E+01, 0.3509849E+01, 0.3562137E+01, 0.3613182E+01, 0.3663028E+01, 0.3711792E+01,
 0.8700000E+00, 0.1253345E+01, 0.8985162E+00, 0.5954582E+00, 0.5322800E+00, 0.5009151E+00, 0.4852514E+00, 0.4781223E+00, 0.4759353E+00, 0.4769997E+00, 0.4803078E+00, 0.4851168E+00, 0.4908603E+00, 0.4971201E+00, 0.5035985E+00, 0.5100918E+00, 0.5164660E+00, 0.5164660E+00, 0.5226367E+00, 0.5285497E+00, 0.5341775E+00, 0.5395159E+00, 0.5445722E+00, 0.5493596E+00, 0.5538923E+00, 0.5581838E+00, 0.5622451E+00, 0.5660815E+00, 0.5696803E+00, 0.5729213E+00, 0.5759029E+00, 0.5789036E+00, 0.5819064E+00, 0.5849296E+00, 0.5880691E+00, 0.5912959E+00, 0.5946118E+00, 0.5980771E+00, 0.5980771E+00, 0.6016808E+00, 0.6054387E+00, 0.6093966E+00, 0.6135581E+00, 0.6179587E+00, 0.6226208E+00, 0.6275657E+00, 0.6328120E+00, 0.6383712E+00, 0.6442531E+00, 0.6504658E+00, 0.6570156E+00, 0.6639057E+00, 0.6711375E+00, 0.6787152E+00, 0.6866475E+00, 0.6949443E+00, 0.7036089E+00, 0.7126350E+00, 0.7220109E+00, 0.7317220E+00, 0.7417505E+00, 0.7520754E+00, 0.7626729E+00, 0.7735163E+00, 0.7845780E+00, 0.7958305E+00, 0.8072482E+00, 0.8188084E+00, 0.8304933E+00, 0.8422914E+00, 0.8542006E+00, 0.8662328E+00, 0.8784250E+00, 0.8908668E+00, 0.9037946E+00, 0.9182362E+00, 0.1359162E+01, 0.1634006E+01, 0.1802393E+01, 0.1934847E+01, 0.2047778E+01, 0.2147846E+01, 0.2238819E+01, 0.2323142E+01, 0.2402486E+01, 0.2478016E+01, 0.2550550E+01, 0.2620665E+01, 0.2688765E+01, 0.2755131E+01, 0.2819957E+01, 0.2883370E+01, 0.2945456E+01, 0.3006263E+01, 0.3065821E+01, 0.3124143E+01, 0.3181231E+01, 0.3237083E+01, 0.3291695E+01, 0.3345066E+01, 0.3397201E+01, 0.3448116E+01, 0.3497858E+01, 0.3546549E+01,
 0.8900000E+00, 0.1079105E+01, 0.7777980E+00, 0.4835802E+00, 0.4330771E+00, 0.4080927E+00, 0.3956195E+00, 0.3899310E+00, 0.3881586E+00, 0.3889572E+00, 0.3915315E+00, 0.3952969E+00, 0.3998075E+00, 0.4047330E+00, 0.4098381E+00, 0.4149609E+00, 0.4199946E+00, 0.4199946E+00, 0.4248715E+00, 0.4295483E+00, 0.4340021E+00, 0.4382288E+00, 0.4422342E+00, 0.4460280E+00, 0.4496212E+00, 0.4530245E+00, 0.4562462E+00, 0.4592906E+00, 0.4621478E+00, 0.4647232E+00, 0.4670893E+00, 0.4694699E+00, 0.4718536E+00, 0.4742528E+00, 0.4767445E+00, 0.4793066E+00, 0.4819395E+00, 0.4846913E+00, 0.4846913E+00, 0.4875540E+00, 0.4905394E+00, 0.4936845E+00, 0.4969920E+00, 0.5004902E+00, 0.5041974E+00, 0.5081305E+00, 0.5123046E+00, 0.5167291E+00, 0.5214121E+00, 0.5263601E+00, 0.5315786E+00, 0.5370704E+00, 0.5428368E+00, 0.5488817E+00, 0.5552118E+00, 0.5618362E+00, 0.5687577E+00, 0.5759717E+00, 0.5834697E+00, 0.5912403E+00, 0.5992704E+00, 0.6075438E+00, 0.6160423E+00, 0.6247456E+00, 0.6336329E+00, 0.6426836E+00, 0.6518789E+00, 0.6612030E+00, 0.6706445E+00, 0.6801983E+00, 0.6898685E+00, 0.6996736E+00, 0.7096583E+00, 0.7199228E+00, 0.7307263E+00, 0.7432030E+00, 0.1221427E+01, 0.1493693E+01, 0.1659821E+01, 0.1790547E+01, 0.1902115E+01, 0.2001071E+01, 0.2091111E+01, 0.2174634E+01, 0.2253280E+01, 0.2328194E+01, 0.2400180E+01, 0.2469804E+01, 0.2537463E+01, 0.2603432E+01, 0.2667900E+01, 0.2730993E+01, 0.2792791E+01, 0.2853342E+01, 0.2912673E+01, 0.2970793E+01, 0.3027706E+01, 0.3083407E+01, 0.3137892E+01, 0.3191157E+01, 0.3243206E+01, 0.3294058E+01, 0.3343760E+01, 0.3392441E+01,
 0.9100000E+00, 0.9009050E+00, 0.6677875E+00, 0.3824094E+00, 0.3433617E+00, 0.3241512E+00, 0.3145812E+00, 0.3102154E+00, 0.3088406E+00, 0.3094248E+00, 0.3113634E+00, 0.3142133E+00, 0.3176365E+00, 0.3213821E+00, 0.3252706E+00, 0.3291781E+00, 0.3330223E+00, 0.3330223E+00, 0.3367507E+00, 0.3403293E+00, 0.3437403E+00, 0.3469799E+00, 0.3500517E+00, 0.3529629E+00, 0.3557218E+00, 0.3583361E+00, 0.3608121E+00, 0.3631528E+00, 0.3653510E+00, 0.3673338E+00, 0.3691541E+00, 0.3709853E+00, 0.3728200E+00, 0.3746665E+00, 0.3765844E+00, 0.3785576E+00, 0.3805855E+00, 0.3827055E+00, 0.3827055E+00, 0.3849118E+00, 0.3872132E+00, 0.3896383E+00, 0.3921896E+00, 0.3948888E+00, 0.3977502E+00, 0.4007872E+00, 0.4040115E+00, 0.4074308E+00, 0.4110514E+00, 0.4148786E+00, 0.4189171E+00, 0.4231692E+00, 0.4276364E+00, 0.4323217E+00, 0.4372318E+00, 0.4423725E+00, 0.4477471E+00, 0.4533528E+00, 0.4591835E+00, 0.4652312E+00, 0.4714861E+00, 0.4779368E+00, 0.4845700E+00, 0.4913712E+00, 0.4983255E+00, 0.5054185E+00, 0.5126376E+00, 0.5199730E+00, 0.5274193E+00, 0.5349772E+00, 0.5426565E+00, 0.5504820E+00, 0.5585052E+00, 0.5668371E+00, 0.5757580E+00, 0.5865088E+00, 0.1100766E+01, 0.1370356E+01, 0.1534587E+01, 0.1663944E+01, 0.1774470E+01, 0.1872605E+01, 0.1961981E+01, 0.2044955E+01, 0.2123141E+01, 0.2197665E+01, 0.2269321E+01, 0.2338664E+01, 0.2406085E+01, 0.2471856E+01, 0.2536160E+01, 0.2599119E+01, 0.2660813E+01, 0.2721286E+01, 0.2780563E+01, 0.2838652E+01, 0.2895555E+01, 0.2951264E+01, 0.3005775E+01, 0.3059084E+01, 0.3111195E+01, 0.3162124E+01, 0.3211922E+01, 0.3260726E+01,
