@AJOH [MA/m^2]  vs r@
X,AJOH_1,AJOH_2,AJOH_3,AJOH_4,AJOH_5,AJOH_6,AJOH_7,AJOH_8,AJOH_9,AJOH_10,AJOH_11,AJOH_12,AJOH_13,AJOH_14,AJOH_15,AJOH_16,AJOH_17,AJOH_18,AJOH_19,AJOH_20,AJOH_21,AJOH_22,AJOH_23,AJOH_24,AJOH_25,AJOH_26,AJOH_27,AJOH_28,AJOH_29,AJOH_30,AJOH_31,AJOH_32,AJOH_33,AJOH_34,AJOH_35,AJOH_36,AJOH_37,AJOH_38,AJOH_39,AJOH_40,AJOH_41,AJOH_42,AJOH_43,AJOH_44,AJOH_45,AJOH_46,AJOH_47,AJOH_48,AJOH_49,AJOH_50,AJOH_51,AJOH_52,AJOH_53,AJOH_54,AJOH_55,AJOH_56,AJOH_57,AJOH_58,AJOH_59,AJOH_60,AJOH_61,AJOH_62,AJOH_63,AJOH_64,AJOH_65,AJOH_66,AJOH_67,AJOH_68,AJOH_69,AJOH_70,AJOH_71,AJOH_72,AJOH_73,AJOH_74,AJOH_75,AJOH_76,AJOH_77,AJOH_78,AJOH_79,AJOH_80,AJOH_81,AJOH_82,AJOH_83,AJOH_84,AJOH_85,AJOH_86,AJOH_87,AJOH_88,AJOH_89,AJOH_90,AJOH_91,AJOH_92,AJOH_93,AJOH_94,AJOH_95,AJOH_96,AJOH_97,AJOH_98,AJOH_99,AJOH_100,AJOH_101,AJOH_102,AJOH_103
 0.6900000E+00, 0.1226091E+00, 0.1242947E+00, 0.1287712E+00, 0.1343356E+00, 0.1369085E+00, 0.1379425E+00, 0.1382056E+00, 0.1379589E+00, 0.1373524E+00, 0.1365089E+00, 0.1355224E+00, 0.1344598E+00, 0.1333678E+00, 0.1322777E+00, 0.1312100E+00, 0.1301773E+00, 0.1301773E+00, 0.1291877E+00, 0.1282462E+00, 0.1273531E+00, 0.1265070E+00, 0.1257056E+00, 0.1249464E+00, 0.1242270E+00, 0.1235452E+00, 0.1228997E+00, 0.1222903E+00, 0.1217275E+00, 0.1212418E+00, 0.1207593E+00, 0.1202608E+00, 0.1197686E+00, 0.1192604E+00, 0.1187309E+00, 0.1181919E+00, 0.1176312E+00, 0.1170446E+00, 0.1170446E+00, 0.1164373E+00, 0.1157988E+00, 0.1151272E+00, 0.1144204E+00, 0.1136714E+00, 0.1128788E+00, 0.1120382E+00, 0.1111482E+00, 0.1102069E+00, 0.1092133E+00, 0.1081660E+00, 0.1070645E+00, 0.1059085E+00, 0.1046977E+00, 0.1034311E+00, 0.1021068E+00, 0.1007238E+00, 0.9928225E-01, 0.9778383E-01, 0.9623068E-01, 0.9462536E-01, 0.9297100E-01, 0.9127126E-01, 0.8953039E-01, 0.8775308E-01, 0.8594426E-01, 0.8410897E-01, 0.8225220E-01, 0.8037879E-01, 0.7849336E-01, 0.7660032E-01, 0.7470383E-01, 0.7280791E-01, 0.7091644E-01, 0.6903347E-01, 0.6716404E-01, 0.6532097E-01, 0.6911029E-01, 0.6650301E-01, 0.6256082E-01, 0.5891439E-01, 0.5563876E-01, 0.5266488E-01, 0.4992573E-01, 0.4737041E-01, 0.4496186E-01, 0.4267327E-01, 0.4048533E-01, 0.3838407E-01, 0.3635938E-01, 0.3440396E-01, 0.3251250E-01, 0.3068113E-01, 0.2890700E-01, 0.2718800E-01, 0.2552253E-01, 0.2390934E-01, 0.2234738E-01, 0.2083580E-01, 0.1937379E-01, 0.1796060E-01, 0.1659552E-01, 0.1527783E-01, 0.1400694E-01, 0.1278266E-01,
 0.7100000E+00, 0.1145031E+00, 0.1188724E+00, 0.1242059E+00, 0.1303854E+00, 0.1333219E+00, 0.1345775E+00, 0.1349797E+00, 0.1348386E+00, 0.1343187E+00, 0.1335465E+00, 0.1326183E+00, 0.1316041E+00, 0.1305526E+00, 0.1294974E+00, 0.1284604E+00, 0.1274552E+00, 0.1274552E+00, 0.1264907E+00, 0.1255721E+00, 0.1247006E+00, 0.1238750E+00, 0.1230932E+00, 0.1223528E+00, 0.1216515E+00, 0.1209872E+00, 0.1203584E+00, 0.1197648E+00, 0.1192149E+00, 0.1187365E+00, 0.1182681E+00, 0.1177860E+00, 0.1173091E+00, 0.1168189E+00, 0.1163083E+00, 0.1157878E+00, 0.1152477E+00, 0.1146826E+00, 0.1146826E+00, 0.1140972E+00, 0.1134828E+00, 0.1128363E+00, 0.1121562E+00, 0.1114358E+00, 0.1106734E+00, 0.1098649E+00, 0.1090087E+00, 0.1081029E+00, 0.1071464E+00, 0.1061382E+00, 0.1050774E+00, 0.1039638E+00, 0.1027972E+00, 0.1015765E+00, 0.1003002E+00, 0.9896698E-01, 0.9757707E-01, 0.9613190E-01, 0.9463353E-01, 0.9308442E-01, 0.9148758E-01, 0.8984652E-01, 0.8816534E-01, 0.8644854E-01, 0.8470093E-01, 0.8292737E-01, 0.8113272E-01, 0.7932168E-01, 0.7749876E-01, 0.7566822E-01, 0.7383414E-01, 0.7200038E-01, 0.7017077E-01, 0.6834925E-01, 0.6654088E-01, 0.6475937E-01, 0.6906402E-01, 0.6603633E-01, 0.6200514E-01, 0.5835080E-01, 0.5509458E-01, 0.5215248E-01, 0.4945151E-01, 0.4693775E-01, 0.4457239E-01, 0.4232759E-01, 0.4018335E-01, 0.3812527E-01, 0.3614297E-01, 0.3422894E-01, 0.3237776E-01, 0.3058546E-01, 0.2884916E-01, 0.2716672E-01, 0.2553651E-01, 0.2395729E-01, 0.2242803E-01, 0.2094787E-01, 0.1951603E-01, 0.1813179E-01, 0.1679446E-01, 0.1550336E-01, 0.1425793E-01, 0.1305806E-01,
 0.7300000E+00, 0.1090519E+00, 0.1163941E+00, 0.1225983E+00, 0.1292516E+00, 0.1324673E+00, 0.1339006E+00, 0.1344177E+00, 0.1343669E+00, 0.1339245E+00, 0.1332189E+00, 0.1323475E+00, 0.1313819E+00, 0.1303727E+00, 0.1293546E+00, 0.1283506E+00, 0.1273756E+00, 0.1273756E+00, 0.1264385E+00, 0.1255453E+00, 0.1246975E+00, 0.1238942E+00, 0.1231337E+00, 0.1224135E+00, 0.1217315E+00, 0.1210856E+00, 0.1204744E+00, 0.1198975E+00, 0.1193614E+00, 0.1188920E+00, 0.1184381E+00, 0.1179725E+00, 0.1175111E+00, 0.1170387E+00, 0.1165467E+00, 0.1160447E+00, 0.1155247E+00, 0.1149806E+00, 0.1149806E+00, 0.1144169E+00, 0.1138258E+00, 0.1132037E+00, 0.1125495E+00, 0.1118567E+00, 0.1111235E+00, 0.1103459E+00, 0.1095222E+00, 0.1086506E+00, 0.1077301E+00, 0.1067594E+00, 0.1057377E+00, 0.1046649E+00, 0.1035408E+00, 0.1023643E+00, 0.1011340E+00, 0.9984861E-01, 0.9850820E-01, 0.9711412E-01, 0.9566828E-01, 0.9417307E-01, 0.9263138E-01, 0.9104658E-01, 0.8942262E-01, 0.8776385E-01, 0.8607491E-01, 0.8436054E-01, 0.8262544E-01, 0.8087419E-01, 0.7911116E-01, 0.7734051E-01, 0.7556619E-01, 0.7379195E-01, 0.7202150E-01, 0.7025869E-01, 0.6850855E-01, 0.6678563E-01, 0.7152727E-01, 0.6803202E-01, 0.6390734E-01, 0.6024319E-01, 0.5700431E-01, 0.5409158E-01, 0.5142613E-01, 0.4895112E-01, 0.4662608E-01, 0.4442216E-01, 0.4231873E-01, 0.4030096E-01, 0.3835821E-01, 0.3648278E-01, 0.3466914E-01, 0.3291325E-01, 0.3121217E-01, 0.2956374E-01, 0.2796632E-01, 0.2641867E-01, 0.2491975E-01, 0.2346874E-01, 0.2206486E-01, 0.2070743E-01, 0.1939577E-01, 0.1812924E-01, 0.1690730E-01, 0.1572994E-01,
 0.7500000E+00, 0.1041545E+00, 0.1147067E+00, 0.1218067E+00, 0.1287966E+00, 0.1322082E+00, 0.1337738E+00, 0.1343806E+00, 0.1344048E+00, 0.1340312E+00, 0.1333881E+00, 0.1325729E+00, 0.1316574E+00, 0.1306930E+00, 0.1297154E+00, 0.1287483E+00, 0.1278069E+00, 0.1278069E+00, 0.1269009E+00, 0.1260363E+00, 0.1252152E+00, 0.1244371E+00, 0.1237002E+00, 0.1230025E+00, 0.1223418E+00, 0.1217161E+00, 0.1211239E+00, 0.1205649E+00, 0.1200443E+00, 0.1195859E+00, 0.1191472E+00, 0.1186987E+00, 0.1182534E+00, 0.1177991E+00, 0.1173260E+00, 0.1168427E+00, 0.1163429E+00, 0.1158200E+00, 0.1158200E+00, 0.1152778E+00, 0.1147100E+00, 0.1141122E+00, 0.1134837E+00, 0.1128182E+00, 0.1121137E+00, 0.1113666E+00, 0.1105749E+00, 0.1097369E+00, 0.1088516E+00, 0.1079177E+00, 0.1069344E+00, 0.1059016E+00, 0.1048189E+00, 0.1036855E+00, 0.1025001E+00, 0.1012612E+00, 0.9996890E-01, 0.9862437E-01, 0.9722948E-01, 0.9578650E-01, 0.9429816E-01, 0.9276775E-01, 0.9119906E-01, 0.8959627E-01, 0.8796389E-01, 0.8630650E-01, 0.8462869E-01, 0.8293489E-01, 0.8122934E-01, 0.7951608E-01, 0.7779895E-01, 0.7608158E-01, 0.7436756E-01, 0.7266062E-01, 0.7096570E-01, 0.6929800E-01, 0.7436197E-01, 0.7035652E-01, 0.6613319E-01, 0.6245607E-01, 0.5923124E-01, 0.5634439E-01, 0.5371086E-01, 0.5127093E-01, 0.4898253E-01, 0.4681584E-01, 0.4474960E-01, 0.4276858E-01, 0.4086188E-01, 0.3902164E-01, 0.3724220E-01, 0.3551945E-01, 0.3385042E-01, 0.3223289E-01, 0.3066523E-01, 0.2914619E-01, 0.2767476E-01, 0.2625010E-01, 0.2487148E-01, 0.2353822E-01, 0.2224966E-01, 0.2100521E-01, 0.1980436E-01, 0.1864715E-01,
 0.7700000E+00, 0.1025204E+00, 0.1163897E+00, 0.1244105E+00, 0.1315981E+00, 0.1351218E+00, 0.1367725E+00, 0.1374430E+00, 0.1375269E+00, 0.1372138E+00, 0.1366301E+00, 0.1358714E+00, 0.1350088E+00, 0.1340935E+00, 0.1331612E+00, 0.1322360E+00, 0.1313335E+00, 0.1313335E+00, 0.1304635E+00, 0.1296323E+00, 0.1288422E+00, 0.1280932E+00, 0.1273836E+00, 0.1267117E+00, 0.1260752E+00, 0.1254724E+00, 0.1249018E+00, 0.1243630E+00, 0.1238603E+00, 0.1234153E+00, 0.1229933E+00, 0.1225630E+00, 0.1221352E+00, 0.1216998E+00, 0.1212467E+00, 0.1207831E+00, 0.1203043E+00, 0.1198034E+00, 0.1198034E+00, 0.1192837E+00, 0.1187398E+00, 0.1181671E+00, 0.1175649E+00, 0.1169273E+00, 0.1162523E+00, 0.1155362E+00, 0.1147771E+00, 0.1139733E+00, 0.1131236E+00, 0.1122270E+00, 0.1112826E+00, 0.1102901E+00, 0.1092492E+00, 0.1081593E+00, 0.1070188E+00, 0.1058265E+00, 0.1045823E+00, 0.1032873E+00, 0.1019431E+00, 0.1005520E+00, 0.9911656E-01, 0.9763998E-01, 0.9612584E-01, 0.9457822E-01, 0.9300146E-01, 0.9139998E-01, 0.8977823E-01, 0.8814052E-01, 0.8649097E-01, 0.8483348E-01, 0.8317177E-01, 0.8150936E-01, 0.7984968E-01, 0.7819632E-01, 0.7655403E-01, 0.7493837E-01, 0.8016925E-01, 0.7562065E-01, 0.7129605E-01, 0.6760418E-01, 0.6439130E-01, 0.6152794E-01, 0.5892374E-01, 0.5651623E-01, 0.5426179E-01, 0.5212962E-01, 0.5009790E-01, 0.4815102E-01, 0.4627781E-01, 0.4447025E-01, 0.4272256E-01, 0.4103058E-01, 0.3939126E-01, 0.3780238E-01, 0.3626230E-01, 0.3476976E-01, 0.3332375E-01, 0.3192345E-01, 0.3056815E-01, 0.2925718E-01, 0.2798992E-01, 0.2676578E-01, 0.2558430E-01, 0.2444558E-01,
 0.7900000E+00, 0.1048582E+00, 0.1221000E+00, 0.1310626E+00, 0.1383059E+00, 0.1418575E+00, 0.1435456E+00, 0.1442537E+00, 0.1443825E+00, 0.1441220E+00, 0.1435952E+00, 0.1428943E+00, 0.1420882E+00, 0.1412271E+00, 0.1403462E+00, 0.1394693E+00, 0.1386121E+00, 0.1386121E+00, 0.1377842E+00, 0.1369922E+00, 0.1362388E+00, 0.1355240E+00, 0.1348465E+00, 0.1342046E+00, 0.1335965E+00, 0.1330203E+00, 0.1324747E+00, 0.1319593E+00, 0.1314775E+00, 0.1310492E+00, 0.1306460E+00, 0.1302359E+00, 0.1298275E+00, 0.1294128E+00, 0.1289812E+00, 0.1285391E+00, 0.1280830E+00, 0.1276058E+00, 0.1276058E+00, 0.1271103E+00, 0.1265920E+00, 0.1260461E+00, 0.1254719E+00, 0.1248639E+00, 0.1242199E+00, 0.1235365E+00, 0.1228118E+00, 0.1220440E+00, 0.1212319E+00, 0.1203744E+00, 0.1194706E+00, 0.1185203E+00, 0.1175231E+00, 0.1164782E+00, 0.1153844E+00, 0.1142403E+00, 0.1130456E+00, 0.1118014E+00, 0.1105092E+00, 0.1091711E+00, 0.1077895E+00, 0.1063675E+00, 0.1049086E+00, 0.1034165E+00, 0.1018956E+00, 0.1003500E+00, 0.9878410E-01, 0.9720202E-01, 0.9560777E-01, 0.9400512E-01, 0.9239764E-01, 0.9078872E-01, 0.8918165E-01, 0.8757979E-01, 0.8598757E-01, 0.8442039E-01, 0.8960593E-01, 0.8448409E-01, 0.8005304E-01, 0.7634201E-01, 0.7313666E-01, 0.7029239E-01, 0.6771321E-01, 0.6533388E-01, 0.6310923E-01, 0.6100756E-01, 0.5900643E-01, 0.5708985E-01, 0.5524642E-01, 0.5346793E-01, 0.5174849E-01, 0.5008386E-01, 0.4847095E-01, 0.4690751E-01, 0.4539189E-01, 0.4392281E-01, 0.4249929E-01, 0.4112050E-01, 0.3978574E-01, 0.3849437E-01, 0.3724580E-01, 0.3603946E-01, 0.3487490E-01, 0.3375229E-01,
 0.8100000E+00, 0.1080763E+00, 0.1288383E+00, 0.1387274E+00, 0.1458683E+00, 0.1493609E+00, 0.1510385E+00, 0.1517588E+00, 0.1519182E+00, 0.1517033E+00, 0.1512314E+00, 0.1505900E+00, 0.1498451E+00, 0.1490446E+00, 0.1482224E+00, 0.1474018E+00, 0.1465979E+00, 0.1465979E+00, 0.1458203E+00, 0.1450754E+00, 0.1443661E+00, 0.1436925E+00, 0.1430538E+00, 0.1424483E+00, 0.1418743E+00, 0.1413303E+00, 0.1408149E+00, 0.1403277E+00, 0.1398716E+00, 0.1394646E+00, 0.1390837E+00, 0.1386971E+00, 0.1383114E+00, 0.1379205E+00, 0.1375138E+00, 0.1370966E+00, 0.1366665E+00, 0.1362163E+00, 0.1362163E+00, 0.1357485E+00, 0.1352594E+00, 0.1347440E+00, 0.1342016E+00, 0.1336272E+00, 0.1330184E+00, 0.1323722E+00, 0.1316863E+00, 0.1309592E+00, 0.1301895E+00, 0.1293763E+00, 0.1285185E+00, 0.1276158E+00, 0.1266678E+00, 0.1256737E+00, 0.1246323E+00, 0.1235422E+00, 0.1224030E+00, 0.1212155E+00, 0.1199812E+00, 0.1187020E+00, 0.1173802E+00, 0.1160185E+00, 0.1146204E+00, 0.1131893E+00, 0.1117294E+00, 0.1102447E+00, 0.1087394E+00, 0.1072174E+00, 0.1056826E+00, 0.1041385E+00, 0.1025887E+00, 0.1010364E+00, 0.9948453E-01, 0.9793624E-01, 0.9639543E-01, 0.9487646E-01, 0.9971707E-01, 0.9400028E-01, 0.8946004E-01, 0.8572703E-01, 0.8252621E-01, 0.7969796E-01, 0.7714070E-01, 0.7478648E-01, 0.7258862E-01, 0.7051449E-01, 0.6854106E-01, 0.6665198E-01, 0.6483559E-01, 0.6308349E-01, 0.6138971E-01, 0.5974992E-01, 0.5816097E-01, 0.5662059E-01, 0.5512710E-01, 0.5367923E-01, 0.5227599E-01, 0.5091657E-01, 0.4960028E-01, 0.4832650E-01, 0.4709464E-01, 0.4590416E-01, 0.4475465E-01, 0.4364631E-01,
 0.8300000E+00, 0.1030124E+00, 0.1273234E+00, 0.1380687E+00, 0.1449551E+00, 0.1483174E+00, 0.1499482E+00, 0.1506613E+00, 0.1508398E+00, 0.1506630E+00, 0.1502419E+00, 0.1496588E+00, 0.1489758E+00, 0.1482387E+00, 0.1474794E+00, 0.1467201E+00, 0.1459752E+00, 0.1459752E+00, 0.1452540E+00, 0.1445624E+00, 0.1439034E+00, 0.1432774E+00, 0.1426835E+00, 0.1421202E+00, 0.1415860E+00, 0.1410795E+00, 0.1405995E+00, 0.1401456E+00, 0.1397201E+00, 0.1393391E+00, 0.1389843E+00, 0.1386248E+00, 0.1382657E+00, 0.1379023E+00, 0.1375241E+00, 0.1371358E+00, 0.1367356E+00, 0.1363167E+00, 0.1363167E+00, 0.1358810E+00, 0.1354256E+00, 0.1349454E+00, 0.1344399E+00, 0.1339044E+00, 0.1333364E+00, 0.1327332E+00, 0.1320925E+00, 0.1314127E+00, 0.1306927E+00, 0.1299312E+00, 0.1291272E+00, 0.1282803E+00, 0.1273902E+00, 0.1264559E+00, 0.1254762E+00, 0.1244496E+00, 0.1233757E+00, 0.1222550E+00, 0.1210889E+00, 0.1198790E+00, 0.1186273E+00, 0.1173366E+00, 0.1160097E+00, 0.1146500E+00, 0.1132614E+00, 0.1118477E+00, 0.1104127E+00, 0.1089603E+00, 0.1074940E+00, 0.1060173E+00, 0.1045334E+00, 0.1030453E+00, 0.1015557E+00, 0.1000674E+00, 0.9858333E-01, 0.9711567E-01, 0.1012360E+00, 0.9491162E-01, 0.9025931E-01, 0.8650064E-01, 0.8330043E-01, 0.8048426E-01, 0.7794503E-01, 0.7561212E-01, 0.7343731E-01, 0.7138707E-01, 0.6943779E-01, 0.6757274E-01, 0.6578000E-01, 0.6405101E-01, 0.6237966E-01, 0.6076154E-01, 0.5919347E-01, 0.5767314E-01, 0.5619884E-01, 0.5476930E-01, 0.5338353E-01, 0.5204073E-01, 0.5074022E-01, 0.4948140E-01, 0.4826369E-01, 0.4708657E-01, 0.4594965E-01, 0.4485316E-01,
 0.8500000E+00, 0.8959549E-01, 0.1167861E+00, 0.1283672E+00, 0.1349612E+00, 0.1381968E+00, 0.1397855E+00, 0.1404919E+00, 0.1406845E+00, 0.1405364E+00, 0.1401537E+00, 0.1396154E+00, 0.1389809E+00, 0.1382941E+00, 0.1375858E+00, 0.1368772E+00, 0.1361822E+00, 0.1361822E+00, 0.1355093E+00, 0.1348643E+00, 0.1342498E+00, 0.1336664E+00, 0.1331130E+00, 0.1325885E+00, 0.1320911E+00, 0.1316196E+00, 0.1311729E+00, 0.1307505E+00, 0.1303542E+00, 0.1299986E+00, 0.1296688E+00, 0.1293353E+00, 0.1290018E+00, 0.1286648E+00, 0.1283142E+00, 0.1279540E+00, 0.1275829E+00, 0.1271946E+00, 0.1271946E+00, 0.1267905E+00, 0.1263682E+00, 0.1259229E+00, 0.1254540E+00, 0.1249573E+00, 0.1244303E+00, 0.1238703E+00, 0.1232753E+00, 0.1226437E+00, 0.1219743E+00, 0.1212659E+00, 0.1205175E+00, 0.1197285E+00, 0.1188985E+00, 0.1180267E+00, 0.1171116E+00, 0.1161519E+00, 0.1151468E+00, 0.1140968E+00, 0.1130029E+00, 0.1118666E+00, 0.1106895E+00, 0.1094740E+00, 0.1082227E+00, 0.1069388E+00, 0.1056256E+00, 0.1042867E+00, 0.1029256E+00, 0.1015459E+00, 0.1001508E+00, 0.9874361E-01, 0.9732719E-01, 0.9590425E-01, 0.9447720E-01, 0.9304809E-01, 0.9161880E-01, 0.9019770E-01, 0.9321367E-01, 0.8622947E-01, 0.8142737E-01, 0.7761104E-01, 0.7438370E-01, 0.7155495E-01, 0.6901140E-01, 0.6667916E-01, 0.6450815E-01, 0.6246362E-01, 0.6052120E-01, 0.5866366E-01, 0.5687868E-01, 0.5515750E-01, 0.5349381E-01, 0.5188309E-01, 0.5032207E-01, 0.4880838E-01, 0.4734029E-01, 0.4591649E-01, 0.4453600E-01, 0.4319800E-01, 0.4190183E-01, 0.4064688E-01, 0.3943260E-01, 0.3825847E-01, 0.3712411E-01, 0.3602980E-01,
 0.8700000E+00, 0.6864065E-01, 0.9842414E-01, 0.1109052E+00, 0.1172878E+00, 0.1204585E+00, 0.1220343E+00, 0.1227443E+00, 0.1229498E+00, 0.1228218E+00, 0.1224639E+00, 0.1219530E+00, 0.1213476E+00, 0.1206908E+00, 0.1200129E+00, 0.1193349E+00, 0.1186702E+00, 0.1186702E+00, 0.1180273E+00, 0.1174117E+00, 0.1168260E+00, 0.1162706E+00, 0.1157444E+00, 0.1152463E+00, 0.1147745E+00, 0.1143278E+00, 0.1139049E+00, 0.1135053E+00, 0.1131306E+00, 0.1127940E+00, 0.1124831E+00, 0.1121694E+00, 0.1118556E+00, 0.1115392E+00, 0.1112102E+00, 0.1108723E+00, 0.1105246E+00, 0.1101609E+00, 0.1101609E+00, 0.1097827E+00, 0.1093878E+00, 0.1089717E+00, 0.1085338E+00, 0.1080703E+00, 0.1075788E+00, 0.1070570E+00, 0.1065027E+00, 0.1059148E+00, 0.1052919E+00, 0.1046330E+00, 0.1039372E+00, 0.1032040E+00, 0.1024329E+00, 0.1016231E+00, 0.1007733E+00, 0.9988217E-01, 0.9894896E-01, 0.9797389E-01, 0.9695781E-01, 0.9590187E-01, 0.9480757E-01, 0.9367683E-01, 0.9251194E-01, 0.9131559E-01, 0.9009072E-01, 0.8884043E-01, 0.8756785E-01, 0.8627602E-01, 0.8496787E-01, 0.8364616E-01, 0.8231337E-01, 0.8097173E-01, 0.7962306E-01, 0.7826860E-01, 0.7690858E-01, 0.7554590E-01, 0.7700508E-01, 0.6934477E-01, 0.6437766E-01, 0.6049087E-01, 0.5722602E-01, 0.5437620E-01, 0.5182120E-01, 0.4948360E-01, 0.4731116E-01, 0.4526784E-01, 0.4332839E-01, 0.4147493E-01, 0.3969477E-01, 0.3797882E-01, 0.3632057E-01, 0.3471534E-01, 0.3315974E-01, 0.3165133E-01, 0.3018830E-01, 0.2876932E-01, 0.2739334E-01, 0.2605957E-01, 0.2476729E-01, 0.2351592E-01, 0.2230489E-01, 0.2113368E-01, 0.2000193E-01, 0.1890997E-01,
 0.8900000E+00, 0.1050478E+00, 0.1385348E+00, 0.1521342E+00, 0.1582369E+00, 0.1612620E+00, 0.1627637E+00, 0.1634427E+00, 0.1636470E+00, 0.1635392E+00, 0.1632157E+00, 0.1627475E+00, 0.1621889E+00, 0.1615798E+00, 0.1609490E+00, 0.1603162E+00, 0.1596946E+00, 0.1596946E+00, 0.1590924E+00, 0.1585150E+00, 0.1579652E+00, 0.1574434E+00, 0.1569491E+00, 0.1564809E+00, 0.1560376E+00, 0.1556177E+00, 0.1552203E+00, 0.1548449E+00, 0.1544927E+00, 0.1541759E+00, 0.1538842E+00, 0.1535902E+00, 0.1532962E+00, 0.1530000E+00, 0.1526923E+00, 0.1523762E+00, 0.1520512E+00, 0.1517116E+00, 0.1517116E+00, 0.1513584E+00, 0.1509901E+00, 0.1506021E+00, 0.1501942E+00, 0.1497628E+00, 0.1493057E+00, 0.1488208E+00, 0.1483064E+00, 0.1477612E+00, 0.1471843E+00, 0.1465748E+00, 0.1459321E+00, 0.1452557E+00, 0.1445455E+00, 0.1438009E+00, 0.1430209E+00, 0.1422043E+00, 0.1413506E+00, 0.1404603E+00, 0.1395341E+00, 0.1385732E+00, 0.1375792E+00, 0.1365537E+00, 0.1354988E+00, 0.1344170E+00, 0.1333108E+00, 0.1321828E+00, 0.1310357E+00, 0.1298719E+00, 0.1286940E+00, 0.1275039E+00, 0.1263037E+00, 0.1250947E+00, 0.1238780E+00, 0.1226536E+00, 0.1214195E+00, 0.1201708E+00, 0.1196389E+00, 0.1115851E+00, 0.1066124E+00, 0.1027758E+00, 0.9957395E-01, 0.9679082E-01, 0.9430331E-01, 0.9203286E-01, 0.8992675E-01, 0.8794869E-01, 0.8607332E-01, 0.8428270E-01, 0.8256409E-01, 0.8090836E-01, 0.7930897E-01, 0.7776120E-01, 0.7626164E-01, 0.7480780E-01, 0.7339787E-01, 0.7203048E-01, 0.7070459E-01, 0.6941935E-01, 0.6817408E-01, 0.6696817E-01, 0.6580105E-01, 0.6467220E-01, 0.6358127E-01, 0.6252856E-01,
 0.9100000E+00, 0.2815259E+00, 0.3188620E+00, 0.3337807E+00, 0.3390775E+00, 0.3416288E+00, 0.3428760E+00, 0.3434373E+00, 0.3436099E+00, 0.3435290E+00, 0.3432724E+00, 0.3428966E+00, 0.3424444E+00, 0.3419482E+00, 0.3414308E+00, 0.3409089E+00, 0.3403935E+00, 0.3403935E+00, 0.3398917E+00, 0.3394082E+00, 0.3389461E+00, 0.3385060E+00, 0.3380877E+00, 0.3376903E+00, 0.3373130E+00, 0.3369548E+00, 0.3366151E+00, 0.3362934E+00, 0.3359910E+00, 0.3357183E+00, 0.3354672E+00, 0.3352143E+00, 0.3349607E+00, 0.3347051E+00, 0.3344394E+00, 0.3341660E+00, 0.3338846E+00, 0.3335902E+00, 0.3335902E+00, 0.3332837E+00, 0.3329637E+00, 0.3326263E+00, 0.3322711E+00, 0.3318951E+00, 0.3314962E+00, 0.3310726E+00, 0.3306227E+00, 0.3301455E+00, 0.3296399E+00, 0.3291054E+00, 0.3285413E+00, 0.3279473E+00, 0.3273233E+00, 0.3266688E+00, 0.3259835E+00, 0.3252657E+00, 0.3245156E+00, 0.3237337E+00, 0.3229209E+00, 0.3220785E+00, 0.3212079E+00, 0.3203111E+00, 0.3193900E+00, 0.3184470E+00, 0.3174844E+00, 0.3165048E+00, 0.3155104E+00, 0.3145035E+00, 0.3134860E+00, 0.3124596E+00, 0.3114256E+00, 0.3103848E+00, 0.3093369E+00, 0.3082805E+00, 0.3072099E+00, 0.3061053E+00, 0.3032362E+00, 0.2954582E+00, 0.2908363E+00, 0.2873095E+00, 0.2843793E+00, 0.2818380E+00, 0.2795689E+00, 0.2774980E+00, 0.2755757E+00, 0.2737678E+00, 0.2720502E+00, 0.2704057E+00, 0.2688220E+00, 0.2672900E+00, 0.2658028E+00, 0.2643552E+00, 0.2629431E+00, 0.2615631E+00, 0.2602121E+00, 0.2588872E+00, 0.2575853E+00, 0.2563028E+00, 0.2550354E+00, 0.2537769E+00, 0.2525184E+00, 0.2512449E+00, 0.2499276E+00, 0.2484912E+00,
