@TAUE1,TAUE2,TAUE89  vs t@
X,TAUE1,TAUE2,TAUE89
 0.6660000E+01, 0.1343094E+01, 0.1381623E+01, 0.3435767E+01,
 0.6680000E+01, 0.1343761E+01, 0.1382131E+01, 0.3435910E+01,
 0.6700000E+01, 0.1344424E+01, 0.1382638E+01, 0.3436050E+01,
 0.6720000E+01, 0.1345084E+01, 0.1383142E+01, 0.3436191E+01,
 0.6740000E+01, 0.1345740E+01, 0.1383644E+01, 0.3436330E+01,
 0.6760000E+01, 0.1346394E+01, 0.1384144E+01, 0.3436468E+01,
 0.6780000E+01, 0.1347044E+01, 0.1384642E+01, 0.3436604E+01,
 0.6800000E+01, 0.1347692E+01, 0.1385138E+01, 0.3436741E+01,
 0.6820000E+01, 0.1348336E+01, 0.1385632E+01, 0.3436876E+01,
 0.6840000E+01, 0.1348977E+01, 0.1386124E+01, 0.3437010E+01,
 0.6860000E+01, 0.1349615E+01, 0.1386614E+01, 0.3437143E+01,
 0.6880000E+01, 0.1350250E+01, 0.1387101E+01, 0.3437275E+01,
 0.6900000E+01, 0.1350883E+01, 0.1387587E+01, 0.3437406E+01,
 0.6920000E+01, 0.1351512E+01, 0.1388071E+01, 0.3437537E+01,
 0.6940000E+01, 0.1352138E+01, 0.1388552E+01, 0.3437666E+01,
 0.6960000E+01, 0.1352761E+01, 0.1389032E+01, 0.3437794E+01,
 0.6980000E+01, 0.1353382E+01, 0.1389510E+01, 0.3437922E+01,
 0.7000000E+01, 0.1353999E+01, 0.1389985E+01, 0.3438049E+01,
 0.7020000E+01, 0.1354614E+01, 0.1390459E+01, 0.3438174E+01,
 0.7040000E+01, 0.1355226E+01, 0.1390931E+01, 0.3438299E+01,
 0.7060000E+01, 0.1355835E+01, 0.1391401E+01, 0.3438423E+01,
 0.7080000E+01, 0.1356441E+01, 0.1391869E+01, 0.3438546E+01,
 0.7100000E+01, 0.1357044E+01, 0.1392335E+01, 0.3438669E+01,
 0.7120000E+01, 0.1357645E+01, 0.1392799E+01, 0.3438790E+01,
 0.7140000E+01, 0.1358243E+01, 0.1393262E+01, 0.3438910E+01,
 0.7160000E+01, 0.1358838E+01, 0.1393723E+01, 0.3439030E+01,
 0.7180000E+01, 0.1359430E+01, 0.1394181E+01, 0.3439149E+01,
 0.7200000E+01, 0.1360020E+01, 0.1394638E+01, 0.3439267E+01,
 0.7220000E+01, 0.1360607E+01, 0.1395093E+01, 0.3439384E+01,
 0.7240000E+01, 0.1361191E+01, 0.1395547E+01, 0.3439501E+01,
 0.7260000E+01, 0.1361773E+01, 0.1395998E+01, 0.3439616E+01,
 0.7280000E+01, 0.1362352E+01, 0.1396448E+01, 0.3439731E+01,
 0.7300000E+01, 0.1362929E+01, 0.1396896E+01, 0.3439845E+01,
 0.7320000E+01, 0.1363503E+01, 0.1397342E+01, 0.3439958E+01,
 0.7340000E+01, 0.1364074E+01, 0.1397786E+01, 0.3440070E+01,
 0.7360000E+01, 0.1364643E+01, 0.1398229E+01, 0.3440181E+01,
 0.7380000E+01, 0.1365209E+01, 0.1398670E+01, 0.3440292E+01,
 0.7400000E+01, 0.1365773E+01, 0.1399109E+01, 0.3440402E+01,
 0.7420000E+01, 0.1366335E+01, 0.1399547E+01, 0.3440512E+01,
 0.7440000E+01, 0.1366893E+01, 0.1399983E+01, 0.3440620E+01,
 0.7460000E+01, 0.1367450E+01, 0.1400417E+01, 0.3440728E+01,
 0.7480000E+01, 0.1368004E+01, 0.1400849E+01, 0.3440835E+01,
 0.7500000E+01, 0.1368555E+01, 0.1401280E+01, 0.3440941E+01,
 0.7520000E+01, 0.1369105E+01, 0.1401709E+01, 0.3441046E+01,
 0.7540000E+01, 0.1369651E+01, 0.1402137E+01, 0.3441151E+01,
 0.7560000E+01, 0.1370196E+01, 0.1402563E+01, 0.3441255E+01,
 0.7580000E+01, 0.1370738E+01, 0.1402987E+01, 0.3441359E+01,
 0.7600000E+01, 0.1371277E+01, 0.1403410E+01, 0.3441461E+01,
 0.7620000E+01, 0.1371815E+01, 0.1403831E+01, 0.3441563E+01,
 0.7640000E+01, 0.1372350E+01, 0.1404251E+01, 0.3441664E+01,
 0.7660000E+01, 0.1372882E+01, 0.1404669E+01, 0.3441765E+01,
 0.7680000E+01, 0.1373413E+01, 0.1405085E+01, 0.3441864E+01,
 0.7700000E+01, 0.1373941E+01, 0.1405500E+01, 0.3441964E+01,
 0.7720000E+01, 0.1374467E+01, 0.1405913E+01, 0.3442062E+01,
 0.7740000E+01, 0.1374991E+01, 0.1406325E+01, 0.3442160E+01,
 0.7760000E+01, 0.1375512E+01, 0.1406736E+01, 0.3442257E+01,
 0.7780000E+01, 0.1376031E+01, 0.1407144E+01, 0.3442353E+01,
 0.7800000E+01, 0.1376548E+01, 0.1407552E+01, 0.3442449E+01,
 0.7820000E+01, 0.1377063E+01, 0.1407957E+01, 0.3442544E+01,
 0.7840000E+01, 0.1377576E+01, 0.1408362E+01, 0.3442638E+01,
 0.7860000E+01, 0.1378086E+01, 0.1408764E+01, 0.3442732E+01,
 0.7880000E+01, 0.1378595E+01, 0.1409166E+01, 0.3442825E+01,
 0.7900000E+01, 0.1379101E+01, 0.1409566E+01, 0.3442918E+01,
 0.7920000E+01, 0.1379605E+01, 0.1409964E+01, 0.3443010E+01,
 0.7940000E+01, 0.1380108E+01, 0.1410361E+01, 0.3443101E+01,
 0.7960000E+01, 0.1380608E+01, 0.1410757E+01, 0.3443192E+01,
 0.7980000E+01, 0.1381106E+01, 0.1411151E+01, 0.3443281E+01,
 0.8000000E+01, 0.1381601E+01, 0.1411544E+01, 0.3443371E+01,
 0.8020000E+01, 0.1382095E+01, 0.1411935E+01, 0.3443460E+01,
 0.8040000E+01, 0.1382587E+01, 0.1412325E+01, 0.3443547E+01,
 0.8060000E+01, 0.1383077E+01, 0.1412714E+01, 0.3443635E+01,
 0.8080000E+01, 0.1383565E+01, 0.1413101E+01, 0.3443722E+01,
 0.8100000E+01, 0.1384051E+01, 0.1413487E+01, 0.3443808E+01,
 0.8120000E+01, 0.1384534E+01, 0.1413872E+01, 0.3443894E+01,
 0.8140000E+01, 0.1385016E+01, 0.1414255E+01, 0.3443979E+01,
 0.8160000E+01, 0.1385496E+01, 0.1414637E+01, 0.3444063E+01,
 0.8180000E+01, 0.1385974E+01, 0.1415017E+01, 0.3444147E+01,
 0.8200000E+01, 0.1386451E+01, 0.1415397E+01, 0.3444231E+01,
 0.8220000E+01, 0.1386925E+01, 0.1415775E+01, 0.3444314E+01,
 0.8240000E+01, 0.1387397E+01, 0.1416151E+01, 0.3444396E+01,
 0.8260000E+01, 0.1387867E+01, 0.1416527E+01, 0.3444478E+01,
 0.8280000E+01, 0.1388336E+01, 0.1416901E+01, 0.3444559E+01,
 0.8300000E+01, 0.1388803E+01, 0.1417274E+01, 0.3444639E+01,
 0.8320000E+01, 0.1389268E+01, 0.1417645E+01, 0.3444719E+01,
 0.8340000E+01, 0.1389731E+01, 0.1418015E+01, 0.3444799E+01,
 0.8360000E+01, 0.1390192E+01, 0.1418385E+01, 0.3444878E+01,
 0.8380000E+01, 0.1390652E+01, 0.1418752E+01, 0.3444956E+01,
 0.8400000E+01, 0.1391109E+01, 0.1419119E+01, 0.3445034E+01,
 0.8420000E+01, 0.1391565E+01, 0.1419484E+01, 0.3445112E+01,
 0.8440000E+01, 0.1392019E+01, 0.1419848E+01, 0.3445189E+01,
 0.8460000E+01, 0.1392472E+01, 0.1420211E+01, 0.3445265E+01,
 0.8480000E+01, 0.1392923E+01, 0.1420573E+01, 0.3445341E+01,
 0.8500000E+01, 0.1393372E+01, 0.1420934E+01, 0.3445417E+01,
 0.8520000E+01, 0.1393819E+01, 0.1421293E+01, 0.3445492E+01,
 0.8540000E+01, 0.1394265E+01, 0.1421651E+01, 0.3445567E+01,
 0.8560000E+01, 0.1394709E+01, 0.1422008E+01, 0.3445641E+01,
 0.8580000E+01, 0.1395151E+01, 0.1422364E+01, 0.3445715E+01,
 0.8600000E+01, 0.1395592E+01, 0.1422719E+01, 0.3445788E+01,
 0.8620000E+01, 0.1396031E+01, 0.1423072E+01, 0.3445861E+01,
 0.8640000E+01, 0.1396469E+01, 0.1423425E+01, 0.3445934E+01,
 0.8660000E+01, 0.1396904E+01, 0.1423776E+01, 0.3446006E+01,
 0.8680000E+01, 0.1397339E+01, 0.1424126E+01, 0.3446077E+01,
 0.8700000E+01, 0.1397771E+01, 0.1424475E+01, 0.3446148E+01,
 0.8720000E+01, 0.1398203E+01, 0.1424823E+01, 0.3446219E+01,
 0.8740000E+01, 0.1398632E+01, 0.1425170E+01, 0.3446290E+01,
 0.8760000E+01, 0.1399060E+01, 0.1425516E+01, 0.3446360E+01,
 0.8780000E+01, 0.1399487E+01, 0.1425860E+01, 0.3446429E+01,
 0.8800000E+01, 0.1399912E+01, 0.1426204E+01, 0.3446499E+01,
 0.8820000E+01, 0.1400335E+01, 0.1426546E+01, 0.3446568E+01,
 0.8840000E+01, 0.1400757E+01, 0.1426887E+01, 0.3446636E+01,
 0.8860000E+01, 0.1401177E+01, 0.1427227E+01, 0.3446704E+01,
 0.8880000E+01, 0.1401596E+01, 0.1427567E+01, 0.3446772E+01,
 0.8900000E+01, 0.1402013E+01, 0.1427905E+01, 0.3446839E+01,
 0.8920000E+01, 0.1402429E+01, 0.1428242E+01, 0.3446906E+01,
 0.8940000E+01, 0.1402844E+01, 0.1428578E+01, 0.3446972E+01,
 0.8960000E+01, 0.1403257E+01, 0.1428913E+01, 0.3447039E+01,
 0.8980000E+01, 0.1403668E+01, 0.1429247E+01, 0.3447104E+01,
 0.9000000E+01, 0.1404078E+01, 0.1429580E+01, 0.3447170E+01,
 0.9020000E+01, 0.1404487E+01, 0.1429911E+01, 0.3447235E+01,
 0.9040000E+01, 0.1404894E+01, 0.1430242E+01, 0.3447300E+01,
 0.9060000E+01, 0.1405300E+01, 0.1430572E+01, 0.3447364E+01,
 0.9080000E+01, 0.1405704E+01, 0.1430901E+01, 0.3447428E+01,
 0.9100000E+01, 0.1406107E+01, 0.1431229E+01, 0.3447491E+01,
 0.9120000E+01, 0.1406509E+01, 0.1431555E+01, 0.3447555E+01,
 0.9140000E+01, 0.1406909E+01, 0.1431881E+01, 0.3447618E+01,
 0.9160000E+01, 0.1407308E+01, 0.1432206E+01, 0.3447680E+01,
 0.9180000E+01, 0.1407705E+01, 0.1432530E+01, 0.3447742E+01,
 0.9200000E+01, 0.1408101E+01, 0.1432853E+01, 0.3447804E+01,
 0.9220000E+01, 0.1408495E+01, 0.1433174E+01, 0.3447866E+01,
 0.9240000E+01, 0.1408889E+01, 0.1433495E+01, 0.3447927E+01,
 0.9260000E+01, 0.1409281E+01, 0.1433815E+01, 0.3447988E+01,
 0.9280000E+01, 0.1409671E+01, 0.1434134E+01, 0.3448048E+01,
 0.9300000E+01, 0.1410060E+01, 0.1434452E+01, 0.3448108E+01,
 0.9320000E+01, 0.1410448E+01, 0.1434769E+01, 0.3448168E+01,
 0.9340000E+01, 0.1410835E+01, 0.1435086E+01, 0.3448227E+01,
 0.9360000E+01, 0.1411220E+01, 0.1435401E+01, 0.3448286E+01,
 0.9380000E+01, 0.1411604E+01, 0.1435715E+01, 0.3448345E+01,
 0.9400000E+01, 0.1411987E+01, 0.1436028E+01, 0.3448404E+01,
 0.9420000E+01, 0.1412368E+01, 0.1436341E+01, 0.3448462E+01,
 0.9440000E+01, 0.1412748E+01, 0.1436652E+01, 0.3448519E+01,
 0.9460000E+01, 0.1413127E+01, 0.1436963E+01, 0.3448577E+01,
 0.9480000E+01, 0.1413504E+01, 0.1437272E+01, 0.3448634E+01,
 0.9500000E+01, 0.1413881E+01, 0.1437581E+01, 0.3448691E+01,
 0.9520000E+01, 0.1414256E+01, 0.1437889E+01, 0.3448747E+01,
 0.9540000E+01, 0.1414629E+01, 0.1438196E+01, 0.3448803E+01,
 0.9560000E+01, 0.1415002E+01, 0.1438502E+01, 0.3448859E+01,
 0.9580000E+01, 0.1415373E+01, 0.1438807E+01, 0.3448915E+01,
 0.9600000E+01, 0.1415743E+01, 0.1439111E+01, 0.3448970E+01,
 0.9620000E+01, 0.1416112E+01, 0.1439415E+01, 0.3449025E+01,
 0.9640000E+01, 0.1416480E+01, 0.1439717E+01, 0.3449079E+01,
 0.9660000E+01, 0.1416846E+01, 0.1440019E+01, 0.3449133E+01,
 0.9680000E+01, 0.1417211E+01, 0.1440319E+01, 0.3449188E+01,
 0.9700000E+01, 0.1417575E+01, 0.1440619E+01, 0.3449241E+01,
 0.9720000E+01, 0.1417938E+01, 0.1440918E+01, 0.3449295E+01,
 0.9740000E+01, 0.1418300E+01, 0.1441217E+01, 0.3449348E+01,
 0.9760000E+01, 0.1418661E+01, 0.1441514E+01, 0.3449401E+01,
 0.9780000E+01, 0.1419020E+01, 0.1441810E+01, 0.3449453E+01,
 0.9800000E+01, 0.1419378E+01, 0.1442106E+01, 0.3449506E+01,
 0.9820000E+01, 0.1419735E+01, 0.1442401E+01, 0.3449558E+01,
 0.9840000E+01, 0.1420091E+01, 0.1442695E+01, 0.3449609E+01,
 0.9860000E+01, 0.1420446E+01, 0.1442988E+01, 0.3449661E+01,
 0.9880000E+01, 0.1420800E+01, 0.1443280E+01, 0.3449712E+01,
 0.9900000E+01, 0.1421152E+01, 0.1443572E+01, 0.3449763E+01,
 0.9920000E+01, 0.1421504E+01, 0.1443862E+01, 0.3449814E+01,
 0.9940000E+01, 0.1421854E+01, 0.1444152E+01, 0.3449864E+01,
 0.9960000E+01, 0.1422204E+01, 0.1444441E+01, 0.3449914E+01,
 0.9980000E+01, 0.1422552E+01, 0.1444729E+01, 0.3449965E+01,
 0.1000000E+02, 0.1422899E+01, 0.1445017E+01, 0.3450014E+01,
 0.1002000E+02, 0.1423245E+01, 0.1445303E+01, 0.3450064E+01,
 0.1004000E+02, 0.1423590E+01, 0.1445589E+01, 0.3450113E+01,
 0.1006000E+02, 0.1423934E+01, 0.1445874E+01, 0.3450162E+01,
 0.1008000E+02, 0.1424277E+01, 0.1446158E+01, 0.3450211E+01,
 0.1010000E+02, 0.1424619E+01, 0.1446442E+01, 0.3450259E+01,
 0.1012000E+02, 0.1424960E+01, 0.1446725E+01, 0.3450308E+01,
 0.1014000E+02, 0.1425299E+01, 0.1447006E+01, 0.3450356E+01,
 0.1016000E+02, 0.1425638E+01, 0.1447287E+01, 0.3450404E+01,
 0.1018000E+02, 0.1425976E+01, 0.1447568E+01, 0.3450451E+01,
 0.1020000E+02, 0.1426313E+01, 0.1447847E+01, 0.3450499E+01,
 0.1022000E+02, 0.1426648E+01, 0.1448126E+01, 0.3450546E+01,
 0.1024000E+02, 0.1426983E+01, 0.1448404E+01, 0.3450593E+01,
 0.1026000E+02, 0.1427317E+01, 0.1448681E+01, 0.3450640E+01,
 0.1028000E+02, 0.1427649E+01, 0.1448958E+01, 0.3450686E+01,
 0.1030000E+02, 0.1427981E+01, 0.1449233E+01, 0.3450733E+01,
 0.1032000E+02, 0.1428312E+01, 0.1449508E+01, 0.3450779E+01,
 0.1034000E+02, 0.1428641E+01, 0.1449782E+01, 0.3450825E+01,
 0.1036000E+02, 0.1428970E+01, 0.1450056E+01, 0.3450871E+01,
 0.1038000E+02, 0.1429298E+01, 0.1450329E+01, 0.3450916E+01,
 0.1040000E+02, 0.1429624E+01, 0.1450601E+01, 0.3450962E+01,
 0.1042000E+02, 0.1429950E+01, 0.1450872E+01, 0.3451007E+01,
 0.1044000E+02, 0.1430275E+01, 0.1451142E+01, 0.3451052E+01,
 0.1046000E+02, 0.1430599E+01, 0.1451412E+01, 0.3451096E+01,
 0.1048000E+02, 0.1430922E+01, 0.1451681E+01, 0.3451141E+01,
 0.1050000E+02, 0.1431244E+01, 0.1451949E+01, 0.3451185E+01,
 0.1052000E+02, 0.1431565E+01, 0.1452217E+01, 0.3451229E+01,
 0.1054000E+02, 0.1431885E+01, 0.1452484E+01, 0.3451273E+01,
 0.1056000E+02, 0.1432204E+01, 0.1452750E+01, 0.3451317E+01,
 0.1058000E+02, 0.1432522E+01, 0.1453015E+01, 0.3451360E+01,
 0.1060000E+02, 0.1432840E+01, 0.1453280E+01, 0.3451404E+01,
 0.1062000E+02, 0.1433156E+01, 0.1453544E+01, 0.3451447E+01,
 0.1064000E+02, 0.1433471E+01, 0.1453807E+01, 0.3451490E+01,
 0.1066000E+02, 0.1433786E+01, 0.1454070E+01, 0.3451533E+01,
 0.1068000E+02, 0.1434099E+01, 0.1454332E+01, 0.3451575E+01,
 0.1070000E+02, 0.1434412E+01, 0.1454593E+01, 0.3451617E+01,
 0.1072000E+02, 0.1434724E+01, 0.1454853E+01, 0.3451660E+01,
 0.1074000E+02, 0.1435035E+01, 0.1455113E+01, 0.3451702E+01,
 0.1076000E+02, 0.1435345E+01, 0.1455372E+01, 0.3451743E+01,
 0.1078000E+02, 0.1435654E+01, 0.1455631E+01, 0.3451785E+01,
 0.1080000E+02, 0.1435962E+01, 0.1455888E+01, 0.3451826E+01,
 0.1082000E+02, 0.1436269E+01, 0.1456145E+01, 0.3451868E+01,
 0.1084000E+02, 0.1436576E+01, 0.1456402E+01, 0.3451909E+01,
 0.1086000E+02, 0.1436881E+01, 0.1456657E+01, 0.3451950E+01,
 0.1088000E+02, 0.1437186E+01, 0.1456912E+01, 0.3451990E+01,
 0.1090000E+02, 0.1437490E+01, 0.1457167E+01, 0.3452031E+01,
 0.1092000E+02, 0.1437792E+01, 0.1457420E+01, 0.3452071E+01,
 0.1094000E+02, 0.1438094E+01, 0.1457673E+01, 0.3452111E+01,
 0.1096000E+02, 0.1438396E+01, 0.1457926E+01, 0.3452151E+01,
 0.1098000E+02, 0.1438696E+01, 0.1458177E+01, 0.3452191E+01,
 0.1100000E+02, 0.1438995E+01, 0.1458428E+01, 0.3452230E+01,
 0.1102000E+02, 0.1439294E+01, 0.1458679E+01, 0.3452270E+01,
 0.1104000E+02, 0.1439592E+01, 0.1458928E+01, 0.3452309E+01,
 0.1106000E+02, 0.1439889E+01, 0.1459177E+01, 0.3452348E+01,
 0.1108000E+02, 0.1440185E+01, 0.1459426E+01, 0.3452387E+01,
 0.1110000E+02, 0.1440480E+01, 0.1459673E+01, 0.3452425E+01,
 0.1112000E+02, 0.1440775E+01, 0.1459921E+01, 0.3452464E+01,
 0.1114000E+02, 0.1441068E+01, 0.1460167E+01, 0.3452502E+01,
 0.1116000E+02, 0.1441361E+01, 0.1460413E+01, 0.3452541E+01,
 0.1118000E+02, 0.1441653E+01, 0.1460658E+01, 0.3452579E+01,
 0.1120000E+02, 0.1441944E+01, 0.1460902E+01, 0.3452616E+01,
 0.1122000E+02, 0.1442234E+01, 0.1461146E+01, 0.3452654E+01,
 0.1124000E+02, 0.1442524E+01, 0.1461389E+01, 0.3452692E+01,
 0.1126000E+02, 0.1442813E+01, 0.1461632E+01, 0.3452729E+01,
 0.1128000E+02, 0.1443100E+01, 0.1461874E+01, 0.3452766E+01,
 0.1130000E+02, 0.1443388E+01, 0.1462115E+01, 0.3452803E+01,
 0.1132000E+02, 0.1443674E+01, 0.1462356E+01, 0.3452840E+01,
 0.1134000E+02, 0.1443959E+01, 0.1462596E+01, 0.3452877E+01,
 0.1136000E+02, 0.1444244E+01, 0.1462836E+01, 0.3452913E+01,
 0.1138000E+02, 0.1444528E+01, 0.1463075E+01, 0.3452949E+01,
 0.1140000E+02, 0.1444811E+01, 0.1463313E+01, 0.3452985E+01,
 0.1142000E+02, 0.1445093E+01, 0.1463551E+01, 0.3453021E+01,
 0.1144000E+02, 0.1445375E+01, 0.1463788E+01, 0.3453057E+01,
 0.1146000E+02, 0.1445656E+01, 0.1464024E+01, 0.3453093E+01,
 0.1148000E+02, 0.1445936E+01, 0.1464260E+01, 0.3453128E+01,
 0.1150000E+02, 0.1446215E+01, 0.1464495E+01, 0.3453164E+01,
 0.1152000E+02, 0.1446494E+01, 0.1464730E+01, 0.3453199E+01,
 0.1154000E+02, 0.1446771E+01, 0.1464964E+01, 0.3453234E+01,
 0.1156000E+02, 0.1447048E+01, 0.1465197E+01, 0.3453269E+01,
 0.1158000E+02, 0.1447324E+01, 0.1465430E+01, 0.3453303E+01,
 0.1160000E+02, 0.1447600E+01, 0.1465662E+01, 0.3453338E+01,
 0.1162000E+02, 0.1447874E+01, 0.1465894E+01, 0.3453372E+01,
 0.1164000E+02, 0.1448148E+01, 0.1466125E+01, 0.3453407E+01,
 0.1166000E+02, 0.1448421E+01, 0.1466356E+01, 0.3453441E+01,
 0.1168000E+02, 0.1448694E+01, 0.1466586E+01, 0.3453475E+01,
 0.1170000E+02, 0.1448966E+01, 0.1466815E+01, 0.3453508E+01,
 0.1172000E+02, 0.1449237E+01, 0.1467044E+01, 0.3453542E+01,
 0.1174000E+02, 0.1449507E+01, 0.1467272E+01, 0.3453575E+01,
 0.1176000E+02, 0.1449776E+01, 0.1467500E+01, 0.3453609E+01,
 0.1178000E+02, 0.1450045E+01, 0.1467727E+01, 0.3453642E+01,
 0.1180000E+02, 0.1450313E+01, 0.1467953E+01, 0.3453675E+01,
 0.1182000E+02, 0.1450580E+01, 0.1468179E+01, 0.3453708E+01,
 0.1184000E+02, 0.1450847E+01, 0.1468405E+01, 0.3453740E+01,
 0.1186000E+02, 0.1451113E+01, 0.1468629E+01, 0.3453773E+01,
 0.1188000E+02, 0.1451378E+01, 0.1468854E+01, 0.3453805E+01,
 0.1190000E+02, 0.1451643E+01, 0.1469077E+01, 0.3453838E+01,
 0.1192000E+02, 0.1451906E+01, 0.1469301E+01, 0.3453870E+01,
 0.1194000E+02, 0.1452169E+01, 0.1469523E+01, 0.3453902E+01,
 0.1196000E+02, 0.1452432E+01, 0.1469745E+01, 0.3453933E+01,
 0.1198000E+02, 0.1452693E+01, 0.1469967E+01, 0.3453965E+01,
 0.1200000E+02, 0.1452954E+01, 0.1470188E+01, 0.3453997E+01,
 0.1202000E+02, 0.1453215E+01, 0.1470408E+01, 0.3454028E+01,
 0.1204000E+02, 0.1453474E+01, 0.1470628E+01, 0.3454059E+01,
 0.1206000E+02, 0.1453733E+01, 0.1470847E+01, 0.3454090E+01,
 0.1208000E+02, 0.1453991E+01, 0.1471066E+01, 0.3454121E+01,
 0.1210000E+02, 0.1454249E+01, 0.1471284E+01, 0.3454152E+01,
 0.1212000E+02, 0.1454505E+01, 0.1471502E+01, 0.3454183E+01,
 0.1214000E+02, 0.1454762E+01, 0.1471719E+01, 0.3454213E+01,
 0.1216000E+02, 0.1455017E+01, 0.1471936E+01, 0.3454243E+01,
 0.1218000E+02, 0.1455272E+01, 0.1472152E+01, 0.3454274E+01,
 0.1220000E+02, 0.1455526E+01, 0.1472368E+01, 0.3454304E+01,
 0.1222000E+02, 0.1455779E+01, 0.1472583E+01, 0.3454334E+01,
 0.1224000E+02, 0.1456032E+01, 0.1472798E+01, 0.3454364E+01,
 0.1226000E+02, 0.1456284E+01, 0.1473012E+01, 0.3454393E+01,
 0.1228000E+02, 0.1456536E+01, 0.1473225E+01, 0.3454423E+01,
 0.1230000E+02, 0.1456787E+01, 0.1473438E+01, 0.3454452E+01,
 0.1232000E+02, 0.1457037E+01, 0.1473651E+01, 0.3454481E+01,
 0.1234000E+02, 0.1457286E+01, 0.1473863E+01, 0.3454510E+01,
 0.1236000E+02, 0.1457535E+01, 0.1474074E+01, 0.3454540E+01,
 0.1238000E+02, 0.1457783E+01, 0.1474285E+01, 0.3454568E+01,
 0.1240000E+02, 0.1458031E+01, 0.1474496E+01, 0.3454597E+01,
 0.1242000E+02, 0.1458278E+01, 0.1474706E+01, 0.3454626E+01,
 0.1244000E+02, 0.1458524E+01, 0.1474916E+01, 0.3454654E+01,
 0.1246000E+02, 0.1458770E+01, 0.1475125E+01, 0.3454683E+01,
 0.1248000E+02, 0.1459015E+01, 0.1475333E+01, 0.3454711E+01,
 0.1250000E+02, 0.1459259E+01, 0.1475541E+01, 0.3454739E+01,
 0.1252000E+02, 0.1459503E+01, 0.1475749E+01, 0.3454767E+01,
 0.1254000E+02, 0.1459746E+01, 0.1475956E+01, 0.3454795E+01,
 0.1256000E+02, 0.1459989E+01, 0.1476163E+01, 0.3454822E+01,
 0.1258000E+02, 0.1460231E+01, 0.1476369E+01, 0.3454850E+01,
 0.1260000E+02, 0.1460472E+01, 0.1476574E+01, 0.3454878E+01,
 0.1262000E+02, 0.1460713E+01, 0.1476780E+01, 0.3454905E+01,
 0.1264000E+02, 0.1460953E+01, 0.1476984E+01, 0.3454932E+01,
 0.1266000E+02, 0.1461193E+01, 0.1477188E+01, 0.3454959E+01,
 0.1268000E+02, 0.1461432E+01, 0.1477392E+01, 0.3454986E+01,
 0.1270000E+02, 0.1461670E+01, 0.1477595E+01, 0.3455013E+01,
 0.1272000E+02, 0.1461908E+01, 0.1477798E+01, 0.3455040E+01,
 0.1274000E+02, 0.1462145E+01, 0.1478001E+01, 0.3455067E+01,
 0.1276000E+02, 0.1462381E+01, 0.1478202E+01, 0.3455093E+01,
 0.1278000E+02, 0.1462617E+01, 0.1478404E+01, 0.3455120E+01,
 0.1280000E+02, 0.1462853E+01, 0.1478605E+01, 0.3455146E+01,
 0.1282000E+02, 0.1463087E+01, 0.1478805E+01, 0.3455172E+01,
 0.1284000E+02, 0.1463322E+01, 0.1479005E+01, 0.3455198E+01,
 0.1286000E+02, 0.1463555E+01, 0.1479205E+01, 0.3455225E+01,
 0.1288000E+02, 0.1463788E+01, 0.1479404E+01, 0.3455250E+01,
 0.1290000E+02, 0.1464021E+01, 0.1479603E+01, 0.3455276E+01,
 0.1292000E+02, 0.1464253E+01, 0.1479801E+01, 0.3455302E+01,
 0.1294000E+02, 0.1464484E+01, 0.1479999E+01, 0.3455328E+01,
 0.1296000E+02, 0.1464715E+01, 0.1480196E+01, 0.3455353E+01,
 0.1298000E+02, 0.1464945E+01, 0.1480393E+01, 0.3455378E+01,
 0.1300000E+02, 0.1465175E+01, 0.1480589E+01, 0.3455404E+01,
 0.1302000E+02, 0.1465404E+01, 0.1480785E+01, 0.3455429E+01,
 0.1304000E+02, 0.1465632E+01, 0.1480981E+01, 0.3455454E+01,
 0.1306000E+02, 0.1465860E+01, 0.1481176E+01, 0.3455479E+01,
 0.1308000E+02, 0.1466088E+01, 0.1481371E+01, 0.3455504E+01,
 0.1310000E+02, 0.1466315E+01, 0.1481565E+01, 0.3455528E+01,
 0.1312000E+02, 0.1466541E+01, 0.1481759E+01, 0.3455553E+01,
 0.1314000E+02, 0.1466767E+01, 0.1481952E+01, 0.3455578E+01,
 0.1316000E+02, 0.1466992E+01, 0.1482145E+01, 0.3455602E+01,
 0.1318000E+02, 0.1467217E+01, 0.1482337E+01, 0.3455626E+01,
 0.1320000E+02, 0.1467441E+01, 0.1482530E+01, 0.3455651E+01,
 0.1322000E+02, 0.1467664E+01, 0.1482721E+01, 0.3455675E+01,
 0.1324000E+02, 0.1467888E+01, 0.1482913E+01, 0.3455699E+01,
 0.1326000E+02, 0.1468110E+01, 0.1483103E+01, 0.3455723E+01,
 0.1328000E+02, 0.1468332E+01, 0.1483294E+01, 0.3455747E+01,
 0.1330000E+02, 0.1468554E+01, 0.1483484E+01, 0.3455771E+01,
 0.1332000E+02, 0.1468775E+01, 0.1483673E+01, 0.3455794E+01,
 0.1334000E+02, 0.1468995E+01, 0.1483862E+01, 0.3455818E+01,
 0.1336000E+02, 0.1469215E+01, 0.1484051E+01, 0.3455842E+01,
 0.1338000E+02, 0.1469434E+01, 0.1484239E+01, 0.3455865E+01,
 0.1340000E+02, 0.1469653E+01, 0.1484427E+01, 0.3455888E+01,
 0.1342000E+02, 0.1469872E+01, 0.1484615E+01, 0.3455911E+01,
 0.1344000E+02, 0.1470089E+01, 0.1484802E+01, 0.3455935E+01,
