@TE,TD,<TE>,<TD> [keV]  vs t@
X,TE,TD,<TE>,<TD>
 0.3020000E+01, 0.7392294E+01, 0.7407344E+01, 0.4815232E+01, 0.4171359E+01,
 0.3022000E+01, 0.7398242E+01, 0.7412807E+01, 0.4816683E+01, 0.4172499E+01,
 0.3024000E+01, 0.7404198E+01, 0.7418278E+01, 0.4818136E+01, 0.4173640E+01,
 0.3026000E+01, 0.7410162E+01, 0.7423755E+01, 0.4819590E+01, 0.4174781E+01,
 0.3028000E+01, 0.7416136E+01, 0.7429239E+01, 0.4821046E+01, 0.4175922E+01,
 0.3030000E+01, 0.7422118E+01, 0.7434730E+01, 0.4822503E+01, 0.4177064E+01,
 0.3032000E+01, 0.7428109E+01, 0.7440227E+01, 0.4823961E+01, 0.4178207E+01,
 0.3034000E+01, 0.7434109E+01, 0.7445731E+01, 0.4825421E+01, 0.4179350E+01,
 0.3036000E+01, 0.7440117E+01, 0.7451241E+01, 0.4826882E+01, 0.4180493E+01,
 0.3038000E+01, 0.7446134E+01, 0.7456759E+01, 0.4828344E+01, 0.4181637E+01,
 0.3040000E+01, 0.7452160E+01, 0.7462283E+01, 0.4829808E+01, 0.4182781E+01,
 0.3042000E+01, 0.7458195E+01, 0.7467814E+01, 0.4831273E+01, 0.4183926E+01,
 0.3044000E+01, 0.7464239E+01, 0.7473351E+01, 0.4832739E+01, 0.4185071E+01,
 0.3046000E+01, 0.7470291E+01, 0.7478896E+01, 0.4834207E+01, 0.4186217E+01,
 0.3048000E+01, 0.7476352E+01, 0.7484447E+01, 0.4835676E+01, 0.4187364E+01,
 0.3050000E+01, 0.7482422E+01, 0.7490005E+01, 0.4837147E+01, 0.4188510E+01,
 0.3052000E+01, 0.7488502E+01, 0.7495570E+01, 0.4838618E+01, 0.4189658E+01,
 0.3054000E+01, 0.7494590E+01, 0.7501141E+01, 0.4840092E+01, 0.4190806E+01,
 0.3056000E+01, 0.7500687E+01, 0.7506720E+01, 0.4841566E+01, 0.4191954E+01,
 0.3058000E+01, 0.7506792E+01, 0.7512305E+01, 0.4843042E+01, 0.4193103E+01,
 0.3060000E+01, 0.7512907E+01, 0.7517897E+01, 0.4844519E+01, 0.4194252E+01,
 0.3062000E+01, 0.7519031E+01, 0.7523495E+01, 0.4845998E+01, 0.4195403E+01,
 0.3064000E+01, 0.7525163E+01, 0.7529101E+01, 0.4847477E+01, 0.4196553E+01,
 0.3066000E+01, 0.7531305E+01, 0.7534713E+01, 0.4848959E+01, 0.4197704E+01,
 0.3068000E+01, 0.7537456E+01, 0.7540332E+01, 0.4850441E+01, 0.4198856E+01,
 0.3070000E+01, 0.7543615E+01, 0.7545959E+01, 0.4851925E+01, 0.4200008E+01,
 0.3072000E+01, 0.7549784E+01, 0.7551591E+01, 0.4853410E+01, 0.4201161E+01,
 0.3074000E+01, 0.7555961E+01, 0.7557231E+01, 0.4854897E+01, 0.4202315E+01,
 0.3076000E+01, 0.7562148E+01, 0.7562878E+01, 0.4856384E+01, 0.4203469E+01,
 0.3078000E+01, 0.7568344E+01, 0.7568532E+01, 0.4857873E+01, 0.4204624E+01,
 0.3080000E+01, 0.7574549E+01, 0.7574192E+01, 0.4859364E+01, 0.4205780E+01,
 0.3082000E+01, 0.7580762E+01, 0.7579860E+01, 0.4860855E+01, 0.4206936E+01,
 0.3084000E+01, 0.7586986E+01, 0.7585534E+01, 0.4862347E+01, 0.4208093E+01,
 0.3086000E+01, 0.7593218E+01, 0.7591215E+01, 0.4863841E+01, 0.4209251E+01,
 0.3088000E+01, 0.7599459E+01, 0.7596903E+01, 0.4865336E+01, 0.4210409E+01,
 0.3090000E+01, 0.7605710E+01, 0.7602598E+01, 0.4866832E+01, 0.4211569E+01,
 0.3092000E+01, 0.7611969E+01, 0.7608300E+01, 0.4868329E+01, 0.4212729E+01,
 0.3094000E+01, 0.7618238E+01, 0.7614009E+01, 0.4869826E+01, 0.4213891E+01,
 0.3096000E+01, 0.7624516E+01, 0.7619725E+01, 0.4871325E+01, 0.4215053E+01,
 0.3098000E+01, 0.7630803E+01, 0.7625448E+01, 0.4872825E+01, 0.4216216E+01,
 0.3100000E+01, 0.7637099E+01, 0.7631178E+01, 0.4874326E+01, 0.4217380E+01,
 0.3102000E+01, 0.7643405E+01, 0.7636915E+01, 0.4875828E+01, 0.4218545E+01,
 0.3104000E+01, 0.7649720E+01, 0.7642658E+01, 0.4877330E+01, 0.4219712E+01,
 0.3106000E+01, 0.7656044E+01, 0.7648409E+01, 0.4878834E+01, 0.4220879E+01,
 0.3108000E+01, 0.7662377E+01, 0.7654167E+01, 0.4880338E+01, 0.4222048E+01,
 0.3110000E+01, 0.7668720E+01, 0.7659932E+01, 0.4881843E+01, 0.4223217E+01,
 0.3112000E+01, 0.7675072E+01, 0.7665704E+01, 0.4883348E+01, 0.4224389E+01,
 0.3114000E+01, 0.7681434E+01, 0.7671483E+01, 0.4884855E+01, 0.4225561E+01,
 0.3116000E+01, 0.7687804E+01, 0.7677269E+01, 0.4886363E+01, 0.4226734E+01,
 0.3118000E+01, 0.7694184E+01, 0.7683061E+01, 0.4887870E+01, 0.4227909E+01,
 0.3120000E+01, 0.7700573E+01, 0.7688861E+01, 0.4889379E+01, 0.4229084E+01,
 0.3122000E+01, 0.7706973E+01, 0.7694668E+01, 0.4890888E+01, 0.4230262E+01,
 0.3124000E+01, 0.7713380E+01, 0.7700482E+01, 0.4892398E+01, 0.4231440E+01,
 0.3126000E+01, 0.7719798E+01, 0.7706304E+01, 0.4893909E+01, 0.4232620E+01,
 0.3128000E+01, 0.7726225E+01, 0.7712132E+01, 0.4895420E+01, 0.4233801E+01,
 0.3130000E+01, 0.7732662E+01, 0.7717967E+01, 0.4896932E+01, 0.4234983E+01,
 0.3132000E+01, 0.7739108E+01, 0.7723810E+01, 0.4898445E+01, 0.4236166E+01,
 0.3134000E+01, 0.7745563E+01, 0.7729659E+01, 0.4899958E+01, 0.4237351E+01,
 0.3136000E+01, 0.7752028E+01, 0.7735516E+01, 0.4901472E+01, 0.4238537E+01,
 0.3138000E+01, 0.7758502E+01, 0.7741380E+01, 0.4902987E+01, 0.4239725E+01,
 0.3140000E+01, 0.7764986E+01, 0.7747251E+01, 0.4904502E+01, 0.4240913E+01,
 0.3142000E+01, 0.7771479E+01, 0.7753129E+01, 0.4906018E+01, 0.4242103E+01,
 0.3144000E+01, 0.7777982E+01, 0.7759014E+01, 0.4907535E+01, 0.4243294E+01,
 0.3146000E+01, 0.7784494E+01, 0.7764906E+01, 0.4909052E+01, 0.4244486E+01,
 0.3148000E+01, 0.7791017E+01, 0.7770806E+01, 0.4910570E+01, 0.4245679E+01,
 0.3150000E+01, 0.7797548E+01, 0.7776712E+01, 0.4912089E+01, 0.4246874E+01,
 0.3152000E+01, 0.7804090E+01, 0.7782626E+01, 0.4913609E+01, 0.4248070E+01,
 0.3154000E+01, 0.7810640E+01, 0.7788548E+01, 0.4915129E+01, 0.4249267E+01,
 0.3156000E+01, 0.7817201E+01, 0.7794476E+01, 0.4916650E+01, 0.4250465E+01,
 0.3158000E+01, 0.7823771E+01, 0.7800411E+01, 0.4918172E+01, 0.4251665E+01,
 0.3160000E+01, 0.7830350E+01, 0.7806354E+01, 0.4919695E+01, 0.4252866E+01,
 0.3162000E+01, 0.7836940E+01, 0.7812304E+01, 0.4921218E+01, 0.4254067E+01,
 0.3164000E+01, 0.7843539E+01, 0.7818261E+01, 0.4922742E+01, 0.4255270E+01,
 0.3166000E+01, 0.7850148E+01, 0.7824225E+01, 0.4924268E+01, 0.4256474E+01,
 0.3168000E+01, 0.7856767E+01, 0.7830197E+01, 0.4925794E+01, 0.4257679E+01,
 0.3170000E+01, 0.7863395E+01, 0.7836176E+01, 0.4927320E+01, 0.4258886E+01,
 0.3172000E+01, 0.7870033E+01, 0.7842162E+01, 0.4928848E+01, 0.4260093E+01,
 0.3174000E+01, 0.7876680E+01, 0.7848155E+01, 0.4930377E+01, 0.4261302E+01,
 0.3176000E+01, 0.7883338E+01, 0.7854156E+01, 0.4931906E+01, 0.4262511E+01,
 0.3178000E+01, 0.7890006E+01, 0.7860164E+01, 0.4933437E+01, 0.4263722E+01,
 0.3180000E+01, 0.7896683E+01, 0.7866179E+01, 0.4934968E+01, 0.4264934E+01,
 0.3182000E+01, 0.7903370E+01, 0.7872202E+01, 0.4936500E+01, 0.4266146E+01,
 0.3184000E+01, 0.7910067E+01, 0.7878232E+01, 0.4938034E+01, 0.4267360E+01,
 0.3186000E+01, 0.7916773E+01, 0.7884269E+01, 0.4939568E+01, 0.4268575E+01,
 0.3188000E+01, 0.7923490E+01, 0.7890314E+01, 0.4941103E+01, 0.4269791E+01,
 0.3190000E+01, 0.7930216E+01, 0.7896366E+01, 0.4942639E+01, 0.4271008E+01,
 0.3192000E+01, 0.7936953E+01, 0.7902425E+01, 0.4944176E+01, 0.4272226E+01,
 0.3194000E+01, 0.7943699E+01, 0.7908492E+01, 0.4945714E+01, 0.4273445E+01,
 0.3196000E+01, 0.7950455E+01, 0.7914566E+01, 0.4947253E+01, 0.4274665E+01,
 0.3198000E+01, 0.7957221E+01, 0.7920647E+01, 0.4948793E+01, 0.4275886E+01,
 0.3200000E+01, 0.7963997E+01, 0.7926736E+01, 0.4950335E+01, 0.4277108E+01,
 0.3202000E+01, 0.7970783E+01, 0.7932832E+01, 0.4951877E+01, 0.4278330E+01,
 0.3204000E+01, 0.7977580E+01, 0.7938935E+01, 0.4953420E+01, 0.4279554E+01,
 0.3206000E+01, 0.7984385E+01, 0.7945046E+01, 0.4954965E+01, 0.4280779E+01,
 0.3208000E+01, 0.7991202E+01, 0.7951165E+01, 0.4956510E+01, 0.4282005E+01,
 0.3210000E+01, 0.7998028E+01, 0.7957291E+01, 0.4958057E+01, 0.4283231E+01,
 0.3212000E+01, 0.8004864E+01, 0.7963424E+01, 0.4959604E+01, 0.4284459E+01,
 0.3214000E+01, 0.8011710E+01, 0.7969565E+01, 0.4961154E+01, 0.4285687E+01,
 0.3216000E+01, 0.8018567E+01, 0.7975713E+01, 0.4962703E+01, 0.4286917E+01,
 0.3218000E+01, 0.8025434E+01, 0.7981869E+01, 0.4964254E+01, 0.4288147E+01,
 0.3220000E+01, 0.8032310E+01, 0.7988032E+01, 0.4965807E+01, 0.4289378E+01,
 0.3222000E+01, 0.8039196E+01, 0.7994203E+01, 0.4967360E+01, 0.4290610E+01,
 0.3224000E+01, 0.8046093E+01, 0.8000381E+01, 0.4968915E+01, 0.4291843E+01,
 0.3226000E+01, 0.8053000E+01, 0.8006566E+01, 0.4970471E+01, 0.4293077E+01,
 0.3228000E+01, 0.8059917E+01, 0.8012759E+01, 0.4972028E+01, 0.4294312E+01,
 0.3230000E+01, 0.8066845E+01, 0.8018960E+01, 0.4973587E+01, 0.4295547E+01,
 0.3232000E+01, 0.8073783E+01, 0.8025168E+01, 0.4975146E+01, 0.4296784E+01,
 0.3234000E+01, 0.8080730E+01, 0.8031384E+01, 0.4976707E+01, 0.4298021E+01,
 0.3236000E+01, 0.8087688E+01, 0.8037608E+01, 0.4978269E+01, 0.4299260E+01,
 0.3238000E+01, 0.8094657E+01, 0.8043839E+01, 0.4979832E+01, 0.4300498E+01,
 0.3240000E+01, 0.8101635E+01, 0.8050077E+01, 0.4981397E+01, 0.4301739E+01,
 0.3242000E+01, 0.8108624E+01, 0.8056323E+01, 0.4982962E+01, 0.4302979E+01,
 0.3244000E+01, 0.8115623E+01, 0.8062577E+01, 0.4984529E+01, 0.4304221E+01,
 0.3246000E+01, 0.8122633E+01, 0.8068838E+01, 0.4986098E+01, 0.4305463E+01,
 0.3248000E+01, 0.8129653E+01, 0.8075108E+01, 0.4987668E+01, 0.4306706E+01,
 0.3250000E+01, 0.8136683E+01, 0.8081384E+01, 0.4989238E+01, 0.4307950E+01,
 0.3252000E+01, 0.8143723E+01, 0.8087668E+01, 0.4990811E+01, 0.4309195E+01,
 0.3254000E+01, 0.8150775E+01, 0.8093960E+01, 0.4992384E+01, 0.4310441E+01,
 0.3256000E+01, 0.8157836E+01, 0.8100260E+01, 0.4993959E+01, 0.4311687E+01,
 0.3258000E+01, 0.8164908E+01, 0.8106566E+01, 0.4995536E+01, 0.4312934E+01,
 0.3260000E+01, 0.8171990E+01, 0.8112882E+01, 0.4997113E+01, 0.4314182E+01,
 0.3262000E+01, 0.8179083E+01, 0.8119204E+01, 0.4998693E+01, 0.4315431E+01,
 0.3264000E+01, 0.8186187E+01, 0.8125534E+01, 0.5000273E+01, 0.4316680E+01,
 0.3266000E+01, 0.8193300E+01, 0.8131872E+01, 0.5001854E+01, 0.4317931E+01,
 0.3268000E+01, 0.8200424E+01, 0.8138218E+01, 0.5003438E+01, 0.4319181E+01,
 0.3270000E+01, 0.8207559E+01, 0.8144571E+01, 0.5005022E+01, 0.4320434E+01,
 0.3272000E+01, 0.8214705E+01, 0.8150932E+01, 0.5006608E+01, 0.4321686E+01,
 0.3274000E+01, 0.8221860E+01, 0.8157301E+01, 0.5008195E+01, 0.4322939E+01,
 0.3276000E+01, 0.8229027E+01, 0.8163677E+01, 0.5009784E+01, 0.4324193E+01,
 0.3278000E+01, 0.8236203E+01, 0.8170062E+01, 0.5011374E+01, 0.4325449E+01,
 0.3280000E+01, 0.8243391E+01, 0.8176454E+01, 0.5012966E+01, 0.4326705E+01,
 0.3282000E+01, 0.8250589E+01, 0.8182854E+01, 0.5014559E+01, 0.4327961E+01,
 0.3284000E+01, 0.8257798E+01, 0.8189261E+01, 0.5016153E+01, 0.4329218E+01,
 0.3286000E+01, 0.8265018E+01, 0.8195677E+01, 0.5017749E+01, 0.4330476E+01,
 0.3288000E+01, 0.8272247E+01, 0.8202100E+01, 0.5019346E+01, 0.4331735E+01,
 0.3290000E+01, 0.8279489E+01, 0.8208531E+01, 0.5020945E+01, 0.4332994E+01,
 0.3292000E+01, 0.8286740E+01, 0.8214970E+01, 0.5022545E+01, 0.4334255E+01,
 0.3294000E+01, 0.8294003E+01, 0.8221416E+01, 0.5024147E+01, 0.4335516E+01,
 0.3296000E+01, 0.8301275E+01, 0.8227871E+01, 0.5025749E+01, 0.4336778E+01,
 0.3298000E+01, 0.8308559E+01, 0.8234334E+01, 0.5027354E+01, 0.4338040E+01,
 0.3300000E+01, 0.8315854E+01, 0.8240804E+01, 0.5028960E+01, 0.4339303E+01,
 0.3302000E+01, 0.8323159E+01, 0.8247282E+01, 0.5030567E+01, 0.4340568E+01,
 0.3304000E+01, 0.8330475E+01, 0.8253768E+01, 0.5032176E+01, 0.4341833E+01,
 0.3306000E+01, 0.8337802E+01, 0.8260262E+01, 0.5033786E+01, 0.4343098E+01,
 0.3308000E+01, 0.8345140E+01, 0.8266765E+01, 0.5035398E+01, 0.4344365E+01,
 0.3310000E+01, 0.8352489E+01, 0.8273274E+01, 0.5037012E+01, 0.4345632E+01,
 0.3312000E+01, 0.8359848E+01, 0.8279792E+01, 0.5038626E+01, 0.4346900E+01,
 0.3314000E+01, 0.8367218E+01, 0.8286318E+01, 0.5040243E+01, 0.4348168E+01,
 0.3316000E+01, 0.8374599E+01, 0.8292851E+01, 0.5041861E+01, 0.4349438E+01,
 0.3318000E+01, 0.8381992E+01, 0.8299393E+01, 0.5043480E+01, 0.4350708E+01,
 0.3320000E+01, 0.8389395E+01, 0.8305943E+01, 0.5045101E+01, 0.4351979E+01,
 0.3322000E+01, 0.8396810E+01, 0.8312500E+01, 0.5046723E+01, 0.4353251E+01,
 0.3324000E+01, 0.8404235E+01, 0.8319065E+01, 0.5048347E+01, 0.4354523E+01,
 0.3326000E+01, 0.8411671E+01, 0.8325639E+01, 0.5049972E+01, 0.4355796E+01,
 0.3328000E+01, 0.8419118E+01, 0.8332220E+01, 0.5051599E+01, 0.4357070E+01,
 0.3330000E+01, 0.8426576E+01, 0.8338810E+01, 0.5053227E+01, 0.4358345E+01,
 0.3332000E+01, 0.8434045E+01, 0.8345407E+01, 0.5054857E+01, 0.4359621E+01,
 0.3334000E+01, 0.8441525E+01, 0.8352013E+01, 0.5056488E+01, 0.4360897E+01,
 0.3336000E+01, 0.8449017E+01, 0.8358626E+01, 0.5058121E+01, 0.4362174E+01,
 0.3338000E+01, 0.8456519E+01, 0.8365248E+01, 0.5059755E+01, 0.4363452E+01,
 0.3340000E+01, 0.8464032E+01, 0.8371878E+01, 0.5061391E+01, 0.4364730E+01,
 0.3342000E+01, 0.8471558E+01, 0.8378515E+01, 0.5063028E+01, 0.4366010E+01,
 0.3344000E+01, 0.8479093E+01, 0.8385161E+01, 0.5064667E+01, 0.4367290E+01,
 0.3346000E+01, 0.8486640E+01, 0.8391815E+01, 0.5066308E+01, 0.4368571E+01,
 0.3348000E+01, 0.8494198E+01, 0.8398478E+01, 0.5067949E+01, 0.4369853E+01,
 0.3350000E+01, 0.8501767E+01, 0.8405148E+01, 0.5069593E+01, 0.4371135E+01,
 0.3352000E+01, 0.8509348E+01, 0.8411826E+01, 0.5071238E+01, 0.4372419E+01,
 0.3354000E+01, 0.8516940E+01, 0.8418512E+01, 0.5072885E+01, 0.4373703E+01,
 0.3356000E+01, 0.8524543E+01, 0.8425207E+01, 0.5074533E+01, 0.4374988E+01,
 0.3358000E+01, 0.8532157E+01, 0.8431910E+01, 0.5076182E+01, 0.4376274E+01,
 0.3360000E+01, 0.8539783E+01, 0.8438621E+01, 0.5077833E+01, 0.4377560E+01,
 0.3362000E+01, 0.8547420E+01, 0.8445339E+01, 0.5079486E+01, 0.4378848E+01,
 0.3364000E+01, 0.8555068E+01, 0.8452066E+01, 0.5081140E+01, 0.4380136E+01,
 0.3366000E+01, 0.8562728E+01, 0.8458802E+01, 0.5082796E+01, 0.4381424E+01,
 0.3368000E+01, 0.8570398E+01, 0.8465546E+01, 0.5084453E+01, 0.4382714E+01,
 0.3370000E+01, 0.8578081E+01, 0.8472297E+01, 0.5086111E+01, 0.4384005E+01,
 0.3372000E+01, 0.8585774E+01, 0.8479057E+01, 0.5087771E+01, 0.4385296E+01,
 0.3374000E+01, 0.8593479E+01, 0.8485826E+01, 0.5089433E+01, 0.4386589E+01,
 0.3376000E+01, 0.8601196E+01, 0.8492601E+01, 0.5091096E+01, 0.4387882E+01,
 0.3378000E+01, 0.8608924E+01, 0.8499387E+01, 0.5092761E+01, 0.4389176E+01,
 0.3380000E+01, 0.8616664E+01, 0.8506179E+01, 0.5094427E+01, 0.4390471E+01,
 0.3382000E+01, 0.8624414E+01, 0.8512980E+01, 0.5096094E+01, 0.4391768E+01,
 0.3384000E+01, 0.8632176E+01, 0.8519790E+01, 0.5097763E+01, 0.4393064E+01,
 0.3386000E+01, 0.8639951E+01, 0.8526608E+01, 0.5099433E+01, 0.4394363E+01,
 0.3388000E+01, 0.8647736E+01, 0.8533434E+01, 0.5101105E+01, 0.4395662E+01,
 0.3390000E+01, 0.8655533E+01, 0.8540268E+01, 0.5102777E+01, 0.4396962E+01,
 0.3392000E+01, 0.8663342E+01, 0.8547111E+01, 0.5104452E+01, 0.4398263E+01,
 0.3394000E+01, 0.8671162E+01, 0.8553961E+01, 0.5106127E+01, 0.4399565E+01,
 0.3396000E+01, 0.8678993E+01, 0.8560821E+01, 0.5107804E+01, 0.4400868E+01,
 0.3398000E+01, 0.8686836E+01, 0.8567688E+01, 0.5109482E+01, 0.4402173E+01,
 0.3400000E+01, 0.8694692E+01, 0.8574564E+01, 0.5111161E+01, 0.4403479E+01,
 0.3402000E+01, 0.8702559E+01, 0.8581449E+01, 0.5112842E+01, 0.4404785E+01,
 0.3404000E+01, 0.8710437E+01, 0.8588341E+01, 0.5114524E+01, 0.4406093E+01,
 0.3406000E+01, 0.8718327E+01, 0.8595242E+01, 0.5116207E+01, 0.4407403E+01,
 0.3408000E+01, 0.8726228E+01, 0.8602151E+01, 0.5117891E+01, 0.4408712E+01,
 0.3410000E+01, 0.8734141E+01, 0.8609069E+01, 0.5119576E+01, 0.4410024E+01,
 0.3412000E+01, 0.8742066E+01, 0.8615995E+01, 0.5121263E+01, 0.4411336E+01,
 0.3414000E+01, 0.8750004E+01, 0.8622930E+01, 0.5122951E+01, 0.4412651E+01,
 0.3416000E+01, 0.8757952E+01, 0.8629872E+01, 0.5124640E+01, 0.4413966E+01,
 0.3418000E+01, 0.8765912E+01, 0.8636825E+01, 0.5126330E+01, 0.4415282E+01,
 0.3420000E+01, 0.8773885E+01, 0.8643785E+01, 0.5128022E+01, 0.4416599E+01,
 0.3422000E+01, 0.8781869E+01, 0.8650752E+01, 0.5129714E+01, 0.4417918E+01,
 0.3424000E+01, 0.8789865E+01, 0.8657729E+01, 0.5131408E+01, 0.4419238E+01,
 0.3426000E+01, 0.8797873E+01, 0.8664715E+01, 0.5133103E+01, 0.4420559E+01,
 0.3428000E+01, 0.8805892E+01, 0.8671708E+01, 0.5134799E+01, 0.4421881E+01,
 0.3430000E+01, 0.8813924E+01, 0.8678711E+01, 0.5136497E+01, 0.4423204E+01,
 0.3432000E+01, 0.8821967E+01, 0.8685721E+01, 0.5138196E+01, 0.4424529E+01,
 0.3434000E+01, 0.8830023E+01, 0.8692740E+01, 0.5139895E+01, 0.4425855E+01,
 0.3436000E+01, 0.8838090E+01, 0.8699768E+01, 0.5141596E+01, 0.4427182E+01,
 0.3438000E+01, 0.8846169E+01, 0.8706805E+01, 0.5143299E+01, 0.4428510E+01,
 0.3440000E+01, 0.8854260E+01, 0.8713850E+01, 0.5145002E+01, 0.4429840E+01,
 0.3442000E+01, 0.8862364E+01, 0.8720903E+01, 0.5146707E+01, 0.4431170E+01,
 0.3444000E+01, 0.8870479E+01, 0.8727965E+01, 0.5148413E+01, 0.4432502E+01,
 0.3446000E+01, 0.8878607E+01, 0.8735036E+01, 0.5150120E+01, 0.4433835E+01,
 0.3448000E+01, 0.8886745E+01, 0.8742115E+01, 0.5151829E+01, 0.4435169E+01,
 0.3450000E+01, 0.8894897E+01, 0.8749203E+01, 0.5153538E+01, 0.4436504E+01,
 0.3452000E+01, 0.8903061E+01, 0.8756299E+01, 0.5155250E+01, 0.4437841E+01,
 0.3454000E+01, 0.8911237E+01, 0.8763404E+01, 0.5156962E+01, 0.4439178E+01,
 0.3456000E+01, 0.8919424E+01, 0.8770517E+01, 0.5158676E+01, 0.4440517E+01,
 0.3458000E+01, 0.8927625E+01, 0.8777640E+01, 0.5160390E+01, 0.4441857E+01,
 0.3460000E+01, 0.8935837E+01, 0.8784771E+01, 0.5162107E+01, 0.4443198E+01,
 0.3462000E+01, 0.8944061E+01, 0.8791910E+01, 0.5163824E+01, 0.4444541E+01,
 0.3464000E+01, 0.8952297E+01, 0.8799059E+01, 0.5165543E+01, 0.4445884E+01,
 0.3466000E+01, 0.8960546E+01, 0.8806216E+01, 0.5167263E+01, 0.4447228E+01,
 0.3468000E+01, 0.8968807E+01, 0.8813381E+01, 0.5168984E+01, 0.4448574E+01,
 0.3470000E+01, 0.8977080E+01, 0.8820556E+01, 0.5170707E+01, 0.4449921E+01,
 0.3472000E+01, 0.8985366E+01, 0.8827739E+01, 0.5172431E+01, 0.4451269E+01,
 0.3474000E+01, 0.8993664E+01, 0.8834930E+01, 0.5174157E+01, 0.4452618E+01,
 0.3476000E+01, 0.9001974E+01, 0.8842132E+01, 0.5175883E+01, 0.4453968E+01,
 0.3478000E+01, 0.9010296E+01, 0.8849340E+01, 0.5177612E+01, 0.4455319E+01,
 0.3480000E+01, 0.9018631E+01, 0.8856559E+01, 0.5179341E+01, 0.4456671E+01,
 0.3482000E+01, 0.9026978E+01, 0.8863786E+01, 0.5181072E+01, 0.4458025E+01,
 0.3484000E+01, 0.9035337E+01, 0.8871021E+01, 0.5182805E+01, 0.4459379E+01,
 0.3486000E+01, 0.9043710E+01, 0.8878266E+01, 0.5184538E+01, 0.4460735E+01,
 0.3488000E+01, 0.9052094E+01, 0.8885519E+01, 0.5186273E+01, 0.4462091E+01,
 0.3490000E+01, 0.9060491E+01, 0.8892781E+01, 0.5188010E+01, 0.4463449E+01,
 0.3492000E+01, 0.9068900E+01, 0.8900052E+01, 0.5189747E+01, 0.4464808E+01,
 0.3494000E+01, 0.9077322E+01, 0.8907332E+01, 0.5191487E+01, 0.4466168E+01,
 0.3496000E+01, 0.9085756E+01, 0.8914620E+01, 0.5193227E+01, 0.4467529E+01,
 0.3498000E+01, 0.9094203E+01, 0.8921918E+01, 0.5194970E+01, 0.4468892E+01,
 0.3500000E+01, 0.9102662E+01, 0.8929225E+01, 0.5196713E+01, 0.4470255E+01,
 0.3500000E+01, 0.9102662E+01, 0.8929225E+01, 0.5196713E+01, 0.4470255E+01,
 0.3502000E+01, 0.9111134E+01, 0.8936540E+01, 0.5198458E+01, 0.4471619E+01,
 0.3504000E+01, 0.9119618E+01, 0.8943864E+01, 0.5200204E+01, 0.4472984E+01,
 0.3506000E+01, 0.9128116E+01, 0.8951198E+01, 0.5201952E+01, 0.4474351E+01,
 0.3508000E+01, 0.9136624E+01, 0.8958540E+01, 0.5203701E+01, 0.4475718E+01,
 0.3510000E+01, 0.9145147E+01, 0.8965891E+01, 0.5205452E+01, 0.4477087E+01,
 0.3512000E+01, 0.9153682E+01, 0.8973250E+01, 0.5207205E+01, 0.4478456E+01,
 0.3514000E+01, 0.9162230E+01, 0.8980619E+01, 0.5208959E+01, 0.4479827E+01,
 0.3516000E+01, 0.9170790E+01, 0.8987997E+01, 0.5210714E+01, 0.4481199E+01,
 0.3518000E+01, 0.9179362E+01, 0.8995384E+01, 0.5212471E+01, 0.4482572E+01,
 0.3520000E+01, 0.9187948E+01, 0.9002780E+01, 0.5214229E+01, 0.4483945E+01,
 0.3522000E+01, 0.9196547E+01, 0.9010185E+01, 0.5215989E+01, 0.4485320E+01,
 0.3524000E+01, 0.9205158E+01, 0.9017599E+01, 0.5217750E+01, 0.4486696E+01,
 0.3526000E+01, 0.9213781E+01, 0.9025023E+01, 0.5219512E+01, 0.4488073E+01,
 0.3528000E+01, 0.9222419E+01, 0.9032454E+01, 0.5221277E+01, 0.4489450E+01,
 0.3530000E+01, 0.9231069E+01, 0.9039895E+01, 0.5223043E+01, 0.4490829E+01,
 0.3532000E+01, 0.9239731E+01, 0.9047346E+01, 0.5224810E+01, 0.4492209E+01,
 0.3534000E+01, 0.9248405E+01, 0.9054805E+01, 0.5226579E+01, 0.4493590E+01,
 0.3536000E+01, 0.9257094E+01, 0.9062274E+01, 0.5228350E+01, 0.4494973E+01,
 0.3538000E+01, 0.9265795E+01, 0.9069751E+01, 0.5230122E+01, 0.4496356E+01,
 0.3540000E+01, 0.9274509E+01, 0.9077238E+01, 0.5231895E+01, 0.4497740E+01,
 0.3542000E+01, 0.9283236E+01, 0.9084734E+01, 0.5233670E+01, 0.4499125E+01,
 0.3544000E+01, 0.9291976E+01, 0.9092238E+01, 0.5235447E+01, 0.4500511E+01,
 0.3546000E+01, 0.9300729E+01, 0.9099752E+01, 0.5237226E+01, 0.4501898E+01,
 0.3548000E+01, 0.9309494E+01, 0.9107276E+01, 0.5239006E+01, 0.4503286E+01,
 0.3550000E+01, 0.9318274E+01, 0.9114808E+01, 0.5240787E+01, 0.4504675E+01,
 0.3552000E+01, 0.9327065E+01, 0.9122350E+01, 0.5242570E+01, 0.4506065E+01,
 0.3554000E+01, 0.9335870E+01, 0.9129901E+01, 0.5244355E+01, 0.4507456E+01,
 0.3556000E+01, 0.9344688E+01, 0.9137462E+01, 0.5246141E+01, 0.4508848E+01,
 0.3558000E+01, 0.9353519E+01, 0.9145031E+01, 0.5247929E+01, 0.4510242E+01,
 0.3560000E+01, 0.9362364E+01, 0.9152609E+01, 0.5249718E+01, 0.4511635E+01,
 0.3562000E+01, 0.9371221E+01, 0.9160197E+01, 0.5251510E+01, 0.4513031E+01,
