@TE,TD,<TE>,<TD> [keV]  vs t@
X,TE,TD,<TE>,<TD>
 0.8254000E+01, 0.5229173E+02, 0.5172525E+02, 0.1397526E+02, 0.1246418E+02,
 0.8256000E+01, 0.5230667E+02, 0.5174833E+02, 0.1397946E+02, 0.1246914E+02,
 0.8258000E+01, 0.5232160E+02, 0.5177141E+02, 0.1398366E+02, 0.1247410E+02,
 0.8260000E+01, 0.5233652E+02, 0.5179449E+02, 0.1398786E+02, 0.1247906E+02,
 0.8262000E+01, 0.5235143E+02, 0.5181756E+02, 0.1399205E+02, 0.1248402E+02,
 0.8264000E+01, 0.5236634E+02, 0.5184064E+02, 0.1399625E+02, 0.1248898E+02,
 0.8266000E+01, 0.5238125E+02, 0.5186371E+02, 0.1400044E+02, 0.1249394E+02,
 0.8268000E+01, 0.5239614E+02, 0.5188678E+02, 0.1400463E+02, 0.1249889E+02,
 0.8270000E+01, 0.5241103E+02, 0.5190984E+02, 0.1400881E+02, 0.1250384E+02,
 0.8272000E+01, 0.5242591E+02, 0.5193291E+02, 0.1401299E+02, 0.1250880E+02,
 0.8274000E+01, 0.5244079E+02, 0.5195597E+02, 0.1401718E+02, 0.1251375E+02,
 0.8276000E+01, 0.5245566E+02, 0.5197903E+02, 0.1402135E+02, 0.1251870E+02,
 0.8278000E+01, 0.5247052E+02, 0.5200209E+02, 0.1402553E+02, 0.1252364E+02,
 0.8280000E+01, 0.5248538E+02, 0.5202515E+02, 0.1402970E+02, 0.1252859E+02,
 0.8282000E+01, 0.5250023E+02, 0.5204820E+02, 0.1403387E+02, 0.1253354E+02,
 0.8284000E+01, 0.5251508E+02, 0.5207126E+02, 0.1403804E+02, 0.1253848E+02,
 0.8286000E+01, 0.5252991E+02, 0.5209431E+02, 0.1404220E+02, 0.1254342E+02,
 0.8288000E+01, 0.5254474E+02, 0.5211736E+02, 0.1404637E+02, 0.1254837E+02,
 0.8290000E+01, 0.5255956E+02, 0.5214040E+02, 0.1405053E+02, 0.1255331E+02,
 0.8292000E+01, 0.5257438E+02, 0.5216345E+02, 0.1405469E+02, 0.1255825E+02,
 0.8294000E+01, 0.5258919E+02, 0.5218649E+02, 0.1405884E+02, 0.1256318E+02,
 0.8296000E+01, 0.5260400E+02, 0.5220953E+02, 0.1406299E+02, 0.1256812E+02,
 0.8298000E+01, 0.5261879E+02, 0.5223257E+02, 0.1406714E+02, 0.1257306E+02,
 0.8300000E+01, 0.5263358E+02, 0.5225560E+02, 0.1407129E+02, 0.1257799E+02,
 0.8302000E+01, 0.5264837E+02, 0.5227864E+02, 0.1407544E+02, 0.1258292E+02,
 0.8304000E+01, 0.5266314E+02, 0.5230167E+02, 0.1407958E+02, 0.1258786E+02,
 0.8306000E+01, 0.5267791E+02, 0.5232470E+02, 0.1408372E+02, 0.1259279E+02,
 0.8308000E+01, 0.5269268E+02, 0.5234773E+02, 0.1408786E+02, 0.1259772E+02,
 0.8310000E+01, 0.5270743E+02, 0.5237075E+02, 0.1409199E+02, 0.1260264E+02,
 0.8312000E+01, 0.5272218E+02, 0.5239378E+02, 0.1409612E+02, 0.1260757E+02,
 0.8314000E+01, 0.5273693E+02, 0.5241679E+02, 0.1410025E+02, 0.1261249E+02,
 0.8316000E+01, 0.5275166E+02, 0.5243981E+02, 0.1410438E+02, 0.1261742E+02,
 0.8318000E+01, 0.5276639E+02, 0.5246283E+02, 0.1410851E+02, 0.1262234E+02,
 0.8320000E+01, 0.5278112E+02, 0.5248584E+02, 0.1411263E+02, 0.1262726E+02,
 0.8322000E+01, 0.5279583E+02, 0.5250885E+02, 0.1411675E+02, 0.1263218E+02,
 0.8324000E+01, 0.5281054E+02, 0.5253186E+02, 0.1412087E+02, 0.1263710E+02,
 0.8326000E+01, 0.5282524E+02, 0.5255487E+02, 0.1412498E+02, 0.1264202E+02,
 0.8328000E+01, 0.5283994E+02, 0.5257787E+02, 0.1412909E+02, 0.1264694E+02,
 0.8330000E+01, 0.5285463E+02, 0.5260087E+02, 0.1413320E+02, 0.1265185E+02,
 0.8332000E+01, 0.5286932E+02, 0.5262387E+02, 0.1413731E+02, 0.1265676E+02,
 0.8334000E+01, 0.5288399E+02, 0.5264687E+02, 0.1414142E+02, 0.1266168E+02,
 0.8336000E+01, 0.5289866E+02, 0.5266986E+02, 0.1414552E+02, 0.1266659E+02,
 0.8338000E+01, 0.5291332E+02, 0.5269285E+02, 0.1414962E+02, 0.1267150E+02,
 0.8340000E+01, 0.5292798E+02, 0.5271584E+02, 0.1415372E+02, 0.1267641E+02,
 0.8342000E+01, 0.5294263E+02, 0.5273883E+02, 0.1415781E+02, 0.1268132E+02,
 0.8344000E+01, 0.5295727E+02, 0.5276181E+02, 0.1416190E+02, 0.1268622E+02,
 0.8346000E+01, 0.5297191E+02, 0.5278479E+02, 0.1416599E+02, 0.1269113E+02,
 0.8348000E+01, 0.5298653E+02, 0.5280777E+02, 0.1417008E+02, 0.1269603E+02,
 0.8350000E+01, 0.5300116E+02, 0.5283075E+02, 0.1417417E+02, 0.1270093E+02,
 0.8352000E+01, 0.5301577E+02, 0.5285372E+02, 0.1417825E+02, 0.1270583E+02,
 0.8354000E+01, 0.5303038E+02, 0.5287669E+02, 0.1418233E+02, 0.1271073E+02,
 0.8356000E+01, 0.5304498E+02, 0.5289966E+02, 0.1418641E+02, 0.1271563E+02,
 0.8358000E+01, 0.5305958E+02, 0.5292262E+02, 0.1419048E+02, 0.1272053E+02,
 0.8360000E+01, 0.5307417E+02, 0.5294559E+02, 0.1419456E+02, 0.1272543E+02,
 0.8362000E+01, 0.5308875E+02, 0.5296855E+02, 0.1419863E+02, 0.1273032E+02,
 0.8364000E+01, 0.5310332E+02, 0.5299150E+02, 0.1420270E+02, 0.1273521E+02,
 0.8366000E+01, 0.5311789E+02, 0.5301446E+02, 0.1420676E+02, 0.1274011E+02,
 0.8368000E+01, 0.5313245E+02, 0.5303741E+02, 0.1421082E+02, 0.1274500E+02,
 0.8370000E+01, 0.5314700E+02, 0.5306036E+02, 0.1421488E+02, 0.1274989E+02,
 0.8372000E+01, 0.5316155E+02, 0.5308331E+02, 0.1421894E+02, 0.1275478E+02,
 0.8374000E+01, 0.5317609E+02, 0.5310625E+02, 0.1422300E+02, 0.1275966E+02,
 0.8376000E+01, 0.5319062E+02, 0.5312919E+02, 0.1422705E+02, 0.1276455E+02,
 0.8378000E+01, 0.5320515E+02, 0.5315213E+02, 0.1423110E+02, 0.1276943E+02,
 0.8380000E+01, 0.5321967E+02, 0.5317506E+02, 0.1423515E+02, 0.1277432E+02,
 0.8382000E+01, 0.5323418E+02, 0.5319800E+02, 0.1423920E+02, 0.1277920E+02,
 0.8384000E+01, 0.5324869E+02, 0.5322092E+02, 0.1424324E+02, 0.1278408E+02,
 0.8386000E+01, 0.5326319E+02, 0.5324385E+02, 0.1424728E+02, 0.1278896E+02,
 0.8388000E+01, 0.5327768E+02, 0.5326678E+02, 0.1425132E+02, 0.1279384E+02,
 0.8390000E+01, 0.5329216E+02, 0.5328970E+02, 0.1425536E+02, 0.1279871E+02,
 0.8392000E+01, 0.5330664E+02, 0.5331261E+02, 0.1425939E+02, 0.1280359E+02,
 0.8394000E+01, 0.5332111E+02, 0.5333553E+02, 0.1426342E+02, 0.1280846E+02,
 0.8396000E+01, 0.5333558E+02, 0.5335844E+02, 0.1426745E+02, 0.1281334E+02,
 0.8398000E+01, 0.5335003E+02, 0.5338135E+02, 0.1427148E+02, 0.1281821E+02,
 0.8400000E+01, 0.5336449E+02, 0.5340425E+02, 0.1427550E+02, 0.1282308E+02,
 0.8402000E+01, 0.5337893E+02, 0.5342716E+02, 0.1427953E+02, 0.1282795E+02,
 0.8404000E+01, 0.5339336E+02, 0.5345006E+02, 0.1428355E+02, 0.1283282E+02,
 0.8406000E+01, 0.5340779E+02, 0.5347295E+02, 0.1428756E+02, 0.1283768E+02,
 0.8408000E+01, 0.5342222E+02, 0.5349585E+02, 0.1429158E+02, 0.1284255E+02,
 0.8410000E+01, 0.5343663E+02, 0.5351874E+02, 0.1429559E+02, 0.1284741E+02,
 0.8412000E+01, 0.5345104E+02, 0.5354163E+02, 0.1429960E+02, 0.1285227E+02,
 0.8414000E+01, 0.5346544E+02, 0.5356451E+02, 0.1430361E+02, 0.1285714E+02,
 0.8416000E+01, 0.5347984E+02, 0.5358739E+02, 0.1430761E+02, 0.1286200E+02,
 0.8418000E+01, 0.5349423E+02, 0.5361027E+02, 0.1431161E+02, 0.1286686E+02,
 0.8420000E+01, 0.5350861E+02, 0.5363314E+02, 0.1431561E+02, 0.1287171E+02,
 0.8422000E+01, 0.5352298E+02, 0.5365602E+02, 0.1431961E+02, 0.1287657E+02,
 0.8424000E+01, 0.5353735E+02, 0.5367889E+02, 0.1432361E+02, 0.1288142E+02,
 0.8426000E+01, 0.5355171E+02, 0.5370175E+02, 0.1432760E+02, 0.1288628E+02,
 0.8428000E+01, 0.5356606E+02, 0.5372461E+02, 0.1433159E+02, 0.1289113E+02,
 0.8430000E+01, 0.5358041E+02, 0.5374747E+02, 0.1433558E+02, 0.1289598E+02,
 0.8432000E+01, 0.5359475E+02, 0.5377033E+02, 0.1433957E+02, 0.1290083E+02,
 0.8434000E+01, 0.5360908E+02, 0.5379318E+02, 0.1434355E+02, 0.1290568E+02,
 0.8436000E+01, 0.5362341E+02, 0.5381603E+02, 0.1434753E+02, 0.1291053E+02,
 0.8438000E+01, 0.5363772E+02, 0.5383887E+02, 0.1435151E+02, 0.1291537E+02,
 0.8440000E+01, 0.5365203E+02, 0.5386172E+02, 0.1435548E+02, 0.1292022E+02,
 0.8442000E+01, 0.5366634E+02, 0.5388456E+02, 0.1435946E+02, 0.1292506E+02,
 0.8444000E+01, 0.5368063E+02, 0.5390739E+02, 0.1436343E+02, 0.1292990E+02,
 0.8446000E+01, 0.5369492E+02, 0.5393023E+02, 0.1436740E+02, 0.1293475E+02,
 0.8448000E+01, 0.5370921E+02, 0.5395306E+02, 0.1437137E+02, 0.1293959E+02,
 0.8450000E+01, 0.5372348E+02, 0.5397588E+02, 0.1437533E+02, 0.1294442E+02,
 0.8452000E+01, 0.5373775E+02, 0.5399870E+02, 0.1437929E+02, 0.1294926E+02,
 0.8454000E+01, 0.5375201E+02, 0.5402152E+02, 0.1438325E+02, 0.1295410E+02,
 0.8456000E+01, 0.5376627E+02, 0.5404434E+02, 0.1438721E+02, 0.1295893E+02,
 0.8458000E+01, 0.5378052E+02, 0.5406715E+02, 0.1439116E+02, 0.1296377E+02,
 0.8460000E+01, 0.5379476E+02, 0.5408996E+02, 0.1439512E+02, 0.1296860E+02,
 0.8462000E+01, 0.5380899E+02, 0.5411276E+02, 0.1439907E+02, 0.1297343E+02,
 0.8464000E+01, 0.5382322E+02, 0.5413557E+02, 0.1440302E+02, 0.1297826E+02,
 0.8466000E+01, 0.5383744E+02, 0.5415836E+02, 0.1440696E+02, 0.1298309E+02,
 0.8468000E+01, 0.5385165E+02, 0.5418116E+02, 0.1441090E+02, 0.1298791E+02,
 0.8470000E+01, 0.5386585E+02, 0.5420395E+02, 0.1441484E+02, 0.1299274E+02,
 0.8472000E+01, 0.5388005E+02, 0.5422673E+02, 0.1441878E+02, 0.1299756E+02,
 0.8474000E+01, 0.5389424E+02, 0.5424952E+02, 0.1442272E+02, 0.1300238E+02,
 0.8476000E+01, 0.5390843E+02, 0.5427230E+02, 0.1442665E+02, 0.1300721E+02,
 0.8478000E+01, 0.5392260E+02, 0.5429508E+02, 0.1443058E+02, 0.1301203E+02,
 0.8480000E+01, 0.5393677E+02, 0.5431785E+02, 0.1443451E+02, 0.1301685E+02,
 0.8482000E+01, 0.5395094E+02, 0.5434062E+02, 0.1443844E+02, 0.1302166E+02,
 0.8484000E+01, 0.5396509E+02, 0.5436338E+02, 0.1444236E+02, 0.1302648E+02,
 0.8486000E+01, 0.5397924E+02, 0.5438615E+02, 0.1444628E+02, 0.1303129E+02,
 0.8488000E+01, 0.5399338E+02, 0.5440891E+02, 0.1445020E+02, 0.1303611E+02,
 0.8490000E+01, 0.5400751E+02, 0.5443166E+02, 0.1445412E+02, 0.1304092E+02,
 0.8492000E+01, 0.5402164E+02, 0.5445441E+02, 0.1445804E+02, 0.1304573E+02,
 0.8494000E+01, 0.5403576E+02, 0.5447716E+02, 0.1446195E+02, 0.1305054E+02,
 0.8496000E+01, 0.5404987E+02, 0.5449990E+02, 0.1446586E+02, 0.1305535E+02,
 0.8498000E+01, 0.5406398E+02, 0.5452264E+02, 0.1446977E+02, 0.1306016E+02,
 0.8500000E+01, 0.5407808E+02, 0.5454538E+02, 0.1447367E+02, 0.1306496E+02,
 0.8502000E+01, 0.5409217E+02, 0.5456811E+02, 0.1447757E+02, 0.1306977E+02,
 0.8504000E+01, 0.5410625E+02, 0.5459084E+02, 0.1448147E+02, 0.1307457E+02,
 0.8506000E+01, 0.5412033E+02, 0.5461356E+02, 0.1448537E+02, 0.1307937E+02,
 0.8508000E+01, 0.5413440E+02, 0.5463628E+02, 0.1448927E+02, 0.1308417E+02,
 0.8510000E+01, 0.5414846E+02, 0.5465900E+02, 0.1449316E+02, 0.1308897E+02,
 0.8512000E+01, 0.5416252E+02, 0.5468171E+02, 0.1449705E+02, 0.1309377E+02,
 0.8514000E+01, 0.5417656E+02, 0.5470442E+02, 0.1450094E+02, 0.1309857E+02,
 0.8516000E+01, 0.5419061E+02, 0.5472712E+02, 0.1450483E+02, 0.1310336E+02,
 0.8518000E+01, 0.5420464E+02, 0.5474982E+02, 0.1450871E+02, 0.1310816E+02,
 0.8520000E+01, 0.5421867E+02, 0.5477252E+02, 0.1451260E+02, 0.1311295E+02,
 0.8522000E+01, 0.5423269E+02, 0.5479522E+02, 0.1451647E+02, 0.1311774E+02,
 0.8524000E+01, 0.5424670E+02, 0.5481791E+02, 0.1452035E+02, 0.1312253E+02,
 0.8526000E+01, 0.5426070E+02, 0.5484059E+02, 0.1452423E+02, 0.1312732E+02,
 0.8528000E+01, 0.5427470E+02, 0.5486327E+02, 0.1452810E+02, 0.1313211E+02,
 0.8530000E+01, 0.5428869E+02, 0.5488595E+02, 0.1453197E+02, 0.1313689E+02,
 0.8532000E+01, 0.5430267E+02, 0.5490862E+02, 0.1453584E+02, 0.1314168E+02,
 0.8534000E+01, 0.5431665E+02, 0.5493129E+02, 0.1453970E+02, 0.1314646E+02,
 0.8536000E+01, 0.5433062E+02, 0.5495396E+02, 0.1454357E+02, 0.1315125E+02,
 0.8538000E+01, 0.5434458E+02, 0.5497662E+02, 0.1454743E+02, 0.1315603E+02,
 0.8540000E+01, 0.5435853E+02, 0.5499927E+02, 0.1455129E+02, 0.1316080E+02,
 0.8542000E+01, 0.5437248E+02, 0.5502193E+02, 0.1455514E+02, 0.1316558E+02,
 0.8544000E+01, 0.5438642E+02, 0.5504457E+02, 0.1455900E+02, 0.1317036E+02,
 0.8546000E+01, 0.5440035E+02, 0.5506722E+02, 0.1456285E+02, 0.1317514E+02,
 0.8548000E+01, 0.5441428E+02, 0.5508986E+02, 0.1456670E+02, 0.1317991E+02,
 0.8550000E+01, 0.5442820E+02, 0.5511250E+02, 0.1457055E+02, 0.1318468E+02,
 0.8552000E+01, 0.5444210E+02, 0.5513513E+02, 0.1457439E+02, 0.1318945E+02,
 0.8554000E+01, 0.5445601E+02, 0.5515776E+02, 0.1457823E+02, 0.1319422E+02,
 0.8556000E+01, 0.5446991E+02, 0.5518038E+02, 0.1458207E+02, 0.1319899E+02,
 0.8558000E+01, 0.5448380E+02, 0.5520300E+02, 0.1458591E+02, 0.1320376E+02,
 0.8560000E+01, 0.5449768E+02, 0.5522561E+02, 0.1458975E+02, 0.1320853E+02,
 0.8562000E+01, 0.5451155E+02, 0.5524823E+02, 0.1459358E+02, 0.1321329E+02,
 0.8564000E+01, 0.5452542E+02, 0.5527083E+02, 0.1459741E+02, 0.1321805E+02,
 0.8566000E+01, 0.5453928E+02, 0.5529343E+02, 0.1460124E+02, 0.1322282E+02,
 0.8568000E+01, 0.5455313E+02, 0.5531603E+02, 0.1460506E+02, 0.1322758E+02,
 0.8570000E+01, 0.5456697E+02, 0.5533863E+02, 0.1460889E+02, 0.1323234E+02,
 0.8572000E+01, 0.5458081E+02, 0.5536121E+02, 0.1461271E+02, 0.1323710E+02,
 0.8574000E+01, 0.5459464E+02, 0.5538380E+02, 0.1461653E+02, 0.1324185E+02,
 0.8576000E+01, 0.5460846E+02, 0.5540638E+02, 0.1462035E+02, 0.1324661E+02,
 0.8578000E+01, 0.5462228E+02, 0.5542896E+02, 0.1462416E+02, 0.1325136E+02,
 0.8580000E+01, 0.5463609E+02, 0.5545153E+02, 0.1462797E+02, 0.1325611E+02,
 0.8582000E+01, 0.5464989E+02, 0.5547410E+02, 0.1463178E+02, 0.1326087E+02,
 0.8584000E+01, 0.5466368E+02, 0.5549666E+02, 0.1463559E+02, 0.1326562E+02,
 0.8586000E+01, 0.5467747E+02, 0.5551922E+02, 0.1463940E+02, 0.1327036E+02,
 0.8588000E+01, 0.5469125E+02, 0.5554177E+02, 0.1464320E+02, 0.1327511E+02,
 0.8590000E+01, 0.5470502E+02, 0.5556432E+02, 0.1464700E+02, 0.1327986E+02,
 0.8592000E+01, 0.5471878E+02, 0.5558687E+02, 0.1465080E+02, 0.1328460E+02,
 0.8594000E+01, 0.5473254E+02, 0.5560941E+02, 0.1465460E+02, 0.1328935E+02,
 0.8596000E+01, 0.5474629E+02, 0.5563195E+02, 0.1465839E+02, 0.1329409E+02,
 0.8598000E+01, 0.5476004E+02, 0.5565448E+02, 0.1466218E+02, 0.1329883E+02,
 0.8600000E+01, 0.5477377E+02, 0.5567700E+02, 0.1466597E+02, 0.1330357E+02,
 0.8602000E+01, 0.5478750E+02, 0.5569953E+02, 0.1466976E+02, 0.1330830E+02,
 0.8604000E+01, 0.5480122E+02, 0.5572205E+02, 0.1467354E+02, 0.1331304E+02,
 0.8606000E+01, 0.5481493E+02, 0.5574456E+02, 0.1467732E+02, 0.1331778E+02,
 0.8608000E+01, 0.5482864E+02, 0.5576707E+02, 0.1468110E+02, 0.1332251E+02,
 0.8610000E+01, 0.5484233E+02, 0.5578957E+02, 0.1468488E+02, 0.1332724E+02,
 0.8612000E+01, 0.5485603E+02, 0.5581207E+02, 0.1468866E+02, 0.1333197E+02,
 0.8614000E+01, 0.5486971E+02, 0.5583457E+02, 0.1469243E+02, 0.1333670E+02,
 0.8616000E+01, 0.5488338E+02, 0.5585706E+02, 0.1469620E+02, 0.1334143E+02,
 0.8618000E+01, 0.5489705E+02, 0.5587954E+02, 0.1469997E+02, 0.1334616E+02,
 0.8620000E+01, 0.5491071E+02, 0.5590202E+02, 0.1470374E+02, 0.1335088E+02,
 0.8622000E+01, 0.5492437E+02, 0.5592450E+02, 0.1470750E+02, 0.1335561E+02,
 0.8624000E+01, 0.5493801E+02, 0.5594697E+02, 0.1471126E+02, 0.1336033E+02,
 0.8626000E+01, 0.5495165E+02, 0.5596944E+02, 0.1471502E+02, 0.1336505E+02,
 0.8628000E+01, 0.5496529E+02, 0.5599190E+02, 0.1471878E+02, 0.1336977E+02,
 0.8630000E+01, 0.5497891E+02, 0.5601436E+02, 0.1472254E+02, 0.1337449E+02,
 0.8632000E+01, 0.5499253E+02, 0.5603681E+02, 0.1472629E+02, 0.1337921E+02,
 0.8634000E+01, 0.5500613E+02, 0.5605926E+02, 0.1473004E+02, 0.1338392E+02,
 0.8636000E+01, 0.5501974E+02, 0.5608170E+02, 0.1473379E+02, 0.1338864E+02,
 0.8638000E+01, 0.5503333E+02, 0.5610414E+02, 0.1473753E+02, 0.1339335E+02,
 0.8640000E+01, 0.5504692E+02, 0.5612658E+02, 0.1474128E+02, 0.1339806E+02,
 0.8642000E+01, 0.5506050E+02, 0.5614900E+02, 0.1474502E+02, 0.1340277E+02,
 0.8644000E+01, 0.5507407E+02, 0.5617142E+02, 0.1474876E+02, 0.1340748E+02,
 0.8646000E+01, 0.5508764E+02, 0.5619384E+02, 0.1475249E+02, 0.1341219E+02,
 0.8648000E+01, 0.5510119E+02, 0.5621626E+02, 0.1475623E+02, 0.1341689E+02,
 0.8650000E+01, 0.5511474E+02, 0.5623867E+02, 0.1475996E+02, 0.1342160E+02,
 0.8652000E+01, 0.5512828E+02, 0.5626107E+02, 0.1476369E+02, 0.1342630E+02,
 0.8654000E+01, 0.5514182E+02, 0.5628347E+02, 0.1476742E+02, 0.1343100E+02,
 0.8656000E+01, 0.5515535E+02, 0.5630587E+02, 0.1477114E+02, 0.1343570E+02,
 0.8658000E+01, 0.5516887E+02, 0.5632825E+02, 0.1477487E+02, 0.1344040E+02,
 0.8660000E+01, 0.5518238E+02, 0.5635064E+02, 0.1477859E+02, 0.1344510E+02,
 0.8662000E+01, 0.5519588E+02, 0.5637302E+02, 0.1478231E+02, 0.1344980E+02,
 0.8664000E+01, 0.5520938E+02, 0.5639539E+02, 0.1478602E+02, 0.1345449E+02,
 0.8666000E+01, 0.5522287E+02, 0.5641776E+02, 0.1478974E+02, 0.1345919E+02,
 0.8668000E+01, 0.5523635E+02, 0.5644013E+02, 0.1479345E+02, 0.1346388E+02,
 0.8670000E+01, 0.5524983E+02, 0.5646249E+02, 0.1479716E+02, 0.1346857E+02,
 0.8672000E+01, 0.5526330E+02, 0.5648484E+02, 0.1480087E+02, 0.1347326E+02,
 0.8674000E+01, 0.5527676E+02, 0.5650719E+02, 0.1480457E+02, 0.1347795E+02,
 0.8676000E+01, 0.5529021E+02, 0.5652954E+02, 0.1480827E+02, 0.1348263E+02,
 0.8678000E+01, 0.5530365E+02, 0.5655188E+02, 0.1481197E+02, 0.1348732E+02,
 0.8680000E+01, 0.5531709E+02, 0.5657421E+02, 0.1481567E+02, 0.1349200E+02,
 0.8682000E+01, 0.5533052E+02, 0.5659654E+02, 0.1481937E+02, 0.1349668E+02,
 0.8684000E+01, 0.5534394E+02, 0.5661886E+02, 0.1482306E+02, 0.1350136E+02,
 0.8686000E+01, 0.5535736E+02, 0.5664118E+02, 0.1482675E+02, 0.1350604E+02,
 0.8688000E+01, 0.5537077E+02, 0.5666349E+02, 0.1483044E+02, 0.1351072E+02,
 0.8690000E+01, 0.5538417E+02, 0.5668580E+02, 0.1483413E+02, 0.1351540E+02,
 0.8692000E+01, 0.5539756E+02, 0.5670810E+02, 0.1483781E+02, 0.1352007E+02,
 0.8694000E+01, 0.5541095E+02, 0.5673040E+02, 0.1484150E+02, 0.1352474E+02,
 0.8696000E+01, 0.5542432E+02, 0.5675270E+02, 0.1484518E+02, 0.1352942E+02,
 0.8698000E+01, 0.5543769E+02, 0.5677498E+02, 0.1484885E+02, 0.1353409E+02,
 0.8700000E+01, 0.5545105E+02, 0.5679726E+02, 0.1485253E+02, 0.1353876E+02,
 0.8702000E+01, 0.5546441E+02, 0.5681954E+02, 0.1485620E+02, 0.1354343E+02,
 0.8704000E+01, 0.5547776E+02, 0.5684181E+02, 0.1485987E+02, 0.1354809E+02,
 0.8706000E+01, 0.5549110E+02, 0.5686408E+02, 0.1486354E+02, 0.1355276E+02,
 0.8708000E+01, 0.5550443E+02, 0.5688634E+02, 0.1486721E+02, 0.1355742E+02,
 0.8710000E+01, 0.5551775E+02, 0.5690860E+02, 0.1487087E+02, 0.1356208E+02,
 0.8712000E+01, 0.5553107E+02, 0.5693085E+02, 0.1487454E+02, 0.1356674E+02,
 0.8714000E+01, 0.5554438E+02, 0.5695309E+02, 0.1487820E+02, 0.1357140E+02,
 0.8716000E+01, 0.5555768E+02, 0.5697533E+02, 0.1488185E+02, 0.1357606E+02,
 0.8718000E+01, 0.5557098E+02, 0.5699757E+02, 0.1488551E+02, 0.1358072E+02,
 0.8720000E+01, 0.5558427E+02, 0.5701979E+02, 0.1488916E+02, 0.1358537E+02,
 0.8722000E+01, 0.5559755E+02, 0.5704202E+02, 0.1489281E+02, 0.1359002E+02,
 0.8724000E+01, 0.5561082E+02, 0.5706424E+02, 0.1489646E+02, 0.1359468E+02,
 0.8726000E+01, 0.5562408E+02, 0.5708645E+02, 0.1490011E+02, 0.1359933E+02,
 0.8728000E+01, 0.5563734E+02, 0.5710866E+02, 0.1490375E+02, 0.1360398E+02,
 0.8730000E+01, 0.5565059E+02, 0.5713086E+02, 0.1490739E+02, 0.1360862E+02,
 0.8732000E+01, 0.5566383E+02, 0.5715306E+02, 0.1491103E+02, 0.1361327E+02,
 0.8734000E+01, 0.5567706E+02, 0.5717525E+02, 0.1491467E+02, 0.1361792E+02,
 0.8736000E+01, 0.5569029E+02, 0.5719743E+02, 0.1491830E+02, 0.1362256E+02,
 0.8738000E+01, 0.5570351E+02, 0.5721961E+02, 0.1492194E+02, 0.1362720E+02,
 0.8740000E+01, 0.5571672E+02, 0.5724179E+02, 0.1492557E+02, 0.1363184E+02,
 0.8742000E+01, 0.5572992E+02, 0.5726395E+02, 0.1492920E+02, 0.1363648E+02,
 0.8744000E+01, 0.5574312E+02, 0.5728612E+02, 0.1493282E+02, 0.1364112E+02,
 0.8746000E+01, 0.5575631E+02, 0.5730828E+02, 0.1493645E+02, 0.1364575E+02,
 0.8748000E+01, 0.5576949E+02, 0.5733043E+02, 0.1494007E+02, 0.1365039E+02,
 0.8750000E+01, 0.5578266E+02, 0.5735258E+02, 0.1494369E+02, 0.1365502E+02,
 0.8752000E+01, 0.5579583E+02, 0.5737472E+02, 0.1494730E+02, 0.1365965E+02,
 0.8754000E+01, 0.5580899E+02, 0.5739685E+02, 0.1495092E+02, 0.1366428E+02,
 0.8756000E+01, 0.5582214E+02, 0.5741898E+02, 0.1495453E+02, 0.1366891E+02,
 0.8758000E+01, 0.5583528E+02, 0.5744111E+02, 0.1495814E+02, 0.1367354E+02,
 0.8760000E+01, 0.5584842E+02, 0.5746323E+02, 0.1496175E+02, 0.1367817E+02,
 0.8762000E+01, 0.5586154E+02, 0.5748534E+02, 0.1496536E+02, 0.1368279E+02,
 0.8764000E+01, 0.5587466E+02, 0.5750745E+02, 0.1496896E+02, 0.1368741E+02,
 0.8766000E+01, 0.5588778E+02, 0.5752955E+02, 0.1497256E+02, 0.1369203E+02,
 0.8768000E+01, 0.5590088E+02, 0.5755164E+02, 0.1497616E+02, 0.1369665E+02,
 0.8770000E+01, 0.5591398E+02, 0.5757373E+02, 0.1497976E+02, 0.1370127E+02,
 0.8772000E+01, 0.5592707E+02, 0.5759582E+02, 0.1498335E+02, 0.1370589E+02,
 0.8774000E+01, 0.5594015E+02, 0.5761790E+02, 0.1498694E+02, 0.1371050E+02,
 0.8776000E+01, 0.5595322E+02, 0.5763997E+02, 0.1499053E+02, 0.1371512E+02,
 0.8778000E+01, 0.5596629E+02, 0.5766204E+02, 0.1499412E+02, 0.1371973E+02,
 0.8780000E+01, 0.5597935E+02, 0.5768410E+02, 0.1499771E+02, 0.1372434E+02,
 0.8782000E+01, 0.5599240E+02, 0.5770615E+02, 0.1500129E+02, 0.1372895E+02,
 0.8784000E+01, 0.5600544E+02, 0.5772820E+02, 0.1500487E+02, 0.1373356E+02,
 0.8786000E+01, 0.5601848E+02, 0.5775025E+02, 0.1500845E+02, 0.1373817E+02,
 0.8788000E+01, 0.5603151E+02, 0.5777229E+02, 0.1501203E+02, 0.1374277E+02,
 0.8790000E+01, 0.5604453E+02, 0.5779432E+02, 0.1501560E+02, 0.1374737E+02,
 0.8792000E+01, 0.5605754E+02, 0.5781635E+02, 0.1501918E+02, 0.1375198E+02,
 0.8794000E+01, 0.5607055E+02, 0.5783836E+02, 0.1502275E+02, 0.1375658E+02,
 0.8796000E+01, 0.5608355E+02, 0.5786038E+02, 0.1502631E+02, 0.1376118E+02,
 0.8798000E+01, 0.5609654E+02, 0.5788239E+02, 0.1502988E+02, 0.1376577E+02,
