@TE [keV]  vs r@
X,TE_1,TE_2,TE_3,TE_4,TE_5,TE_6,TE_7,TE_8,TE_9,TE_10,TE_11,TE_12,TE_13,TE_14,TE_15,TE_16,TE_17,TE_18,TE_19,TE_20,TE_21,TE_22,TE_23,TE_24,TE_25,TE_26,TE_27,TE_28,TE_29,TE_30,TE_31,TE_32,TE_33,TE_34,TE_35,TE_36,TE_37,TE_38,TE_39,TE_40,TE_41,TE_42,TE_43,TE_44,TE_45,TE_46,TE_47,TE_48,TE_49,TE_50,TE_51,TE_52,TE_53,TE_54,TE_55,TE_56,TE_57,TE_58,TE_59,TE_60,TE_61,TE_62,TE_63,TE_64,TE_65,TE_66,TE_67,TE_68,TE_69,TE_70,TE_71,TE_72,TE_73,TE_74,TE_75,TE_76,TE_77,TE_78,TE_79,TE_80,TE_81,TE_82,TE_83,TE_84,TE_85,TE_86,TE_87,TE_88,TE_89,TE_90,TE_91,TE_92,TE_93,TE_94,TE_95,TE_96,TE_97,TE_98,TE_99,TE_100,TE_101,TE_102,TE_103
 0.6900000E+00, 0.5715100E+00, 0.5335734E+00, 0.5570574E+00, 0.5923066E+00, 0.6186820E+00, 0.6361338E+00, 0.6470322E+00, 0.6537167E+00, 0.6580501E+00, 0.6609662E+00, 0.6629637E+00, 0.6644261E+00, 0.6655867E+00, 0.6665430E+00, 0.6673264E+00, 0.6679826E+00, 0.6679826E+00, 0.1138415E+01, 0.1387209E+01, 0.1536512E+01, 0.1694204E+01, 0.1833091E+01, 0.1938116E+01, 0.2011413E+01, 0.2060427E+01, 0.2092425E+01, 0.2113027E+01, 0.2126181E+01, 0.2134539E+01, 0.2139832E+01, 0.2143179E+01, 0.2145292E+01, 0.2146625E+01, 0.2147466E+01, 0.2147996E+01, 0.2148330E+01, 0.2148541E+01, 0.2148541E+01, 0.2148674E+01, 0.2148758E+01, 0.2148810E+01, 0.2148844E+01, 0.2148865E+01, 0.2148878E+01, 0.2148886E+01, 0.2148891E+01, 0.2148895E+01, 0.2148897E+01, 0.2148898E+01, 0.2148899E+01, 0.2148900E+01, 0.2148900E+01, 0.2148900E+01, 0.2148900E+01, 0.2148900E+01, 0.2148900E+01, 0.2148900E+01, 0.2148900E+01, 0.2148900E+01, 0.2148900E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01, 0.2148901E+01,
 0.7100000E+00, 0.5463100E+00, 0.5003230E+00, 0.5179067E+00, 0.5478709E+00, 0.5707572E+00, 0.5859984E+00, 0.5955528E+00, 0.6014135E+00, 0.6052068E+00, 0.6077587E+00, 0.6095051E+00, 0.6107803E+00, 0.6117899E+00, 0.6126218E+00, 0.6133032E+00, 0.6138735E+00, 0.6138735E+00, 0.1024350E+01, 0.1249255E+01, 0.1382182E+01, 0.1522615E+01, 0.1646476E+01, 0.1740178E+01, 0.1805577E+01, 0.1849308E+01, 0.1877857E+01, 0.1896237E+01, 0.1907973E+01, 0.1915429E+01, 0.1920151E+01, 0.1923137E+01, 0.1925022E+01, 0.1926211E+01, 0.1926962E+01, 0.1927435E+01, 0.1927733E+01, 0.1927921E+01, 0.1927921E+01, 0.1928039E+01, 0.1928114E+01, 0.1928161E+01, 0.1928191E+01, 0.1928209E+01, 0.1928221E+01, 0.1928228E+01, 0.1928233E+01, 0.1928236E+01, 0.1928238E+01, 0.1928239E+01, 0.1928240E+01, 0.1928240E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01, 0.1928241E+01,
 0.7300000E+00, 0.5203900E+00, 0.4679915E+00, 0.4810391E+00, 0.5062080E+00, 0.5258262E+00, 0.5389799E+00, 0.5472585E+00, 0.5523393E+00, 0.5556237E+00, 0.5578331E+00, 0.5593439E+00, 0.5604448E+00, 0.5613146E+00, 0.5620311E+00, 0.5626183E+00, 0.5631092E+00, 0.5631092E+00, 0.9188703E+00, 0.1120683E+01, 0.1238434E+01, 0.1362878E+01, 0.1472779E+01, 0.1555947E+01, 0.1613995E+01, 0.1652809E+01, 0.1678146E+01, 0.1694457E+01, 0.1704871E+01, 0.1711488E+01, 0.1715679E+01, 0.1718328E+01, 0.1720001E+01, 0.1721056E+01, 0.1721722E+01, 0.1722142E+01, 0.1722407E+01, 0.1722573E+01, 0.1722573E+01, 0.1722679E+01, 0.1722745E+01, 0.1722787E+01, 0.1722813E+01, 0.1722829E+01, 0.1722840E+01, 0.1722847E+01, 0.1722851E+01, 0.1722853E+01, 0.1722855E+01, 0.1722856E+01, 0.1722857E+01, 0.1722857E+01, 0.1722857E+01, 0.1722857E+01, 0.1722857E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01, 0.1722858E+01,
 0.7500000E+00, 0.4937500E+00, 0.4365320E+00, 0.4461384E+00, 0.4670058E+00, 0.4835960E+00, 0.4947983E+00, 0.5018775E+00, 0.5062262E+00, 0.5090351E+00, 0.5109246E+00, 0.5122160E+00, 0.5131554E+00, 0.5138963E+00, 0.5145066E+00, 0.5150068E+00, 0.5154247E+00, 0.5154247E+00, 0.8212814E+00, 0.1000826E+01, 0.1104490E+01, 0.1214112E+01, 0.1311045E+01, 0.1384424E+01, 0.1435638E+01, 0.1469880E+01, 0.1492231E+01, 0.1506619E+01, 0.1515805E+01, 0.1521641E+01, 0.1525338E+01, 0.1527674E+01, 0.1529150E+01, 0.1530081E+01, 0.1530668E+01, 0.1531038E+01, 0.1531272E+01, 0.1531419E+01, 0.1531419E+01, 0.1531512E+01, 0.1531570E+01, 0.1531607E+01, 0.1531630E+01, 0.1531645E+01, 0.1531654E+01, 0.1531660E+01, 0.1531663E+01, 0.1531666E+01, 0.1531667E+01, 0.1531668E+01, 0.1531669E+01, 0.1531669E+01, 0.1531669E+01, 0.1531669E+01, 0.1531669E+01, 0.1531669E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01, 0.1531670E+01,
 0.7700000E+00, 0.4663900E+00, 0.4059285E+00, 0.4129488E+00, 0.4299972E+00, 0.4438109E+00, 0.4532066E+00, 0.4591693E+00, 0.4628367E+00, 0.4652043E+00, 0.4667974E+00, 0.4678859E+00, 0.4686766E+00, 0.4692993E+00, 0.4698122E+00, 0.4702326E+00, 0.4705837E+00, 0.4705837E+00, 0.7309521E+00, 0.8890864E+00, 0.9796587E+00, 0.1075527E+01, 0.1160412E+01, 0.1224695E+01, 0.1269562E+01, 0.1299557E+01, 0.1319134E+01, 0.1331737E+01, 0.1339782E+01, 0.1344894E+01, 0.1348131E+01, 0.1350177E+01, 0.1351470E+01, 0.1352285E+01, 0.1352799E+01, 0.1353123E+01, 0.1353328E+01, 0.1353457E+01, 0.1353457E+01, 0.1353538E+01, 0.1353589E+01, 0.1353621E+01, 0.1353642E+01, 0.1353654E+01, 0.1353662E+01, 0.1353668E+01, 0.1353671E+01, 0.1353673E+01, 0.1353674E+01, 0.1353675E+01, 0.1353675E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01, 0.1353676E+01,
 0.7900000E+00, 0.4383100E+00, 0.3761185E+00, 0.3812099E+00, 0.3949032E+00, 0.4061993E+00, 0.4139400E+00, 0.4188738E+00, 0.4219130E+00, 0.4238749E+00, 0.4251955E+00, 0.4260976E+00, 0.4267522E+00, 0.4272672E+00, 0.4276913E+00, 0.4280390E+00, 0.4283293E+00, 0.4283293E+00, 0.6472734E+00, 0.7848924E+00, 0.8632835E+00, 0.9463762E+00, 0.1020064E+01, 0.1075893E+01, 0.1114863E+01, 0.1140915E+01, 0.1157918E+01, 0.1168862E+01, 0.1175849E+01, 0.1180287E+01, 0.1183099E+01, 0.1184876E+01, 0.1185998E+01, 0.1186706E+01, 0.1187152E+01, 0.1187434E+01, 0.1187611E+01, 0.1187723E+01, 0.1187723E+01, 0.1187794E+01, 0.1187838E+01, 0.1187866E+01, 0.1187884E+01, 0.1187895E+01, 0.1187902E+01, 0.1187907E+01, 0.1187909E+01, 0.1187911E+01, 0.1187912E+01, 0.1187913E+01, 0.1187913E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01, 0.1187914E+01,
 0.8100000E+00, 0.4095100E+00, 0.3470002E+00, 0.3506618E+00, 0.3614433E+00, 0.3704866E+00, 0.3767300E+00, 0.3807270E+00, 0.3831936E+00, 0.3847862E+00, 0.3858587E+00, 0.3865914E+00, 0.3871227E+00, 0.3875402E+00, 0.3878841E+00, 0.3881661E+00, 0.3884015E+00, 0.3884015E+00, 0.5697039E+00, 0.6877521E+00, 0.7548062E+00, 0.8260264E+00, 0.8893009E+00, 0.9372743E+00, 0.9707664E+00, 0.9931565E+00, 0.1007769E+01, 0.1017174E+01, 0.1023179E+01, 0.1026993E+01, 0.1029409E+01, 0.1030936E+01, 0.1031900E+01, 0.1032509E+01, 0.1032892E+01, 0.1033134E+01, 0.1033287E+01, 0.1033383E+01, 0.1033383E+01, 0.1033444E+01, 0.1033482E+01, 0.1033506E+01, 0.1033521E+01, 0.1033531E+01, 0.1033537E+01, 0.1033540E+01, 0.1033543E+01, 0.1033544E+01, 0.1033545E+01, 0.1033546E+01, 0.1033546E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01, 0.1033547E+01,
 0.8300000E+00, 0.3799900E+00, 0.3183751E+00, 0.3209896E+00, 0.3292981E+00, 0.3363708E+00, 0.3412888E+00, 0.3444510E+00, 0.3464061E+00, 0.3476692E+00, 0.3485202E+00, 0.3491017E+00, 0.3495231E+00, 0.3498540E+00, 0.3501267E+00, 0.3503503E+00, 0.3505369E+00, 0.3505369E+00, 0.4979362E+00, 0.5974910E+00, 0.6540402E+00, 0.7142683E+00, 0.7678961E+00, 0.8085941E+00, 0.8370164E+00, 0.8560192E+00, 0.8684213E+00, 0.8764039E+00, 0.8814999E+00, 0.8847372E+00, 0.8867874E+00, 0.8880835E+00, 0.8889019E+00, 0.8894182E+00, 0.8897439E+00, 0.8899493E+00, 0.8900787E+00, 0.8901603E+00, 0.8901603E+00, 0.8902118E+00, 0.8902441E+00, 0.8902646E+00, 0.8902774E+00, 0.8902856E+00, 0.8902907E+00, 0.8902939E+00, 0.8902959E+00, 0.8902972E+00, 0.8902980E+00, 0.8902985E+00, 0.8902988E+00, 0.8902990E+00, 0.8902992E+00, 0.8902993E+00, 0.8902993E+00, 0.8902993E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00, 0.8902994E+00,
 0.8500000E+00, 0.3497500E+00, 0.2903653E+00, 0.2921990E+00, 0.2984009E+00, 0.3037520E+00, 0.3074997E+00, 0.3099200E+00, 0.3114198E+00, 0.3123894E+00, 0.3130432E+00, 0.3134900E+00, 0.3138137E+00, 0.3140679E+00, 0.3142773E+00, 0.3144491E+00, 0.3145924E+00, 0.3145924E+00, 0.4314152E+00, 0.5135302E+00, 0.5603217E+00, 0.6103420E+00, 0.6550052E+00, 0.6889450E+00, 0.7126607E+00, 0.7285204E+00, 0.7388721E+00, 0.7455352E+00, 0.7497890E+00, 0.7524912E+00, 0.7542026E+00, 0.7552845E+00, 0.7559676E+00, 0.7563987E+00, 0.7566705E+00, 0.7568419E+00, 0.7569500E+00, 0.7570181E+00, 0.7570181E+00, 0.7570610E+00, 0.7570881E+00, 0.7571051E+00, 0.7571158E+00, 0.7571226E+00, 0.7571269E+00, 0.7571296E+00, 0.7571313E+00, 0.7571324E+00, 0.7571330E+00, 0.7571334E+00, 0.7571337E+00, 0.7571339E+00, 0.7571340E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00, 0.7571341E+00,
 0.8700000E+00, 0.3187900E+00, 0.2635076E+00, 0.2647279E+00, 0.2690759E+00, 0.2728829E+00, 0.2755726E+00, 0.2773190E+00, 0.2784044E+00, 0.2791071E+00, 0.2795813E+00, 0.2799056E+00, 0.2801406E+00, 0.2803250E+00, 0.2804770E+00, 0.2806017E+00, 0.2807058E+00, 0.2807058E+00, 0.3694314E+00, 0.4349021E+00, 0.4724887E+00, 0.5128783E+00, 0.5490776E+00, 0.5766388E+00, 0.5959150E+00, 0.6088113E+00, 0.6172305E+00, 0.6226504E+00, 0.6261107E+00, 0.6283090E+00, 0.6297012E+00, 0.6305813E+00, 0.6311371E+00, 0.6314877E+00, 0.6317089E+00, 0.6318483E+00, 0.6319363E+00, 0.6319916E+00, 0.6319916E+00, 0.6320266E+00, 0.6320485E+00, 0.6320624E+00, 0.6320712E+00, 0.6320767E+00, 0.6320801E+00, 0.6320823E+00, 0.6320837E+00, 0.6320846E+00, 0.6320851E+00, 0.6320855E+00, 0.6320857E+00, 0.6320859E+00, 0.6320859E+00, 0.6320860E+00, 0.6320860E+00, 0.6320860E+00, 0.6320860E+00, 0.6320860E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00, 0.6320861E+00,
 0.8900000E+00, 0.2871100E+00, 0.2385258E+00, 0.2392740E+00, 0.2420594E+00, 0.2445409E+00, 0.2463140E+00, 0.2474735E+00, 0.2481970E+00, 0.2486665E+00, 0.2489837E+00, 0.2492009E+00, 0.2493583E+00, 0.2494819E+00, 0.2495838E+00, 0.2496674E+00, 0.2497372E+00, 0.2497372E+00, 0.3133234E+00, 0.3633019E+00, 0.3923830E+00, 0.4238698E+00, 0.4522406E+00, 0.4739052E+00, 0.4890803E+00, 0.4992409E+00, 0.5058770E+00, 0.5101501E+00, 0.5128785E+00, 0.5146120E+00, 0.5157100E+00, 0.5164041E+00, 0.5168424E+00, 0.5171189E+00, 0.5172933E+00, 0.5174033E+00, 0.5174726E+00, 0.5175163E+00, 0.5175163E+00, 0.5175439E+00, 0.5175613E+00, 0.5175722E+00, 0.5175791E+00, 0.5175834E+00, 0.5175862E+00, 0.5175879E+00, 0.5175890E+00, 0.5175896E+00, 0.5175901E+00, 0.5175903E+00, 0.5175905E+00, 0.5175906E+00, 0.5175907E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00, 0.5175908E+00,
 0.9100000E+00, 0.2547100E+00, 0.2151339E+00, 0.2155617E+00, 0.2172074E+00, 0.2186988E+00, 0.2197770E+00, 0.2204875E+00, 0.2209328E+00, 0.2212225E+00, 0.2214186E+00, 0.2215530E+00, 0.2216505E+00, 0.2217270E+00, 0.2217901E+00, 0.2218420E+00, 0.2218852E+00, 0.2218852E+00, 0.2647794E+00, 0.3012252E+00, 0.3228759E+00, 0.3465715E+00, 0.3680859E+00, 0.3845891E+00, 0.3961780E+00, 0.4039483E+00, 0.4090274E+00, 0.4122994E+00, 0.4143893E+00, 0.4157172E+00, 0.4165584E+00, 0.4170903E+00, 0.4174261E+00, 0.4176380E+00, 0.4177717E+00, 0.4178559E+00, 0.4179091E+00, 0.4179426E+00, 0.4179426E+00, 0.4179637E+00, 0.4179770E+00, 0.4179854E+00, 0.4179907E+00, 0.4179940E+00, 0.4179961E+00, 0.4179974E+00, 0.4179982E+00, 0.4179988E+00, 0.4179991E+00, 0.4179993E+00, 0.4179994E+00, 0.4179995E+00, 0.4179996E+00, 0.4179996E+00, 0.4179996E+00, 0.4179996E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00, 0.4179997E+00,
