@EZ [V/m]  vs r@
X,EZ_1,EZ_2,EZ_3,EZ_4,EZ_5,EZ_6,EZ_7,EZ_8,EZ_9,EZ_10,EZ_11,EZ_12,EZ_13,EZ_14,EZ_15,EZ_16,EZ_17,EZ_18,EZ_19,EZ_20,EZ_21,EZ_22,EZ_23,EZ_24,EZ_25,EZ_26,EZ_27,EZ_28,EZ_29,EZ_30,EZ_31,EZ_32,EZ_33,EZ_34,EZ_35,EZ_36,EZ_37,EZ_38,EZ_39,EZ_40,EZ_41,EZ_42,EZ_43,EZ_44,EZ_45,EZ_46,EZ_47,EZ_48,EZ_49,EZ_50,EZ_51,EZ_52,EZ_53,EZ_54,EZ_55,EZ_56,EZ_57,EZ_58,EZ_59,EZ_60,EZ_61,EZ_62,EZ_63,EZ_64,EZ_65,EZ_66,EZ_67,EZ_68,EZ_69,EZ_70,EZ_71,EZ_72,EZ_73,EZ_74,EZ_75,EZ_76,EZ_77,EZ_78,EZ_79,EZ_80,EZ_81,EZ_82,EZ_83,EZ_84,EZ_85,EZ_86,EZ_87,EZ_88,EZ_89,EZ_90,EZ_91,EZ_92,EZ_93,EZ_94,EZ_95,EZ_96,EZ_97,EZ_98,EZ_99,EZ_100,EZ_101,EZ_102,EZ_103
 0.6900000E+00, 0.1736091E-01, 0.1860856E-01, 0.1762953E-01, 0.1637968E-01, 0.1555129E-01, 0.1504485E-01, 0.1474387E-01, 0.1456453E-01, 0.1445021E-01, 0.1437416E-01, 0.1432245E-01, 0.1428475E-01, 0.1425491E-01, 0.1423040E-01, 0.1421038E-01, 0.1419365E-01, 0.1419365E-01, 0.7250470E-02, 0.5606661E-02, 0.4869895E-02, 0.4239060E-02, 0.3778803E-02, 0.3477247E-02, 0.3286640E-02, 0.3167256E-02, 0.3092545E-02, 0.3045727E-02, 0.3016343E-02, 0.2997876E-02, 0.2986259E-02, 0.2978947E-02, 0.2974343E-02, 0.2971442E-02, 0.2969615E-02, 0.2968464E-02, 0.2967738E-02, 0.2967281E-02, 0.2967281E-02, 0.2966993E-02, 0.2966811E-02, 0.2966697E-02, 0.2966625E-02, 0.2966579E-02, 0.2966551E-02, 0.2966533E-02, 0.2966521E-02, 0.2966514E-02, 0.2966510E-02, 0.2966507E-02, 0.2966505E-02, 0.2966504E-02, 0.2966503E-02, 0.2966503E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02, 0.2966502E-02,
 0.7100000E+00, 0.1765031E-01, 0.1935681E-01, 0.1853117E-01, 0.1731542E-01, 0.1648643E-01, 0.1597439E-01, 0.1566827E-01, 0.1548565E-01, 0.1536939E-01, 0.1529204E-01, 0.1523948E-01, 0.1520126E-01, 0.1517108E-01, 0.1514630E-01, 0.1512605E-01, 0.1510913E-01, 0.1510913E-01, 0.7947637E-02, 0.6147645E-02, 0.5354858E-02, 0.4673816E-02, 0.4174819E-02, 0.3847106E-02, 0.3639685E-02, 0.3509663E-02, 0.3428252E-02, 0.3377220E-02, 0.3345184E-02, 0.3325047E-02, 0.3312380E-02, 0.3304406E-02, 0.3299384E-02, 0.3296221E-02, 0.3294228E-02, 0.3292972E-02, 0.3292181E-02, 0.3291683E-02, 0.3291683E-02, 0.3291368E-02, 0.3291170E-02, 0.3291046E-02, 0.3290967E-02, 0.3290917E-02, 0.3290886E-02, 0.3290867E-02, 0.3290854E-02, 0.3290846E-02, 0.3290841E-02, 0.3290838E-02, 0.3290836E-02, 0.3290835E-02, 0.3290834E-02, 0.3290834E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02, 0.3290833E-02,
 0.7300000E+00, 0.1824630E-01, 0.2045943E-01, 0.1975830E-01, 0.1857099E-01, 0.1773773E-01, 0.1721732E-01, 0.1690419E-01, 0.1671708E-01, 0.1659803E-01, 0.1651880E-01, 0.1646499E-01, 0.1642594E-01, 0.1639517E-01, 0.1636991E-01, 0.1634925E-01, 0.1633202E-01, 0.1633202E-01, 0.8856279E-02, 0.6860584E-02, 0.5994448E-02, 0.5247925E-02, 0.4698700E-02, 0.4337167E-02, 0.4108032E-02, 0.3964279E-02, 0.3874226E-02, 0.3817758E-02, 0.3782301E-02, 0.3760013E-02, 0.3745990E-02, 0.3737162E-02, 0.3731603E-02, 0.3728101E-02, 0.3725895E-02, 0.3724504E-02, 0.3723629E-02, 0.3723077E-02, 0.3723077E-02, 0.3722729E-02, 0.3722509E-02, 0.3722371E-02, 0.3722284E-02, 0.3722229E-02, 0.3722195E-02, 0.3722173E-02, 0.3722159E-02, 0.3722151E-02, 0.3722145E-02, 0.3722142E-02, 0.3722140E-02, 0.3722138E-02, 0.3722137E-02, 0.3722137E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02, 0.3722136E-02,
 0.7500000E+00, 0.1898270E-01, 0.2174543E-01, 0.2115018E-01, 0.1999739E-01, 0.1916480E-01, 0.1863863E-01, 0.1831988E-01, 0.1812898E-01, 0.1800753E-01, 0.1792665E-01, 0.1787173E-01, 0.1783195E-01, 0.1780066E-01, 0.1777495E-01, 0.1775394E-01, 0.1773641E-01, 0.1773641E-01, 0.9917672E-02, 0.7700231E-02, 0.6748901E-02, 0.5926113E-02, 0.5318352E-02, 0.4917384E-02, 0.4662923E-02, 0.4503155E-02, 0.4403018E-02, 0.4340207E-02, 0.4300761E-02, 0.4275960E-02, 0.4260356E-02, 0.4250532E-02, 0.4244346E-02, 0.4240449E-02, 0.4237993E-02, 0.4236446E-02, 0.4235471E-02, 0.4234857E-02, 0.4234857E-02, 0.4234469E-02, 0.4234226E-02, 0.4234072E-02, 0.4233975E-02, 0.4233914E-02, 0.4233875E-02, 0.4233851E-02, 0.4233836E-02, 0.4233826E-02, 0.4233820E-02, 0.4233817E-02, 0.4233814E-02, 0.4233812E-02, 0.4233812E-02, 0.4233811E-02, 0.4233811E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02, 0.4233810E-02,
 0.7700000E+00, 0.2018696E-01, 0.2360295E-01, 0.2309009E-01, 0.2196228E-01, 0.2112428E-01, 0.2058803E-01, 0.2026081E-01, 0.2006428E-01, 0.1993920E-01, 0.1985583E-01, 0.1979922E-01, 0.1975827E-01, 0.1972610E-01, 0.1969967E-01, 0.1967806E-01, 0.1966004E-01, 0.1966004E-01, 0.1135442E-01, 0.8849928E-02, 0.7784259E-02, 0.6859037E-02, 0.6172799E-02, 0.5718992E-02, 0.5430606E-02, 0.5249386E-02, 0.5135745E-02, 0.5064440E-02, 0.5019650E-02, 0.4991487E-02, 0.4973765E-02, 0.4962608E-02, 0.4955581E-02, 0.4951154E-02, 0.4948366E-02, 0.4946608E-02, 0.4945501E-02, 0.4944803E-02, 0.4944803E-02, 0.4944363E-02, 0.4944086E-02, 0.4943911E-02, 0.4943802E-02, 0.4943732E-02, 0.4943688E-02, 0.4943661E-02, 0.4943644E-02, 0.4943633E-02, 0.4943626E-02, 0.4943621E-02, 0.4943619E-02, 0.4943617E-02, 0.4943616E-02, 0.4943615E-02, 0.4943615E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02, 0.4943614E-02,
 0.7900000E+00, 0.2205052E-01, 0.2628544E-01, 0.2583477E-01, 0.2471987E-01, 0.2386809E-01, 0.2331578E-01, 0.2297615E-01, 0.2277146E-01, 0.2264108E-01, 0.2255408E-01, 0.2249500E-01, 0.2245228E-01, 0.2241877E-01, 0.2239124E-01, 0.2236871E-01, 0.2234993E-01, 0.2234993E-01, 0.1335580E-01, 0.1046868E-01, 0.9246151E-02, 0.8180162E-02, 0.7386123E-02, 0.6859720E-02, 0.6524715E-02, 0.6314014E-02, 0.6181813E-02, 0.6098834E-02, 0.6046699E-02, 0.6013913E-02, 0.5993281E-02, 0.5980290E-02, 0.5972108E-02, 0.5966954E-02, 0.5963707E-02, 0.5961661E-02, 0.5960371E-02, 0.5959559E-02, 0.5959559E-02, 0.5959047E-02, 0.5958724E-02, 0.5958521E-02, 0.5958393E-02, 0.5958312E-02, 0.5958261E-02, 0.5958229E-02, 0.5958209E-02, 0.5958196E-02, 0.5958188E-02, 0.5958183E-02, 0.5958179E-02, 0.5958178E-02, 0.5958176E-02, 0.5958176E-02, 0.5958175E-02, 0.5958175E-02, 0.5958175E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02, 0.5958174E-02,
 0.8100000E+00, 0.2433694E-01, 0.2954339E-01, 0.2914531E-01, 0.2805084E-01, 0.2719198E-01, 0.2662735E-01, 0.2627731E-01, 0.2606552E-01, 0.2593041E-01, 0.2584015E-01, 0.2577882E-01, 0.2573450E-01, 0.2569975E-01, 0.2567120E-01, 0.2564783E-01, 0.2562835E-01, 0.2562835E-01, 0.1585896E-01, 0.1251310E-01, 0.1109843E-01, 0.9859056E-02, 0.8931802E-02, 0.8315500E-02, 0.7922691E-02, 0.7675409E-02, 0.7520169E-02, 0.7422694E-02, 0.7361439E-02, 0.7322911E-02, 0.7298664E-02, 0.7283397E-02, 0.7273781E-02, 0.7267722E-02, 0.7263906E-02, 0.7261501E-02, 0.7259985E-02, 0.7259030E-02, 0.7259030E-02, 0.7258428E-02, 0.7258049E-02, 0.7257810E-02, 0.7257659E-02, 0.7257564E-02, 0.7257504E-02, 0.7257467E-02, 0.7257443E-02, 0.7257428E-02, 0.7257419E-02, 0.7257413E-02, 0.7257409E-02, 0.7257407E-02, 0.7257405E-02, 0.7257404E-02, 0.7257404E-02, 0.7257403E-02, 0.7257403E-02, 0.7257403E-02, 0.7257403E-02, 0.7257403E-02, 0.7257403E-02, 0.7257403E-02, 0.7257403E-02, 0.7257403E-02, 0.7257403E-02, 0.7257403E-02, 0.7257403E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02, 0.7257402E-02,
 0.8300000E+00, 0.2585089E-01, 0.3193927E-01, 0.3159994E-01, 0.3057958E-01, 0.2975883E-01, 0.2921182E-01, 0.2886986E-01, 0.2866207E-01, 0.2852927E-01, 0.2844043E-01, 0.2838001E-01, 0.2833636E-01, 0.2830215E-01, 0.2827403E-01, 0.2825101E-01, 0.2823182E-01, 0.2823182E-01, 0.1806498E-01, 0.1433500E-01, 0.1275486E-01, 0.1136356E-01, 0.1031809E-01, 0.9621406E-02, 0.9176693E-02, 0.8896479E-02, 0.8720466E-02, 0.8609910E-02, 0.8540417E-02, 0.8496704E-02, 0.8469190E-02, 0.8451864E-02, 0.8440952E-02, 0.8434077E-02, 0.8429746E-02, 0.8427016E-02, 0.8425296E-02, 0.8424212E-02, 0.8424212E-02, 0.8423530E-02, 0.8423099E-02, 0.8422827E-02, 0.8422657E-02, 0.8422549E-02, 0.8422481E-02, 0.8422438E-02, 0.8422411E-02, 0.8422394E-02, 0.8422384E-02, 0.8422377E-02, 0.8422373E-02, 0.8422370E-02, 0.8422368E-02, 0.8422367E-02, 0.8422366E-02, 0.8422366E-02, 0.8422366E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02, 0.8422365E-02,
 0.8500000E+00, 0.2633837E-01, 0.3308132E-01, 0.3280544E-01, 0.3191235E-01, 0.3117715E-01, 0.3068032E-01, 0.3036704E-01, 0.3017579E-01, 0.3005328E-01, 0.2997118E-01, 0.2991529E-01, 0.2987491E-01, 0.2984328E-01, 0.2981726E-01, 0.2979594E-01, 0.2977818E-01, 0.2977818E-01, 0.1971287E-01, 0.1571615E-01, 0.1401237E-01, 0.1250428E-01, 0.1136628E-01, 0.1060606E-01, 0.1012007E-01, 0.9813564E-02, 0.9620926E-02, 0.9499885E-02, 0.9423785E-02, 0.9375907E-02, 0.9345771E-02, 0.9326793E-02, 0.9314839E-02, 0.9307308E-02, 0.9302563E-02, 0.9299573E-02, 0.9297688E-02, 0.9296501E-02, 0.9296501E-02, 0.9295753E-02, 0.9295282E-02, 0.9294984E-02, 0.9294797E-02, 0.9294679E-02, 0.9294605E-02, 0.9294557E-02, 0.9294529E-02, 0.9294510E-02, 0.9294498E-02, 0.9294490E-02, 0.9294486E-02, 0.9294483E-02, 0.9294481E-02, 0.9294480E-02, 0.9294479E-02, 0.9294479E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02, 0.9294478E-02,
 0.8700000E+00, 0.2560676E-01, 0.3256552E-01, 0.3235999E-01, 0.3165203E-01, 0.3105479E-01, 0.3064479E-01, 0.3038368E-01, 0.3022337E-01, 0.3012037E-01, 0.3005120E-01, 0.3000405E-01, 0.2996997E-01, 0.2994327E-01, 0.2992129E-01, 0.2990327E-01, 0.2988826E-01, 0.2988826E-01, 0.2058498E-01, 0.1649053E-01, 0.1471749E-01, 0.1313666E-01, 0.1193851E-01, 0.1113642E-01, 0.1062311E-01, 0.1029917E-01, 0.1009549E-01, 0.9967480E-02, 0.9886986E-02, 0.9836339E-02, 0.9804457E-02, 0.9784379E-02, 0.9771733E-02, 0.9763764E-02, 0.9758744E-02, 0.9755581E-02, 0.9753587E-02, 0.9752330E-02, 0.9752330E-02, 0.9751539E-02, 0.9751040E-02, 0.9750726E-02, 0.9750527E-02, 0.9750403E-02, 0.9750324E-02, 0.9750275E-02, 0.9750243E-02, 0.9750224E-02, 0.9750211E-02, 0.9750203E-02, 0.9750199E-02, 0.9750195E-02, 0.9750193E-02, 0.9750192E-02, 0.9750191E-02, 0.9750191E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02, 0.9750190E-02,
 0.8900000E+00, 0.3608184E-01, 0.4573267E-01, 0.4553809E-01, 0.4482998E-01, 0.4421595E-01, 0.4378647E-01, 0.4350968E-01, 0.4333855E-01, 0.4322816E-01, 0.4315383E-01, 0.4310307E-01, 0.4306635E-01, 0.4303757E-01, 0.4301386E-01, 0.4299442E-01, 0.4297820E-01, 0.4297820E-01, 0.3166313E-01, 0.2595364E-01, 0.2339662E-01, 0.2108085E-01, 0.1930891E-01, 0.1811762E-01, 0.1735395E-01, 0.1687172E-01, 0.1656846E-01, 0.1637784E-01, 0.1625797E-01, 0.1618255E-01, 0.1613507E-01, 0.1610517E-01, 0.1608633E-01, 0.1607447E-01, 0.1606699E-01, 0.1606228E-01, 0.1605931E-01, 0.1605744E-01, 0.1605744E-01, 0.1605626E-01, 0.1605552E-01, 0.1605505E-01, 0.1605476E-01, 0.1605457E-01, 0.1605445E-01, 0.1605438E-01, 0.1605433E-01, 0.1605430E-01, 0.1605429E-01, 0.1605427E-01, 0.1605427E-01, 0.1605426E-01, 0.1605426E-01, 0.1605426E-01, 0.1605426E-01, 0.1605426E-01, 0.1605426E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01, 0.1605425E-01,
 0.9100000E+00, 0.8178917E-01, 0.1013711E+00, 0.1011065E+00, 0.1001020E+00, 0.9920771E-01, 0.9857042E-01, 0.9815464E-01, 0.9789569E-01, 0.9772792E-01, 0.9761463E-01, 0.9753713E-01, 0.9748100E-01, 0.9743697E-01, 0.9740068E-01, 0.9737089E-01, 0.9734604E-01, 0.9734604E-01, 0.7738239E-01, 0.6558140E-01, 0.6002628E-01, 0.5486423E-01, 0.5084028E-01, 0.4810467E-01, 0.4634030E-01, 0.4522245E-01, 0.4451813E-01, 0.4407495E-01, 0.4379609E-01, 0.4362056E-01, 0.4351004E-01, 0.4344043E-01, 0.4339658E-01, 0.4336895E-01, 0.4335154E-01, 0.4334057E-01, 0.4333366E-01, 0.4332930E-01, 0.4332930E-01, 0.4332655E-01, 0.4332482E-01, 0.4332373E-01, 0.4332305E-01, 0.4332262E-01, 0.4332234E-01, 0.4332217E-01, 0.4332206E-01, 0.4332199E-01, 0.4332195E-01, 0.4332192E-01, 0.4332190E-01, 0.4332189E-01, 0.4332189E-01, 0.4332188E-01, 0.4332188E-01, 0.4332188E-01, 0.4332188E-01, 0.4332188E-01, 0.4332188E-01, 0.4332188E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01, 0.4332187E-01,
